,start_date,end_date,state,pollster,fte_grade,sample_size,population,Clinton,Trump,dem_lead
9095,2016-08-31,2016-09-06,Louisiana,Google Consumer Surveys,B,273.0,lv,30.982029999999998,58.29942,-27.31739
9099,2016-08-31,2016-09-06,Kansas,Google Consumer Surveys,B,297.0,lv,43.82837,42.541709999999995,1.2866600000000048
9126,2016-08-31,2016-09-06,Kentucky,Google Consumer Surveys,B,405.0,lv,36.775490000000005,48.447559999999996,-11.67206999999999
9151,2016-08-31,2016-09-06,Connecticut,Google Consumer Surveys,B,310.0,lv,46.09081,35.153690000000005,10.937119999999993
9178,2016-08-31,2016-09-06,South Carolina,Google Consumer Surveys,B,354.0,lv,37.409290000000006,48.31562,-10.906329999999997
9187,2016-08-31,2016-09-06,Maryland,Google Consumer Surveys,B,447.0,lv,54.21391,31.933790000000002,22.280119999999997
9192,2016-08-31,2016-09-06,Oregon,Google Consumer Surveys,B,418.0,lv,46.292770000000004,37.07871,9.214060000000003
9196,2016-08-31,2016-09-06,Iowa,Google Consumer Surveys,B,402.0,lv,43.772690000000004,38.98701,4.785680000000006
9200,2016-08-31,2016-09-06,Tennessee,Google Consumer Surveys,B,509.0,lv,37.834759999999996,52.06268,-14.227920000000005
9229,2016-08-31,2016-09-06,Massachusetts,Google Consumer Surveys,B,444.0,lv,51.58651,33.31582,18.270689999999995
9232,2016-08-31,2016-09-06,Alabama,Google Consumer Surveys,B,358.0,lv,28.330709999999996,63.65829,-35.327580000000005
9247,2016-08-31,2016-09-06,Georgia,Google Consumer Surveys,B,573.0,lv,38.94124,48.87447,-9.933230000000002
9275,2016-08-31,2016-09-06,Minnesota,Google Consumer Surveys,B,632.0,lv,42.06262,35.48533,6.577290000000005
9277,2016-08-31,2016-09-06,Washington,Google Consumer Surveys,B,587.0,lv,49.06197,34.31916,14.742810000000006
9282,2016-08-31,2016-09-06,U.S.,CVOTER International,C+,1262.0,lv,45.338390000000004,44.44421,0.8941800000000057
9292,2016-08-31,2016-09-06,U.S.,Google Consumer Surveys,B,22673.0,lv,42.1787,42.101290000000006,0.07740999999999332
9298,2016-08-31,2016-09-06,Colorado,Google Consumer Surveys,B,626.0,lv,44.843379999999996,37.20797,7.635409999999993
9305,2016-08-31,2016-09-06,Arizona,Google Consumer Surveys,B,635.0,lv,42.26897,43.16097,-0.8919999999999959
9329,2016-08-31,2016-09-06,Indiana,Google Consumer Surveys,B,715.0,lv,36.46605,43.93289,-7.466839999999998
9338,2016-08-31,2016-09-06,Missouri,Google Consumer Surveys,B,637.0,lv,42.73252,39.58958,3.142940000000003
9341,2016-08-31,2016-09-06,North Carolina,Google Consumer Surveys,B,738.0,lv,37.38282,47.29139,-9.908569999999997
9345,2016-08-31,2016-09-06,Virginia,Google Consumer Surveys,B,560.0,lv,43.3827,37.70596,5.676740000000002
9350,2016-08-31,2016-09-06,Michigan,Google Consumer Surveys,B,615.0,lv,42.54038,37.76135,4.779029999999999
9354,2016-08-31,2016-09-06,New Jersey,Google Consumer Surveys,B,742.0,lv,43.3639,41.69166,1.6722400000000022
9376,2016-08-31,2016-09-06,Wisconsin,Google Consumer Surveys,B,784.0,lv,48.266999999999996,37.683679999999995,10.58332
9392,2016-08-31,2016-09-06,Pennsylvania,Google Consumer Surveys,B,808.0,lv,40.255340000000004,42.9319,-2.676559999999995
9411,2016-08-31,2016-09-06,Ohio,Google Consumer Surveys,B,837.0,lv,36.42473,43.9558,-7.531070000000007
9415,2016-08-31,2016-09-06,New York,Google Consumer Surveys,B,1033.0,lv,44.71541,37.35833,7.357079999999996
9424,2016-08-31,2016-09-06,Texas,Google Consumer Surveys,B,1170.0,lv,37.78175,47.9485,-10.16675
9431,2016-08-31,2016-09-06,Illinois,Google Consumer Surveys,B,1185.0,lv,42.231809999999996,37.72403,4.507779999999997
9457,2016-08-31,2016-09-06,Florida,Google Consumer Surveys,B,1195.0,lv,38.67821,48.4329,-9.754689999999997
9480,2016-08-31,2016-09-06,California,Google Consumer Surveys,B,1457.0,lv,51.22918,36.04355,15.185629999999996
9519,2016-08-31,2016-09-06,U.S.,USC Dornsife/LA Times,,2640.0,lv,46.20241,41.74771,4.4547000000000025
10145,2016-08-31,2016-09-06,Utah,Google Consumer Surveys,B,247.0,lv,27.73354,36.52888,-8.79534
785,2016-09-01,2016-09-06,Oregon,"Davis, Hibbitts & Midghall, Inc.",B,517.0,rv,43.104929999999996,31.592109999999998,11.512819999999998
4245,2016-09-01,2016-09-06,Oregon,"Davis, Hibbitts & Midghall, Inc.",B,517.0,rv,43.048809999999996,31.55541,11.493399999999998
7610,2016-09-01,2016-09-06,Oregon,"Davis, Hibbitts & Midghall, Inc.",B,517.0,rv,43.0471,31.101409999999998,11.945690000000003
2068,2016-09-02,2016-09-06,U.S.,Ipsos,A-,1084.0,lv,43.401340000000005,36.69842,6.702920000000006
5474,2016-09-02,2016-09-06,U.S.,Ipsos,A-,1084.0,lv,43.29204,37.05576,6.236280000000001
8892,2016-09-02,2016-09-06,U.S.,Ipsos,A-,1084.0,lv,43.31425,36.906220000000005,6.408029999999997
1119,2016-09-04,2016-09-06,Florida,Public Policy Polling,B+,744.0,lv,44.64047,46.134190000000004,-1.4937200000000033
1473,2016-09-04,2016-09-06,U.S.,YouGov,B,1077.0,rv,43.53253,42.25403,1.278500000000001
2792,2016-09-04,2016-09-06,U.S.,The Times-Picayune/Lucid,,1094.0,lv,45.5357,38.65126,6.884439999999998
4605,2016-09-04,2016-09-06,Florida,Public Policy Polling,B+,744.0,lv,44.55267,46.41623,-1.8635599999999997
4921,2016-09-04,2016-09-06,U.S.,YouGov,B,1077.0,rv,43.3339,42.36238,0.9715199999999982
6181,2016-09-04,2016-09-06,U.S.,The Times-Picayune/Lucid,,1094.0,lv,45.47067,38.84608,6.624589999999998
7944,2016-09-04,2016-09-06,Florida,Public Policy Polling,B+,744.0,lv,44.58467,46.208659999999995,-1.623989999999992
8298,2016-09-04,2016-09-06,U.S.,YouGov,B,1077.0,rv,43.42007,42.128809999999994,1.2912600000000083
9616,2016-09-04,2016-09-06,U.S.,The Times-Picayune/Lucid,,1094.0,lv,45.47081,38.66302,6.807789999999997
696,2016-08-29,2016-09-07,Ohio,Quinnipiac University,A-,775.0,lv,39.73681,42.94352,-3.206710000000001
715,2016-08-29,2016-09-07,Pennsylvania,Quinnipiac University,A-,778.0,lv,46.64418,40.823440000000005,5.820739999999994
720,2016-08-29,2016-09-07,Florida,Quinnipiac University,A-,761.0,lv,45.71969,44.92133,0.7983600000000024
722,2016-08-29,2016-09-07,North Carolina,Quinnipiac University,A-,751.0,lv,44.56903,39.726040000000005,4.842989999999993
4168,2016-08-29,2016-09-07,Ohio,Quinnipiac University,A-,775.0,lv,39.5906,43.23665,-3.6460499999999954
4188,2016-08-29,2016-09-07,Pennsylvania,Quinnipiac University,A-,778.0,lv,46.502590000000005,41.10385,5.398740000000004
4190,2016-08-29,2016-09-07,Florida,Quinnipiac University,A-,761.0,lv,45.574329999999996,45.212109999999996,0.36222000000000065
4192,2016-08-29,2016-09-07,North Carolina,Quinnipiac University,A-,751.0,lv,44.43119,39.996109999999994,4.435080000000006
7521,2016-08-29,2016-09-07,Ohio,Quinnipiac University,A-,775.0,lv,39.62465,43.01589,-3.3912399999999963
7540,2016-08-29,2016-09-07,Pennsylvania,Quinnipiac University,A-,778.0,lv,46.53526,40.89199,5.643270000000001
7545,2016-08-29,2016-09-07,Florida,Quinnipiac University,A-,761.0,lv,45.608129999999996,44.99299,0.6151399999999967
7547,2016-08-29,2016-09-07,North Carolina,Quinnipiac University,A-,751.0,lv,44.46273,39.79148,4.671250000000001
1059,2016-09-01,2016-09-07,U.S.,CVOTER International,C+,1226.0,lv,45.20687,45.000409999999995,0.20646000000000697
2682,2016-09-01,2016-09-07,U.S.,USC Dornsife/LA Times,,2632.0,lv,46.61572,41.43659,5.179130000000001
4553,2016-09-01,2016-09-07,U.S.,CVOTER International,C+,1226.0,lv,45.120490000000004,45.20709,-0.08659999999999712
6078,2016-09-01,2016-09-07,U.S.,USC Dornsife/LA Times,,2632.0,lv,46.498940000000005,41.609809999999996,4.889130000000009
7884,2016-09-01,2016-09-07,U.S.,CVOTER International,C+,1226.0,lv,45.15413,44.960409999999996,0.1937200000000061
9506,2016-09-01,2016-09-07,U.S.,USC Dornsife/LA Times,,2632.0,lv,46.57815,41.403909999999996,5.174240000000005
644,2016-09-02,2016-09-07,Oregon,icitizen,,610.0,rv,46.75408,33.74094,13.01314
4103,2016-09-02,2016-09-07,Oregon,icitizen,,610.0,rv,46.85239,33.94214,12.910249999999998
7469,2016-09-02,2016-09-07,Oregon,icitizen,,610.0,rv,46.902640000000005,33.676559999999995,13.22608000000001
2047,2016-09-03,2016-09-07,U.S.,Ipsos,A-,1101.0,lv,42.09388,37.45811,4.635770000000001
5453,2016-09-03,2016-09-07,U.S.,Ipsos,A-,1101.0,lv,41.990759999999995,37.80348,4.187279999999994
8871,2016-09-03,2016-09-07,U.S.,Ipsos,A-,1101.0,lv,42.01089,37.661159999999995,4.349730000000008
734,2016-09-05,2016-09-07,North Carolina,Suffolk University,B+,500.0,lv,42.99105,46.72365,-3.732599999999998
2757,2016-09-05,2016-09-07,U.S.,The Times-Picayune/Lucid,,1327.0,lv,44.5221,39.60734,4.914760000000001
4200,2016-09-05,2016-09-07,North Carolina,Suffolk University,B+,500.0,lv,43.008829999999996,47.003240000000005,-3.994410000000009
6142,2016-09-05,2016-09-07,U.S.,The Times-Picayune/Lucid,,1327.0,lv,44.46282,39.78872,4.674100000000003
7559,2016-09-05,2016-09-07,North Carolina,Suffolk University,B+,500.0,lv,43.0216,46.89132,-3.869720000000001
9581,2016-09-05,2016-09-07,U.S.,The Times-Picayune/Lucid,,1327.0,lv,44.461659999999995,39.614000000000004,4.8476599999999905
710,2016-09-06,2016-09-07,Nevada,Public Policy Polling,B+,815.0,lv,43.82653,41.27282,2.5537099999999953
2177,2016-09-06,2016-09-07,U.S.,Rasmussen Reports/Pulse Opinion Research,C+,1000.0,lv,45.8174,41.931509999999996,3.8858900000000034
2210,2016-09-06,2016-09-07,Michigan,Mitchell Research & Communications,D,940.0,lv,45.927609999999994,41.03431,4.893299999999996
4175,2016-09-06,2016-09-07,Nevada,Public Policy Polling,B+,815.0,lv,43.69317,41.476820000000004,2.2163499999999985
5571,2016-09-06,2016-09-07,U.S.,Rasmussen Reports/Pulse Opinion Research,C+,1000.0,lv,45.80053,42.09972,3.700810000000004
5615,2016-09-06,2016-09-07,Michigan,Mitchell Research & Communications,D,940.0,lv,45.8315,41.062020000000004,4.769479999999994
7535,2016-09-06,2016-09-07,Nevada,Public Policy Polling,B+,815.0,lv,43.754090000000005,41.31534,2.438750000000006
9001,2016-09-06,2016-09-07,U.S.,Rasmussen Reports/Pulse Opinion Research,C+,1000.0,lv,45.77456,41.95517,3.8193899999999985
9034,2016-09-06,2016-09-07,Michigan,Mitchell Research & Communications,D,940.0,lv,45.85337,41.09173,4.76164
1953,2016-08-19,2016-09-08,Montana,Ipsos,A-,114.0,lv,27.71019,58.978790000000004,-31.268600000000003
1974,2016-08-19,2016-09-08,West Virginia,Ipsos,A-,137.0,lv,39.44621,54.881159999999994,-15.434949999999994
1977,2016-08-19,2016-09-08,Idaho,Ipsos,A-,167.0,lv,28.7256,55.292590000000004,-26.566990000000004
1978,2016-08-19,2016-09-08,New Hampshire,Ipsos,A-,164.0,lv,48.22763,35.85238,12.375250000000001
1990,2016-08-19,2016-09-08,Delaware,Ipsos,A-,101.0,lv,45.346509999999995,24.00855,21.337959999999995
2009,2016-08-19,2016-09-08,Mississippi,Ipsos,A-,155.0,lv,35.16448,58.77655,-23.612070000000003
2030,2016-08-19,2016-09-08,Nebraska,Ipsos,A-,171.0,lv,26.87315,55.57439,-28.701240000000002
2044,2016-08-19,2016-09-08,New Mexico,Ipsos,A-,106.0,lv,34.17027,44.57267,-10.4024
2054,2016-08-19,2016-09-08,South Carolina,Ipsos,A-,302.0,lv,44.35635,49.40665,-5.0503
2063,2016-08-19,2016-09-08,Arkansas,Ipsos,A-,266.0,lv,41.11432,50.25314,-9.138820000000003
2071,2016-08-19,2016-09-08,Maine,Ipsos,A-,189.0,lv,51.63667,33.36781,18.268860000000004
2087,2016-08-19,2016-09-08,Kansas,Ipsos,A-,294.0,lv,36.88955,51.0501,-14.16055
2090,2016-08-19,2016-09-08,Iowa,Ipsos,A-,327.0,lv,40.97189,44.32229,-3.3504000000000005
2110,2016-08-19,2016-09-08,Nevada,Ipsos,A-,273.0,lv,42.57352,40.55665,2.0168700000000044
2112,2016-08-19,2016-09-08,Connecticut,Ipsos,A-,428.0,lv,45.85279,41.09077,4.76202
2122,2016-08-19,2016-09-08,Oklahoma,Ipsos,A-,313.0,lv,32.1288,51.9744,-19.845600000000005
2149,2016-08-19,2016-09-08,Louisiana,Ipsos,A-,342.0,lv,33.15323,60.514540000000004,-27.361310000000003
2161,2016-08-19,2016-09-08,Alabama,Ipsos,A-,367.0,lv,42.27552,51.218070000000004,-8.942550000000004
2163,2016-08-19,2016-09-08,Kentucky,Ipsos,A-,409.0,lv,36.8731,53.8951,-17.022
2223,2016-08-19,2016-09-08,Oregon,Ipsos,A-,472.0,lv,46.45547,35.54687,10.9086
3323,2016-08-19,2016-09-08,Utah,Ipsos,A-,196.0,lv,27.889940000000003,46.33238,-18.442439999999998
5352,2016-08-19,2016-09-08,Montana,Ipsos,A-,114.0,lv,27.679090000000002,59.52381,-31.844719999999995
5377,2016-08-19,2016-09-08,West Virginia,Ipsos,A-,137.0,lv,39.34203,55.33146,-15.989429999999999
5379,2016-08-19,2016-09-08,Idaho,Ipsos,A-,167.0,lv,28.52635,55.655559999999994,-27.129209999999993
5380,2016-08-19,2016-09-08,New Hampshire,Ipsos,A-,164.0,lv,48.02146,36.28414,11.737319999999997
5396,2016-08-19,2016-09-08,Delaware,Ipsos,A-,101.0,lv,45.20582,24.40117,20.804650000000002
5414,2016-08-19,2016-09-08,Mississippi,Ipsos,A-,155.0,lv,35.019890000000004,59.08814,-24.06825
5429,2016-08-19,2016-09-08,Nebraska,Ipsos,A-,171.0,lv,26.69732,55.95066,-29.253339999999998
5451,2016-08-19,2016-09-08,New Mexico,Ipsos,A-,106.0,lv,34.01119,44.97286,-10.961669999999998
5456,2016-08-19,2016-09-08,South Carolina,Ipsos,A-,302.0,lv,44.18117,49.71224,-5.53107
5464,2016-08-19,2016-09-08,Arkansas,Ipsos,A-,266.0,lv,41.00452,50.66818,-9.66366
5478,2016-08-19,2016-09-08,Maine,Ipsos,A-,189.0,lv,51.49394,33.841409999999996,17.652530000000006
5487,2016-08-19,2016-09-08,Kansas,Ipsos,A-,294.0,lv,36.681709999999995,51.40034,-14.718630000000005
5490,2016-08-19,2016-09-08,Iowa,Ipsos,A-,327.0,lv,40.79296,44.714209999999994,-3.9212499999999935
5510,2016-08-19,2016-09-08,Connecticut,Ipsos,A-,428.0,lv,45.72853,41.54867,4.179859999999998
5519,2016-08-19,2016-09-08,Oklahoma,Ipsos,A-,313.0,lv,31.905170000000002,52.26709,-20.36192
5524,2016-08-19,2016-09-08,Nevada,Ipsos,A-,273.0,lv,42.37696,40.90054,1.4764199999999974
5552,2016-08-19,2016-09-08,Louisiana,Ipsos,A-,342.0,lv,33.06057,60.90328,-27.842710000000004
5558,2016-08-19,2016-09-08,Alabama,Ipsos,A-,367.0,lv,42.173359999999995,51.58525,-9.411890000000007
5561,2016-08-19,2016-09-08,Kentucky,Ipsos,A-,409.0,lv,36.755,54.30386,-17.548859999999998
5636,2016-08-19,2016-09-08,Oregon,Ipsos,A-,472.0,lv,46.31606,35.98538,10.330680000000001
6726,2016-08-19,2016-09-08,Utah,Ipsos,A-,196.0,lv,27.785190000000004,46.78693,-19.001739999999995
8777,2016-08-19,2016-09-08,Montana,Ipsos,A-,114.0,lv,27.700329999999997,59.31,-31.609670000000005
8798,2016-08-19,2016-09-08,West Virginia,Ipsos,A-,137.0,lv,39.37715,55.1437,-15.766550000000002
8801,2016-08-19,2016-09-08,Idaho,Ipsos,A-,167.0,lv,28.585959999999996,55.48794,-26.901980000000005
8802,2016-08-19,2016-09-08,New Hampshire,Ipsos,A-,164.0,lv,48.075759999999995,36.06858,12.007179999999998
8814,2016-08-19,2016-09-08,Delaware,Ipsos,A-,101.0,lv,45.243109999999994,24.2275,21.015609999999995
8833,2016-08-19,2016-09-08,Mississippi,Ipsos,A-,155.0,lv,35.08933,58.990019999999994,-23.900689999999997
8854,2016-08-19,2016-09-08,Nebraska,Ipsos,A-,171.0,lv,26.76827,55.80007,-29.031799999999997
8868,2016-08-19,2016-09-08,New Mexico,Ipsos,A-,106.0,lv,34.00734,44.74343,-10.736089999999997
8878,2016-08-19,2016-09-08,South Carolina,Ipsos,A-,302.0,lv,44.278209999999994,49.62788,-5.349670000000003
8887,2016-08-19,2016-09-08,Arkansas,Ipsos,A-,266.0,lv,41.06051,50.51797,-9.457459999999998
8895,2016-08-19,2016-09-08,Maine,Ipsos,A-,189.0,lv,51.51612,33.6059,17.910220000000002
8911,2016-08-19,2016-09-08,Kansas,Ipsos,A-,294.0,lv,36.77227,51.26599,-14.493720000000003
8914,2016-08-19,2016-09-08,Iowa,Ipsos,A-,327.0,lv,40.84179,44.53094,-3.689149999999998
8934,2016-08-19,2016-09-08,Nevada,Ipsos,A-,273.0,lv,42.44968,40.75827,1.6914099999999976
8936,2016-08-19,2016-09-08,Connecticut,Ipsos,A-,428.0,lv,45.75499,41.33667,4.418320000000001
8946,2016-08-19,2016-09-08,Oklahoma,Ipsos,A-,313.0,lv,31.9882,52.148720000000004,-20.160520000000005
8973,2016-08-19,2016-09-08,Louisiana,Ipsos,A-,342.0,lv,33.08879,60.74974,-27.66095
8985,2016-08-19,2016-09-08,Alabama,Ipsos,A-,367.0,lv,42.209270000000004,51.4462,-9.236929999999994
8987,2016-08-19,2016-09-08,Kentucky,Ipsos,A-,409.0,lv,36.7953,54.13681999999999,-17.341519999999996
9047,2016-08-19,2016-09-08,Oregon,Ipsos,A-,472.0,lv,46.36725,35.80049,10.566759999999995
10188,2016-08-19,2016-09-08,Utah,Ipsos,A-,196.0,lv,27.788240000000002,46.56438,-18.776139999999998
2038,2016-08-26,2016-09-08,Virginia,Ipsos,A-,743.0,lv,49.95221,37.26873,12.683480000000003
2095,2016-08-26,2016-09-08,Indiana,Ipsos,A-,351.0,lv,30.777479999999997,55.25871,-24.481230000000004
2101,2016-08-26,2016-09-08,Missouri,Ipsos,A-,361.0,lv,33.53688,52.87651999999999,-19.339639999999996
2102,2016-08-26,2016-09-08,Washington,Ipsos,A-,502.0,lv,44.8227,37.49493,7.327770000000001
2124,2016-08-26,2016-09-08,Maryland,Ipsos,A-,364.0,lv,53.881719999999994,30.14545,23.736269999999994
2128,2016-08-26,2016-09-08,Tennessee,Ipsos,A-,413.0,lv,27.74973,48.99009,-21.240360000000003
2148,2016-08-26,2016-09-08,Minnesota,Ipsos,A-,517.0,lv,41.02335,31.44714,9.57621
2160,2016-08-26,2016-09-08,Colorado,Ipsos,A-,417.0,lv,39.224779999999996,42.698370000000004,-3.4735900000000086
2162,2016-08-26,2016-09-08,Massachusetts,Ipsos,A-,485.0,lv,53.33675,30.51319,22.82356
2184,2016-08-26,2016-09-08,Georgia,Ipsos,A-,529.0,lv,37.31982,48.37857,-11.058750000000003
2195,2016-08-26,2016-09-08,Wisconsin,Ipsos,A-,523.0,lv,38.16604,40.07485,-1.9088099999999955
2334,2016-08-26,2016-09-08,Arizona,Ipsos,A-,458.0,lv,39.10095,46.077659999999995,-6.976709999999997
2366,2016-08-26,2016-09-08,North Carolina,Ipsos,A-,484.0,lv,45.62257,44.93047,0.6921000000000035
2398,2016-08-26,2016-09-08,Michigan,Ipsos,A-,613.0,lv,42.00152,41.22913,0.7723900000000015
5445,2016-08-26,2016-09-08,Virginia,Ipsos,A-,743.0,lv,49.81689,37.61528,12.201610000000002
5497,2016-08-26,2016-09-08,Indiana,Ipsos,A-,351.0,lv,30.683429999999998,55.64318000000001,-24.95975000000001
5499,2016-08-26,2016-09-08,Washington,Ipsos,A-,502.0,lv,44.74727,37.95544,6.791829999999997
5507,2016-08-26,2016-09-08,Missouri,Ipsos,A-,361.0,lv,33.44373,53.267219999999995,-19.823489999999993
5514,2016-08-26,2016-09-08,Maryland,Ipsos,A-,364.0,lv,53.75965,30.50348,23.25617
5518,2016-08-26,2016-09-08,Tennessee,Ipsos,A-,413.0,lv,27.621890000000004,49.34655,-21.724659999999997
5543,2016-08-26,2016-09-08,Minnesota,Ipsos,A-,517.0,lv,40.85617,31.79795,9.058219999999999
5553,2016-08-26,2016-09-08,Massachusetts,Ipsos,A-,485.0,lv,53.17208,30.93757,22.23451
5568,2016-08-26,2016-09-08,Colorado,Ipsos,A-,417.0,lv,39.06305,43.06081,-3.9977599999999995
5572,2016-08-26,2016-09-08,Georgia,Ipsos,A-,529.0,lv,37.21405,48.71825,-11.504199999999997
5595,2016-08-26,2016-09-08,Wisconsin,Ipsos,A-,523.0,lv,38.00832,40.43199,-2.4236700000000013
5731,2016-08-26,2016-09-08,Arizona,Ipsos,A-,458.0,lv,39.01122,46.49516,-7.483939999999997
5764,2016-08-26,2016-09-08,North Carolina,Ipsos,A-,484.0,lv,45.512570000000004,45.28431,0.2282600000000059
5807,2016-08-26,2016-09-08,Michigan,Ipsos,A-,613.0,lv,41.82156,41.55066,0.2708999999999975
8862,2016-08-26,2016-09-08,Virginia,Ipsos,A-,743.0,lv,49.8465,37.471759999999996,12.374740000000003
8919,2016-08-26,2016-09-08,Indiana,Ipsos,A-,351.0,lv,30.6929,55.481480000000005,-24.788580000000003
8925,2016-08-26,2016-09-08,Missouri,Ipsos,A-,361.0,lv,33.46615,53.11535,-19.6492
8926,2016-08-26,2016-09-08,Washington,Ipsos,A-,502.0,lv,44.73922,37.74252,6.996700000000004
8948,2016-08-26,2016-09-08,Maryland,Ipsos,A-,364.0,lv,53.81289,30.384629999999998,23.428260000000005
8952,2016-08-26,2016-09-08,Tennessee,Ipsos,A-,413.0,lv,27.66665,49.21675,-21.550099999999997
8972,2016-08-26,2016-09-08,Minnesota,Ipsos,A-,517.0,lv,40.922979999999995,31.67043,9.252549999999996
8984,2016-08-26,2016-09-08,Colorado,Ipsos,A-,417.0,lv,39.0895,42.88929,-3.7997900000000016
8986,2016-08-26,2016-09-08,Massachusetts,Ipsos,A-,485.0,lv,53.20126,30.73068,22.470579999999998
9008,2016-08-26,2016-09-08,Georgia,Ipsos,A-,529.0,lv,37.228629999999995,48.5811,-11.352470000000004
9019,2016-08-26,2016-09-08,Wisconsin,Ipsos,A-,523.0,lv,38.04509,40.27626,-2.2311699999999988
9158,2016-08-26,2016-09-08,Arizona,Ipsos,A-,458.0,lv,39.00979,46.30571,-7.295919999999995
9190,2016-08-26,2016-09-08,North Carolina,Ipsos,A-,484.0,lv,45.52002,45.129220000000004,0.3907999999999987
9222,2016-08-26,2016-09-08,Michigan,Ipsos,A-,613.0,lv,41.887609999999995,41.43206,0.45554999999999524
1456,2016-09-01,2016-09-08,California,SurveyMonkey,C-,4212.0,rv,51.46512,32.87855,18.586570000000002
4894,2016-09-01,2016-09-08,California,SurveyMonkey,C-,4212.0,rv,51.29002,33.19502,18.095
8281,2016-09-01,2016-09-08,California,SurveyMonkey,C-,4212.0,rv,51.29528,32.946740000000005,18.348539999999993
2150,2016-09-02,2016-09-08,New York,Ipsos,A-,631.0,lv,52.13319,30.985020000000002,21.148169999999997
2165,2016-09-02,2016-09-08,Illinois,Ipsos,A-,460.0,lv,51.438759999999995,34.20534,17.233419999999995
2204,2016-09-02,2016-09-08,Texas,Ipsos,A-,405.0,lv,30.46244,48.387640000000005,-17.925200000000004
2242,2016-09-02,2016-09-08,California,Ipsos,A-,751.0,lv,59.66882,32.85172,26.817099999999996
2319,2016-09-02,2016-09-08,Pennsylvania,Ipsos,A-,422.0,lv,48.875890000000005,44.58357,4.292320000000004
2350,2016-09-02,2016-09-08,Ohio,Ipsos,A-,458.0,lv,47.0536,45.7267,1.326900000000002
2404,2016-09-02,2016-09-08,Florida,Ipsos,A-,616.0,lv,47.2615,48.1099,-0.8484000000000052
2436,2016-09-02,2016-09-08,U.S.,CVOTER International,C+,1256.0,lv,44.62291,45.47361,-0.8507000000000033
2674,2016-09-02,2016-09-08,U.S.,USC Dornsife/LA Times,,2653.0,lv,46.581759999999996,42.29979,4.281969999999994
3362,2016-09-02,2016-09-08,New Jersey,Ipsos,A-,465.0,lv,46.97935,36.12212,10.857229999999994
5540,2016-09-02,2016-09-08,New York,Ipsos,A-,631.0,lv,52.049459999999996,31.35456,20.694899999999997
5556,2016-09-02,2016-09-08,Illinois,Ipsos,A-,460.0,lv,51.32269,34.53295,16.789740000000002
5592,2016-09-02,2016-09-08,Texas,Ipsos,A-,405.0,lv,30.360559999999996,48.72225,-18.361690000000007
5637,2016-09-02,2016-09-08,California,Ipsos,A-,751.0,lv,59.55924,33.196090000000005,26.363149999999997
5715,2016-09-02,2016-09-08,Pennsylvania,Ipsos,A-,422.0,lv,48.75362,44.89308,3.8605400000000003
5745,2016-09-02,2016-09-08,Ohio,Ipsos,A-,458.0,lv,46.94155,46.06244,0.8791099999999972
5806,2016-09-02,2016-09-08,Florida,Ipsos,A-,616.0,lv,47.16945,48.46267,-1.2932200000000051
5839,2016-09-02,2016-09-08,U.S.,CVOTER International,C+,1256.0,lv,44.543079999999996,45.668690000000005,-1.1256100000000089
6070,2016-09-02,2016-09-08,U.S.,USC Dornsife/LA Times,,2653.0,lv,46.47153,42.4614,4.010130000000004
6739,2016-09-02,2016-09-08,New Jersey,Ipsos,A-,465.0,lv,46.88241,36.48535,10.397060000000003
8974,2016-09-02,2016-09-08,New York,Ipsos,A-,631.0,lv,52.058,31.19773,20.86027
8989,2016-09-02,2016-09-08,Illinois,Ipsos,A-,460.0,lv,51.36612,34.41686,16.949260000000002
9028,2016-09-02,2016-09-08,Texas,Ipsos,A-,405.0,lv,30.385709999999996,48.592259999999996,-18.20655
9066,2016-09-02,2016-09-08,California,Ipsos,A-,751.0,lv,59.5906,33.06167,26.528930000000003
9143,2016-09-02,2016-09-08,Pennsylvania,Ipsos,A-,422.0,lv,48.79156,44.77875,4.012809999999995
9174,2016-09-02,2016-09-08,Ohio,Ipsos,A-,458.0,lv,46.96054,45.9194,1.0411399999999986
9228,2016-09-02,2016-09-08,Florida,Ipsos,A-,616.0,lv,47.177040000000005,48.31004,-1.1329999999999956
9260,2016-09-02,2016-09-08,U.S.,CVOTER International,C+,1256.0,lv,44.5742,45.428779999999996,-0.8545799999999986
9498,2016-09-02,2016-09-08,U.S.,USC Dornsife/LA Times,,2653.0,lv,46.54821,42.26228,4.2859300000000005
10117,2016-09-02,2016-09-08,New Jersey,Ipsos,A-,465.0,lv,46.91137,36.34474,10.566629999999996
2032,2016-09-04,2016-09-08,U.S.,Ipsos,A-,1106.0,lv,41.08028,39.414190000000005,1.666089999999997
5428,2016-09-04,2016-09-08,U.S.,Ipsos,A-,1106.0,lv,40.9829,39.74612,1.236780000000003
8856,2016-09-04,2016-09-08,U.S.,Ipsos,A-,1106.0,lv,41.001740000000005,39.612140000000004,1.3896000000000015
820,2016-09-05,2016-09-08,U.S.,ABC News/Washington Post,A+,642.0,lv,46.61036,42.480959999999996,4.129400000000004
4318,2016-09-05,2016-09-08,U.S.,ABC News/Washington Post,A+,642.0,lv,46.39325,42.84241,3.550840000000001
7645,2016-09-05,2016-09-08,U.S.,ABC News/Washington Post,A+,642.0,lv,46.37129,42.67052,3.7007699999999986
492,2016-09-06,2016-09-08,Georgia,Marist College,A,625.0,lv,42.41709,46.72553,-4.308439999999997
