state,state_code,date,cases,deaths
Mississippi,MS,2020-07-21,45524,1389
Mississippi,MS,2020-07-22,47071,1423
Mississippi,MS,2020-07-23,48053,1436
Mississippi,MS,2020-07-24,49585,1463
Mississippi,MS,2020-07-25,50981,1478
Mississippi,MS,2020-07-26,52154,1493
Mississippi,MS,2020-07-27,52781,1498
Mississippi,MS,2020-07-28,54085,1540
Mississippi,MS,2020-07-29,55804,1563
Mississippi,MS,2020-07-30,57579,1611
Mississippi,MS,2020-07-31,58747,1663
Mississippi,MS,2020-08-01,59881,1693
Mississippi,MS,2020-08-02,60553,1703
Mississippi,MS,2020-08-03,61125,1711
Mississippi,MS,2020-08-04,62199,1753
Mississippi,MS,2020-08-05,63444,1804
Mississippi,MS,2020-08-06,64400,1825
Mississippi,MS,2020-08-07,65436,1848
Mississippi,MS,2020-08-08,66646,1874
Mississippi,MS,2020-08-09,67173,1896
Mississippi,MS,2020-08-10,67649,1912
Mississippi,MS,2020-08-11,68293,1944
Mississippi,MS,2020-08-12,69374,1989
Mississippi,MS,2020-08-13,69986,2011
Mississippi,MS,2020-08-14,70930,2043
Mississippi,MS,2020-08-15,71755,2080
Mississippi,MS,2020-08-16,72136,2084
Mississippi,MS,2020-08-17,72412,2095
Mississippi,MS,2020-08-18,73207,2127
Mississippi,MS,2020-08-19,74555,2163
Mississippi,MS,2020-08-20,75449,2190
Mississippi,MS,2020-08-21,76323,2214
Mississippi,MS,2020-08-22,77268,2237
Mississippi,MS,2020-08-23,77894,2240
Mississippi,MS,2020-08-24,78405,2248
Mississippi,MS,2020-08-25,79206,2315
Mississippi,MS,2020-08-26,80110,2373
Mississippi,MS,2020-08-27,80695,2399
Mississippi,MS,2020-08-28,81294,2413
Mississippi,MS,2020-08-29,82029,2427
Mississippi,MS,2020-08-30,82676,2441
Mississippi,MS,2020-08-31,82950,2473
Mississippi,MS,2020-09-01,83584,2493
Mississippi,MS,2020-09-02,84365,2526
Mississippi,MS,2020-09-03,85116,2536
Mississippi,MS,2020-09-04,85939,2558
Mississippi,MS,2020-09-05,86478,2569
Mississippi,MS,2020-09-06,86888,2584
Mississippi,MS,2020-09-07,87130,2585
Mississippi,MS,2020-09-08,87379,2585
Mississippi,MS,2020-09-09,87805,2623
Mississippi,MS,2020-09-10,88322,2656
Mississippi,MS,2020-09-11,89175,2670
Mississippi,MS,2020-09-12,89620,2685
Mississippi,MS,2020-09-13,89874,2697
Mississippi,MS,2020-09-14,90018,2706
Mississippi,MS,2020-09-15,90523,2734
Mississippi,MS,2020-09-16,91234,2756
Mississippi,MS,2020-09-17,91935,2780
Mississippi,MS,2020-09-18,92432,2792
Mississippi,MS,2020-09-19,93087,2809
Mississippi,MS,2020-09-20,93364,2810
Mississippi,MS,2020-09-21,93556,2810
Mississippi,MS,2020-09-22,94021,2846
Mississippi,MS,2020-09-23,94573,2870
Mississippi,MS,2020-09-24,95310,2874
Mississippi,MS,2020-09-25,96032,2894
Mississippi,MS,2020-09-26,96677,2911
Mississippi,MS,2020-09-27,96859,2919
Mississippi,MS,2020-09-28,97049,2921
Mississippi,MS,2020-09-29,97638,2957
Mississippi,MS,2020-09-30,98190,2969
Mississippi,MS,2020-10-01,98886,2979
Mississippi,MS,2020-10-02,99558,2999
Mississippi,MS,2020-10-03,100167,3011
Mississippi,MS,2020-10-04,100488,3013
Mississippi,MS,2020-10-05,100703,3013
Mississippi,MS,2020-10-06,101678,3027
Mississippi,MS,2020-10-07,102241,3051
Mississippi,MS,2020-10-08,102819,3074
Mississippi,MS,2020-10-09,103681,3080
Mississippi,MS,2020-10-10,104638,3096
Mississippi,MS,2020-10-11,104932,3101
Mississippi,MS,2020-10-12,105228,3101
Mississippi,MS,2020-10-13,105941,3115
Mississippi,MS,2020-10-14,106817,3140
Mississippi,MS,2020-10-15,108139,3152
Mississippi,MS,2020-10-16,109255,3160
Mississippi,MS,2020-10-17,110006,3171
Mississippi,MS,2020-10-18,110006,3171
Mississippi,MS,2020-10-19,110592,3171
Mississippi,MS,2020-10-20,111322,3202
Mississippi,MS,2020-10-21,112123,3223
Mississippi,MS,2020-10-22,113081,3231
Mississippi,MS,2020-10-23,113876,3238
Mississippi,MS,2020-10-24,115088,3255
Mississippi,MS,2020-10-25,115088,3255
Mississippi,MS,2020-10-26,115763,3263
Mississippi,MS,2020-10-27,116617,3283
Mississippi,MS,2020-10-28,117617,3302
Mississippi,MS,2020-10-29,118587,3310
Mississippi,MS,2020-10-30,119336,3328
Mississippi,MS,2020-10-31,120160,3334
Mississippi,MS,2020-11-01,120500,3348
Mississippi,MS,2020-11-02,120865,3348
Mississippi,MS,2020-11-03,121509,3384
Mississippi,MS,2020-11-04,122275,3397
Mississippi,MS,2020-11-05,123887,3405
Mississippi,MS,2020-11-06,124854,3419
Mississippi,MS,2020-11-07,125885,3433
Mississippi,MS,2020-11-08,126689,3443
Mississippi,MS,2020-11-09,127205,3443
Mississippi,MS,2020-11-10,128138,3480
Mississippi,MS,2020-11-11,129394,3497
Mississippi,MS,2020-11-12,130665,3514
Mississippi,MS,2020-11-13,131970,3519
Mississippi,MS,2020-11-14,133340,3540
Mississippi,MS,2020-11-15,134309,3543
Mississippi,MS,2020-11-16,134898,3545
Mississippi,MS,2020-11-17,135803,3581
Mississippi,MS,2020-11-18,137396,3601
Mississippi,MS,2020-11-19,138791,3619
Mississippi,MS,2020-11-20,140429,3642
Mississippi,MS,2020-11-21,142401,3657
Mississippi,MS,2020-11-22,143180,3676
Mississippi,MS,2020-11-23,143879,3676
Mississippi,MS,2020-11-24,144544,3729
Mississippi,MS,2020-11-25,145636,3745
Mississippi,MS,2020-11-26,147382,3763
Mississippi,MS,2020-11-27,148387,3769
Mississippi,MS,2020-11-28,149940,3779
Mississippi,MS,2020-11-29,151785,3806
Mississippi,MS,2020-11-30,153270,3807
Mississippi,MS,2020-12-01,154411,3836
Mississippi,MS,2020-12-02,156868,3851
Mississippi,MS,2020-12-03,159036,3879
Mississippi,MS,2020-12-04,161516,3916
Mississippi,MS,2020-12-05,163458,3949
Mississippi,MS,2020-12-06,164931,3961
Mississippi,MS,2020-12-07,166194,3961
Mississippi,MS,2020-12-08,167926,4017
Mississippi,MS,2020-12-09,170672,4041
Missouri,MO,2020-01-22,0,0
Missouri,MO,2020-01-23,0,0
Missouri,MO,2020-01-24,0,0
Missouri,MO,2020-01-25,0,0
Missouri,MO,2020-01-26,0,0
Missouri,MO,2020-01-27,0,0
Missouri,MO,2020-01-28,0,0
Missouri,MO,2020-01-29,0,0
Missouri,MO,2020-01-30,0,0
Missouri,MO,2020-01-31,0,0
Missouri,MO,2020-02-01,0,0
Missouri,MO,2020-02-02,0,0
Missouri,MO,2020-02-03,0,0
Missouri,MO,2020-02-04,0,0
Missouri,MO,2020-02-05,0,0
Missouri,MO,2020-02-06,0,0
Missouri,MO,2020-02-07,0,0
Missouri,MO,2020-02-08,0,0
Missouri,MO,2020-02-09,0,0
Missouri,MO,2020-02-10,0,0
Missouri,MO,2020-02-11,0,0
Missouri,MO,2020-02-12,0,0
Missouri,MO,2020-02-13,0,0
Missouri,MO,2020-02-14,0,0
Missouri,MO,2020-02-15,0,0
Missouri,MO,2020-02-16,0,0
Missouri,MO,2020-02-17,0,0
Missouri,MO,2020-02-18,0,0
Missouri,MO,2020-02-19,0,0
Missouri,MO,2020-02-20,0,0
Missouri,MO,2020-02-21,0,0
Missouri,MO,2020-02-22,0,0
Missouri,MO,2020-02-23,0,0
Missouri,MO,2020-02-24,0,0
Missouri,MO,2020-02-25,0,0
Missouri,MO,2020-02-26,0,0
Missouri,MO,2020-02-27,0,0
Missouri,MO,2020-02-28,0,0
Missouri,MO,2020-02-29,0,0
Missouri,MO,2020-03-01,0,0
Missouri,MO,2020-03-02,0,0
Missouri,MO,2020-03-03,0,0
Missouri,MO,2020-03-04,0,0
Missouri,MO,2020-03-05,0,0
Missouri,MO,2020-03-06,0,0
Missouri,MO,2020-03-07,0,0
Missouri,MO,2020-03-08,1,0
Missouri,MO,2020-03-09,1,0
Missouri,MO,2020-03-10,1,0
Missouri,MO,2020-03-11,1,0
Missouri,MO,2020-03-12,1,0
Missouri,MO,2020-03-13,4,0
Missouri,MO,2020-03-14,4,0
Missouri,MO,2020-03-15,5,0
Missouri,MO,2020-03-16,8,0
Missouri,MO,2020-03-17,14,0
Missouri,MO,2020-03-18,21,1
Missouri,MO,2020-03-19,42,1
Missouri,MO,2020-03-20,79,3
Missouri,MO,2020-03-21,89,3
Missouri,MO,2020-03-22,122,3
Missouri,MO,2020-03-23,225,4
Missouri,MO,2020-03-24,291,8
Missouri,MO,2020-03-25,382,9
Missouri,MO,2020-03-26,577,9
Missouri,MO,2020-03-27,744,9
Missouri,MO,2020-03-28,864,13
Missouri,MO,2020-03-29,934,16
Missouri,MO,2020-03-30,1289,16
Missouri,MO,2020-03-31,1550,19
Missouri,MO,2020-04-01,1803,24
Missouri,MO,2020-04-02,2003,32
Missouri,MO,2020-04-03,2124,45
Missouri,MO,2020-04-04,2472,51
Missouri,MO,2020-04-05,2568,64
Missouri,MO,2020-04-06,3030,72
Missouri,MO,2020-04-07,3327,92
Missouri,MO,2020-04-08,3511,107
Missouri,MO,2020-04-09,3754,123
Missouri,MO,2020-04-10,4149,133
Missouri,MO,2020-04-11,4395,145
Missouri,MO,2020-04-12,4534,157
Missouri,MO,2020-04-13,4714,167
Missouri,MO,2020-04-14,4880,185
Missouri,MO,2020-04-15,5005,202
Missouri,MO,2020-04-16,5308,216
Missouri,MO,2020-04-17,5520,229
Missouri,MO,2020-04-18,5713,236
Missouri,MO,2020-04-19,5881,242
Missouri,MO,2020-04-20,6043,263
Missouri,MO,2020-04-21,6242,281
Missouri,MO,2020-04-22,6433,301
Missouri,MO,2020-04-23,6700,317
Missouri,MO,2020-04-24,6943,343
Missouri,MO,2020-04-25,7108,357
Missouri,MO,2020-04-26,7275,374
Missouri,MO,2020-04-27,7444,395
Missouri,MO,2020-04-28,7591,409
Missouri,MO,2020-04-29,7761,424
Missouri,MO,2020-04-30,7956,443
Missouri,MO,2020-05-01,8190,457
Missouri,MO,2020-05-02,8449,472
Missouri,MO,2020-05-03,8712,484
Missouri,MO,2020-05-04,8998,495
Missouri,MO,2020-05-05,9195,524
Missouri,MO,2020-05-06,9447,539
Missouri,MO,2020-05-07,9683,562
Missouri,MO,2020-05-08,9829,583
Missouri,MO,2020-05-09,9988,594
Missouri,MO,2020-05-10,10105,605
Missouri,MO,2020-05-11,10212,622
Missouri,MO,2020-05-12,10329,632
Missouri,MO,2020-05-13,10520,653
Missouri,MO,2020-05-14,10684,665
Missouri,MO,2020-05-15,10873,680
Missouri,MO,2020-05-16,11049,691
Missouri,MO,2020-05-17,11172,698
Missouri,MO,2020-05-18,11320,714
Missouri,MO,2020-05-19,11452,729
Missouri,MO,2020-05-20,11628,740
Missouri,MO,2020-05-21,11775,749
Missouri,MO,2020-05-22,11986,758
Missouri,MO,2020-05-23,12145,765
Missouri,MO,2020-05-24,12394,768
Missouri,MO,2020-05-25,12549,773
Missouri,MO,2020-05-26,12721,780
Missouri,MO,2020-05-27,12872,776
Missouri,MO,2020-05-28,13083,789
Missouri,MO,2020-05-29,13233,794
Missouri,MO,2020-05-30,13400,812
Missouri,MO,2020-05-31,13573,814
Missouri,MO,2020-06-01,13787,815
Missouri,MO,2020-06-02,14055,825
Missouri,MO,2020-06-03,14298,831
Missouri,MO,2020-06-04,14586,833
Missouri,MO,2020-06-05,14753,840
Missouri,MO,2020-06-06,15042,848
Missouri,MO,2020-06-07,15132,850
Missouri,MO,2020-06-08,15355,854
Missouri,MO,2020-06-09,15566,862
Missouri,MO,2020-06-10,15754,865
Missouri,MO,2020-06-11,15946,865
Missouri,MO,2020-06-12,15997,881
Missouri,MO,2020-06-13,16232,887
Missouri,MO,2020-06-14,16262,889
Missouri,MO,2020-06-15,16611,891
Missouri,MO,2020-06-16,16857,895
Missouri,MO,2020-06-17,17069,914
Missouri,MO,2020-06-18,17371,950
Missouri,MO,2020-06-19,17667,963
Missouri,MO,2020-06-20,18057,973
Missouri,MO,2020-06-21,18460,975
Missouri,MO,2020-06-22,18593,980
Missouri,MO,2020-06-23,19005,988
Missouri,MO,2020-06-24,19123,998
Missouri,MO,2020-06-25,19637,1000
Missouri,MO,2020-06-26,20216,1009
Missouri,MO,2020-06-27,20572,1014
Missouri,MO,2020-06-28,20796,1014
Missouri,MO,2020-06-29,21315,1016
Missouri,MO,2020-06-30,21812,1019
Missouri,MO,2020-07-01,22104,1033
Missouri,MO,2020-07-02,22636,1044
Missouri,MO,2020-07-03,23160,1047
Missouri,MO,2020-07-04,23583,1050
Missouri,MO,2020-07-05,23816,1051
Missouri,MO,2020-07-06,24211,1051
Missouri,MO,2020-07-07,24918,1067
Missouri,MO,2020-07-08,25590,1069
Missouri,MO,2020-07-09,26410,1073
Missouri,MO,2020-07-10,27069,1084
Missouri,MO,2020-07-11,27606,1091
Missouri,MO,2020-07-12,27880,1092
Missouri,MO,2020-07-13,28289,1105
Missouri,MO,2020-07-14,29240,1114
Missouri,MO,2020-07-15,30057,1119
Missouri,MO,2020-07-16,30873,1121
Missouri,MO,2020-07-17,31738,1125
Missouri,MO,2020-07-18,32704,1136
Missouri,MO,2020-07-19,33521,1136
Missouri,MO,2020-07-20,34102,1138
Missouri,MO,2020-07-21,35194,1148
Missouri,MO,2020-07-22,36497,1159
Missouri,MO,2020-07-23,38060,1189
Missouri,MO,2020-07-24,39635,1195
Missouri,MO,2020-07-25,41034,1200
Missouri,MO,2020-07-26,42160,1209
Missouri,MO,2020-07-27,43489,1221
Missouri,MO,2020-07-28,45181,1232
Missouri,MO,2020-07-29,46942,1239
Missouri,MO,2020-07-30,49139,1255
Missouri,MO,2020-07-31,50616,1265
Missouri,MO,2020-08-01,51632,1276
Missouri,MO,2020-08-02,52184,1276
Missouri,MO,2020-08-03,53214,1279
Missouri,MO,2020-08-04,54422,1290
Missouri,MO,2020-08-05,55614,1297
Missouri,MO,2020-08-06,56773,1302
Missouri,MO,2020-08-07,57837,1324
Missouri,MO,2020-08-08,58021,1327
Missouri,MO,2020-08-09,59383,1334
Missouri,MO,2020-08-10,60359,1341
Missouri,MO,2020-08-11,61440,1346
Missouri,MO,2020-08-12,62956,1354
Missouri,MO,2020-08-13,64429,1356
Missouri,MO,2020-08-14,65793,1365
Missouri,MO,2020-08-15,67004,1378
Missouri,MO,2020-08-16,68196,1383
Missouri,MO,2020-08-17,69225,1415
Missouri,MO,2020-08-18,70055,1425
Missouri,MO,2020-08-19,71285,1434
Missouri,MO,2020-08-20,72353,1442
Missouri,MO,2020-08-21,73623,1445
Missouri,MO,2020-08-22,74952,1451
Missouri,MO,2020-08-23,75783,1453
Missouri,MO,2020-08-24,76597,1453
Missouri,MO,2020-08-25,77390,1470
Missouri,MO,2020-08-26,78743,1481
Missouri,MO,2020-08-27,80214,1488
Missouri,MO,2020-08-28,81672,1500
Missouri,MO,2020-08-29,83168,1528
Missouri,MO,2020-08-30,84474,1533
Missouri,MO,2020-08-31,85635,1547
Missouri,MO,2020-09-01,86738,1562
Missouri,MO,2020-09-02,88216,1578
Missouri,MO,2020-09-03,89639,1586
Missouri,MO,2020-09-04,91228,1607
Missouri,MO,2020-09-05,93171,1668
Missouri,MO,2020-09-06,94492,1685
Missouri,MO,2020-09-07,95406,1687
Missouri,MO,2020-09-08,96181,1690
Missouri,MO,2020-09-09,97504,1702
Missouri,MO,2020-09-10,98738,1713
Missouri,MO,2020-09-11,100268,1720
Missouri,MO,2020-09-12,102290,1728
Missouri,MO,2020-09-13,103997,1731
Missouri,MO,2020-09-14,105278,1738
Missouri,MO,2020-09-15,106637,1756
Missouri,MO,2020-09-16,107853,1765
Missouri,MO,2020-09-17,109557,1782
Missouri,MO,2020-09-18,111390,1810
Missouri,MO,2020-09-19,112864,1825
Missouri,MO,2020-09-20,114170,1826
Missouri,MO,2020-09-21,115537,1838
Missouri,MO,2020-09-22,116612,1867
Missouri,MO,2020-09-23,118205,1938
Missouri,MO,2020-09-24,119561,1951
Missouri,MO,2020-09-25,121456,1991
Missouri,MO,2020-09-26,123506,2054
Missouri,MO,2020-09-27,125026,2053
Missouri,MO,2020-09-28,126265,2057
Missouri,MO,2020-09-29,126531,2066
Missouri,MO,2020-09-30,126715,2069
Missouri,MO,2020-10-01,126906,2074
Missouri,MO,2020-10-02,130981,2146
Missouri,MO,2020-10-03,132630,2177
Missouri,MO,2020-10-04,134079,2186
Missouri,MO,2020-10-05,135374,2188
Missouri,MO,2020-10-06,136327,2209
Missouri,MO,2020-10-07,137420,2238
Missouri,MO,2020-10-08,138987,2268
Missouri,MO,2020-10-09,141003,2397
Missouri,MO,2020-10-10,145682,2424
Missouri,MO,2020-10-11,145938,2424
Missouri,MO,2020-10-12,146154,2424
Missouri,MO,2020-10-13,146359,2424
Missouri,MO,2020-10-14,150794,2544
Missouri,MO,2020-10-15,152662,2460
Missouri,MO,2020-10-16,154923,2477
Missouri,MO,2020-10-17,157108,2581
Missouri,MO,2020-10-18,158955,2592
Missouri,MO,2020-10-19,160437,2600
Missouri,MO,2020-10-20,161849,2625
Missouri,MO,2020-10-21,163275,2650
Missouri,MO,2020-10-22,165210,2665
Missouri,MO,2020-10-23,167193,2697
Missouri,MO,2020-10-24,169829,2808
Missouri,MO,2020-10-25,171796,2820
Missouri,MO,2020-10-26,173514,2816
Missouri,MO,2020-10-27,175130,2855
Missouri,MO,2020-10-28,177319,2884
Missouri,MO,2020-10-29,177707,2891
Missouri,MO,2020-10-30,183129,2940
Missouri,MO,2020-10-31,185992,3037
Missouri,MO,2020-11-01,188325,3038
Missouri,MO,2020-11-02,191223,3043
Missouri,MO,2020-11-03,193441,3075
Missouri,MO,2020-11-04,196253,3099
Missouri,MO,2020-11-05,200042,3117
Missouri,MO,2020-11-06,204404,3141
Missouri,MO,2020-11-07,208941,3162
Missouri,MO,2020-11-08,212869,3165
Missouri,MO,2020-11-09,216144,3165
Missouri,MO,2020-11-10,220720,3307
Missouri,MO,2020-11-11,224664,3329
Missouri,MO,2020-11-12,229712,3351
Missouri,MO,2020-11-13,234116,3372
Missouri,MO,2020-11-14,243762,3387
Missouri,MO,2020-11-15,244541,3387
Missouri,MO,2020-11-16,248715,3402
Missouri,MO,2020-11-17,254151,3466
Missouri,MO,2020-11-18,258778,3488
Missouri,MO,2020-11-19,263143,3520
Missouri,MO,2020-11-20,267914,3558
Missouri,MO,2020-11-21,272821,3574
Missouri,MO,2020-11-22,277112,3578
Missouri,MO,2020-11-23,280645,3580
Missouri,MO,2020-11-24,284612,3769
Missouri,MO,2020-11-25,289002,3802
Missouri,MO,2020-11-26,293496,3835
Missouri,MO,2020-11-27,296665,3836
Missouri,MO,2020-11-28,299095,3844
Missouri,MO,2020-11-29,302409,3850
Missouri,MO,2020-11-30,306206,3861
Missouri,MO,2020-12-01,309169,4026
Missouri,MO,2020-12-02,312046,4077
Missouri,MO,2020-12-03,316235,4141
Missouri,MO,2020-12-04,320472,4216
Missouri,MO,2020-12-05,325588,4276
Missouri,MO,2020-12-06,329420,4284
Missouri,MO,2020-12-07,332227,4289
Missouri,MO,2020-12-08,335556,4430
Missouri,MO,2020-12-09,338336,4470
Montana,MT,2020-01-22,0,0
Montana,MT,2020-01-23,0,0
Montana,MT,2020-01-24,0,0
Montana,MT,2020-01-25,0,0
Montana,MT,2020-01-26,0,0
Montana,MT,2020-01-27,0,0
Montana,MT,2020-01-28,0,0
Montana,MT,2020-01-29,0,0
Montana,MT,2020-01-30,0,0
Montana,MT,2020-01-31,0,0
Montana,MT,2020-02-01,0,0
Montana,MT,2020-02-02,0,0
Montana,MT,2020-02-03,0,0
Montana,MT,2020-02-04,0,0
Montana,MT,2020-02-05,0,0
Montana,MT,2020-02-06,0,0
Montana,MT,2020-02-07,0,0
Montana,MT,2020-02-08,0,0
Montana,MT,2020-02-09,0,0
Montana,MT,2020-02-10,0,0
Montana,MT,2020-02-11,0,0
Montana,MT,2020-02-12,0,0
Montana,MT,2020-02-13,0,0
Montana,MT,2020-02-14,0,0
Montana,MT,2020-02-15,0,0
Montana,MT,2020-02-16,0,0
Montana,MT,2020-02-17,0,0
Montana,MT,2020-02-18,0,0
Montana,MT,2020-02-19,0,0
Montana,MT,2020-02-20,0,0
Montana,MT,2020-02-21,0,0
Montana,MT,2020-02-22,0,0
Montana,MT,2020-02-23,0,0
Montana,MT,2020-02-24,0,0
Montana,MT,2020-02-25,0,0
Montana,MT,2020-02-26,0,0
Montana,MT,2020-02-27,0,0
Montana,MT,2020-02-28,0,0
Montana,MT,2020-02-29,0,0
Montana,MT,2020-03-01,0,0
Montana,MT,2020-03-02,0,0
Montana,MT,2020-03-03,0,0
Montana,MT,2020-03-04,0,0
Montana,MT,2020-03-05,0,0
Montana,MT,2020-03-06,0,0
Montana,MT,2020-03-07,0,0
Montana,MT,2020-03-08,0,0
Montana,MT,2020-03-09,0,0
Montana,MT,2020-03-10,0,0
Montana,MT,2020-03-11,0,0
Montana,MT,2020-03-12,0,0
Montana,MT,2020-03-13,1,0
Montana,MT,2020-03-14,5,0
Montana,MT,2020-03-15,6,0
Montana,MT,2020-03-16,6,0
Montana,MT,2020-03-17,8,0
Montana,MT,2020-03-18,10,0
Montana,MT,2020-03-19,11,0
Montana,MT,2020-03-20,20,0
Montana,MT,2020-03-21,27,0
Montana,MT,2020-03-22,34,0
Montana,MT,2020-03-23,34,0
Montana,MT,2020-03-24,51,0
Montana,MT,2020-03-25,65,0
Montana,MT,2020-03-26,90,0
Montana,MT,2020-03-27,109,1
Montana,MT,2020-03-28,129,1
Montana,MT,2020-03-29,154,1
Montana,MT,2020-03-30,171,5
Montana,MT,2020-03-31,198,5
Montana,MT,2020-04-01,208,6
Montana,MT,2020-04-02,241,6
Montana,MT,2020-04-03,243,5
Montana,MT,2020-04-04,265,6
Montana,MT,2020-04-05,286,6
Montana,MT,2020-04-06,299,6
Montana,MT,2020-04-07,319,6
Montana,MT,2020-04-08,332,6
Montana,MT,2020-04-09,354,6
Montana,MT,2020-04-10,365,6
Montana,MT,2020-04-11,377,6
Montana,MT,2020-04-12,387,6
Montana,MT,2020-04-13,394,7
Montana,MT,2020-04-14,399,7
Montana,MT,2020-04-15,404,7
Montana,MT,2020-04-16,415,7
Montana,MT,2020-04-17,422,8
Montana,MT,2020-04-18,426,10
Montana,MT,2020-04-19,433,10
Montana,MT,2020-04-20,433,10
Montana,MT,2020-04-21,437,12
Montana,MT,2020-04-22,439,14
Montana,MT,2020-04-23,442,14
Montana,MT,2020-04-24,444,14
Montana,MT,2020-04-25,445,14
Montana,MT,2020-04-26,448,14
Montana,MT,2020-04-27,449,14
Montana,MT,2020-04-28,451,15
Montana,MT,2020-04-29,451,16
Montana,MT,2020-04-30,453,16
Montana,MT,2020-05-01,453,16
Montana,MT,2020-05-02,455,16
Montana,MT,2020-05-03,455,16
Montana,MT,2020-05-04,457,16
Montana,MT,2020-05-05,456,16
Montana,MT,2020-05-06,456,16
Montana,MT,2020-05-07,456,16
Montana,MT,2020-05-08,458,16
Montana,MT,2020-05-09,458,16
Montana,MT,2020-05-10,458,16
Montana,MT,2020-05-11,459,16
Montana,MT,2020-05-12,461,16
Montana,MT,2020-05-13,462,16
Montana,MT,2020-05-14,462,16
Montana,MT,2020-05-15,466,16
Montana,MT,2020-05-16,468,16
Montana,MT,2020-05-17,468,16
Montana,MT,2020-05-18,470,16
Montana,MT,2020-05-19,471,16
Montana,MT,2020-05-20,478,16
Montana,MT,2020-05-21,479,16
Montana,MT,2020-05-22,479,16
Montana,MT,2020-05-23,479,16
Montana,MT,2020-05-24,479,16
Montana,MT,2020-05-25,479,16
Montana,MT,2020-05-26,479,17
Montana,MT,2020-05-27,481,17
Montana,MT,2020-05-28,485,17
Montana,MT,2020-05-29,493,17
Montana,MT,2020-05-30,505,17
Montana,MT,2020-05-31,515,17
Montana,MT,2020-06-01,519,17
Montana,MT,2020-06-02,523,17
Montana,MT,2020-06-03,525,17
Montana,MT,2020-06-04,539,17
Montana,MT,2020-06-05,541,18
Montana,MT,2020-06-06,540,18
Montana,MT,2020-06-07,545,18
Montana,MT,2020-06-08,548,18
Montana,MT,2020-06-09,554,18
Montana,MT,2020-06-10,561,18
Montana,MT,2020-06-11,563,18
Montana,MT,2020-06-12,573,18
Montana,MT,2020-06-13,588,18
Montana,MT,2020-06-14,601,19
Montana,MT,2020-06-15,609,19
Montana,MT,2020-06-16,614,19
Montana,MT,2020-06-17,630,20
Montana,MT,2020-06-18,655,20
Montana,MT,2020-06-19,666,20
Montana,MT,2020-06-20,698,20
Montana,MT,2020-06-21,717,20
Montana,MT,2020-06-22,734,21
Montana,MT,2020-06-23,743,21
Montana,MT,2020-06-24,766,21
Montana,MT,2020-06-25,803,21
Montana,MT,2020-06-26,829,22
Montana,MT,2020-06-27,852,22
Montana,MT,2020-06-28,863,22
Montana,MT,2020-06-29,919,22
Montana,MT,2020-06-30,967,22
Montana,MT,2020-07-01,1016,22
Montana,MT,2020-07-02,1083,22
Montana,MT,2020-07-03,1128,23
Montana,MT,2020-07-04,1167,23
Montana,MT,2020-07-05,1212,23
Montana,MT,2020-07-06,1249,23
Montana,MT,2020-07-07,1327,23
Montana,MT,2020-07-08,1371,23
Montana,MT,2020-07-09,1466,25
Montana,MT,2020-07-10,1593,28
Montana,MT,2020-07-11,1677,29
Montana,MT,2020-07-12,1758,29
Montana,MT,2020-07-13,1843,32
Montana,MT,2020-07-14,1952,34
Montana,MT,2020-07-15,2096,34
Montana,MT,2020-07-16,2231,35
Montana,MT,2020-07-17,2366,37
Montana,MT,2020-07-18,2471,37
Montana,MT,2020-07-19,2533,37
Montana,MT,2020-07-20,2620,39
Montana,MT,2020-07-21,2711,40
Montana,MT,2020-07-22,2812,42
Montana,MT,2020-07-23,2909,43
Montana,MT,2020-07-24,3038,46
Montana,MT,2020-07-25,3259,46
Montana,MT,2020-07-26,3341,46
Montana,MT,2020-07-27,3380,47
Montana,MT,2020-07-28,3474,51
Montana,MT,2020-07-29,3676,54
Montana,MT,2020-07-30,3814,55
Montana,MT,2020-07-31,3965,60
Montana,MT,2020-08-01,4081,61
Montana,MT,2020-08-02,4193,61
Montana,MT,2020-08-03,4233,64
Montana,MT,2020-08-04,4314,64
Montana,MT,2020-08-05,4429,65
Montana,MT,2020-08-06,4602,65
Montana,MT,2020-08-07,4757,70
Montana,MT,2020-08-08,4889,75
Montana,MT,2020-08-09,4952,75
Montana,MT,2020-08-10,5017,75
Montana,MT,2020-08-11,5104,77
Montana,MT,2020-08-12,5268,80
Montana,MT,2020-08-13,5407,81
Montana,MT,2020-08-14,5541,81
Montana,MT,2020-08-15,5659,82
Montana,MT,2020-08-16,5750,82
Montana,MT,2020-08-17,5792,82
Montana,MT,2020-08-18,5846,84
Montana,MT,2020-08-19,5956,84
Montana,MT,2020-08-20,6072,89
Montana,MT,2020-08-21,6216,89
Montana,MT,2020-08-22,6376,90
Montana,MT,2020-08-23,6429,90
Montana,MT,2020-08-24,6489,91
Montana,MT,2020-08-25,6624,97
Montana,MT,2020-08-26,6785,98
Montana,MT,2020-08-27,6929,98
Montana,MT,2020-08-28,7063,100
Montana,MT,2020-08-29,7251,104
Montana,MT,2020-08-30,7340,104
Montana,MT,2020-08-31,7421,104
Montana,MT,2020-09-01,7509,105
Montana,MT,2020-09-02,7691,109
Montana,MT,2020-09-03,7871,111
Montana,MT,2020-09-04,8019,114
Montana,MT,2020-09-05,8164,116
Montana,MT,2020-09-06,8264,117
Montana,MT,2020-09-07,8316,118
Montana,MT,2020-09-08,8381,119
Montana,MT,2020-09-09,8468,122
Montana,MT,2020-09-10,8663,123
Montana,MT,2020-09-11,8785,131
