,url,file_name,ID,date,type,status,order,is_family,description
91,www.uscis.gov/sites/default/files/err/D12%20-%20Application%20for%20T%20Nonimmigrant%20Status/Decisions_Issued_in_2016/MAY022016_01D12101.pdf,MAY022016_01D12101.pdf,16172,MAY022016,appeal,"FORM I-914, APPLICATION FORT NONIMMIGRANT STATUS",The appeal is dismissed.,False,"The Applicant seeks ··T -1,. nonimmigrant classification as a victim of human trafficking. See Immigration and Nationality Act (the Act) sections 101(a)(15)(T) and 214(o). 8 U.S.C. §§ 1101(a)(l5)(T) and 1184(o). The T-1 classification affords nonimmigrant status to victims who assist authorities investigating or prosecuting the acts or perpetrators of trafficking. The Director. Vermont Service Center, denied the application. The Director concluded that the Applicant did not provide sufficient evidence to establish that he was a victim of a severe form of trafficking in persons, was physically present in the United States on account of such trafficking. and that he had complied with any reasonable request for assistance in the investigation or prosecution of acts of severe forms of trafficking. The matter is now before us on appeal. On appeal. the Applicant submits a brief and additional evidence. The Applicant claims that he relied on his prior counsel to present his evidence but no\v believes that .. her actions did not serve,. him, and asks that his new statement .. supersede·· his prior statements. Upon de novo review, we will dismiss the appeal."
92,www.uscis.gov/sites/default/files/err/D12%20-%20Application%20for%20T%20Nonimmigrant%20Status/Decisions_Issued_in_2016/AUG172016_02D12101.pdf,AUG172016_02D12101.pdf,17558,AUG172016,appeal,"FORM I-914, APPLICATION FORT NONIMMIGRANT STATUS",The appeal is dismissed.,False,"The Applicant seeks ""T -1"" nonimmigrant classification as a victim of human trafficking. See Immigration and Nationality Act (the Act) sections 101(a)(15)(T) and 214(o), 8 U.S.C. §§ 1101(a)(15)(T) and 1184(o). The T-1 classification affords nonimmigrant status to victims who assist authorities investigating or prosecuting the acts or perpetrators of trafficking. The Director, Vermont Service Center, denied the application. The Director concluded that the Applicant was not physically present in the United States on account of a severe form of trafficking. The matter is now before us on appeal. On appeal, the Applicant submits a brief. The Applicant claims that she is physically present in the United States on account of a severe form of trafficking because her reentry was directly related to her past victimization and the result of a new incident of a severe form of trafficking in persons. Upon de novo review, we will dismiss the appeal."
93,www.uscis.gov/sites/default/files/err/D12%20-%20Application%20for%20T%20Nonimmigrant%20Status/Decisions_Issued_in_2017/APR062017_01D12101.pdf,APR062017_01D12101.pdf,181142,APR062017,motion,"FORM I-914, APPLICATION FOR TNONIMMIGRANT STATUS",The motion to reopen is denied.,False,"The Applicant, a native and citizen of the Philippines, seeks ""T-1'' nonimmigrant classification as a victim of human trafficking. See Immigration and Nationality Act (the Act) sections IOI(a)(15)(T) and 214(o), 8 U.S.C. §§ 110l(a)(15)(T) and 1184(o). The T-1 classification afTords nonimmigrant status to victims who assist authorities investigating or prosecuting the acts or perpetrators of trafficking. The Director of the Vermont Service Center denied the Form I-914, Application for T Nonimmigrant Status (T application), concluding that the record did not establish, as required, that the Applicant was a victim of severe forms of trafficking in persons, and consequently, also did not demonstrate her statutory eligibility criteria for T nonimmigrant classification at section 10l(a)(l5)(T)(i)(II) and (III) of the Act. We dismissed the Applicant's appeal and denied a subsequent motion to reopen and reconsider. The Applicant has now filed a second motion to reopen and reconsider. On motion, the Applicant submits a brief and additional evidence, asserting that we relied on erroneous factual findings in concluding that she had not established that she was a victim of severe forms of traf1icking in persons. In addition, she submits a supplemental statement in support of her new assertion that after escaping her alleged initial traffickers, she again became a victim of trafficking by another individual in the United States. Upon review, we will deny the motion."
94,www.uscis.gov/sites/default/files/err/D12%20-%20Application%20for%20T%20Nonimmigrant%20Status/Decisions_Issued_in_2017/JUL312017_01D12101.pdf,JUL312017_01D12101.pdf,478941,JUL312017,appeal,"FORM I-914, APPLICATION FORT NONIMMIGRANT STATUS",The appeal is dismissed.,False,"The Applicant, a native and citizen of Mexico, seeks T -1 nonimmigrant classification as a victim of human trafficking. See Immigration and Nationality Act (the Act) sections 10l(a)(l5)(T) and 214(o), 8 U.S.C. §§ 1101(a)(l5)(T) and 1184(o). The T-1 classification affords nonimmigrant status to victims who assist authorities investigating or prosecuting the acts or perpetrators of trafficking. The Director of the Vermont Service Center denied the Form I-914, Application for T Nonimmigrant Status (T application), concluding that the Applicant had not demonstrated that he was a victim of trafficking in persons, was physically present in the United States on account of such trafficking, and would suffer extreme hardship involving unusual and severe harm upon removal from the 
United States. On appeal, the Applicant submits two briefs and asserts that the record demonstrates that he was a victim of severe form of trafficking in persons because he was forcibly recruited to smuggle marijuana into the United States, and that any discrepancies in the record regarding his trafficking claim should be given diminished weight given the Applicant's minor age at the time he provided the statements and 
the trauma he suffered. Upon de novo review, we will dismiss the appeal."
95,www.uscis.gov/sites/default/files/err/D12%20-%20Application%20for%20T%20Nonimmigrant%20Status/Decisions_Issued_in_2017/SEP122017_01D12101.pdf,SEP122017_01D12101.pdf,869489,SEP122017,motion,"FORM I-914, APPLICATION FORT NONIMMIGRANT STATUS",The motion to reopen is denied.,False,"The Applicant seeks ""T -1"" nonimmigrant classification as a victim of human trafficking. See Immigration and Nationality Act sections 101(a)(l5)(T) and 214(o), 8 U.S.C. §§ 110l(a)(l5)(T) and 1184(o). The T-1 classification affords nonimmigrant status to victims who assist authorities investigating or prosecuting the acts or perpetrators of trafficking. The Acting Director of the Vermont Service Center denied the application and we dismissed the subsequent appeal. The matter is now before us on a motion to reopen and a motion to reconsider. Upon review, we will deny the motions as untimely submitted. A motion must be filed within 33 calendar days of the date that the unfavorable decision was served by mail. 8 C.F.R. §§ 103.5(a)(l)(i), 103.8(b). The filing date is the day USCIS receives the motion at the designated filing location, not the date an applicant mailed the motion. 8 C.F.R. § 103.2(a)(7)(i). We may, in our discretion, excuse an applicant's failure to file a motion to reopen before the filing period expires if the applicant demonstrates that the delay was reasonable and beyond the applicant's control. 8 C.F .R. § I 
03 .5( a)(l )(i). However, there is no such provision for a motion to reconsider. !d. On April 22, 2015, we dismissed the Applicant's appeal and served the unfavorable decision by mail. The decision stated that the Applicant may file a motion within 33 days. USCIS received the motions on June 24, 2015, which is 63 days after the service date of the unfavorable decision. The record contains a statement from the Applicant, informing us that he is no longer represented by the attorney of record for the appeal. The Applicant describes his former attorney's assistance as ""ineffective."" However, the Applicant does not provide sufficient specific information about the scope of assistance the former attorney agreed to provide on the Applicant's behalf for the appeal and how the attorney's assistance was ineffective, among other bases for a claim of ineffective assistance of counsel. See Matter of Lozada, 19 I&N 637 (BIA 1988). Therefore, the record does not contain sufficient evidence to support the conclusion that the Applicant's former attorney's assistance was ineffective. Additionally, the Applicant states that his delay in submitting the motions was due, in part, to ""extremely unavoidable circumstances that were beyond [his] control and no fault of [his] own."""
96,www.uscis.gov/sites/default/files/err/D12%20-%20Application%20for%20T%20Nonimmigrant%20Status/Decisions_Issued_in_2017/OCT232017_07D12101.pdf,OCT232017_07D12101.pdf,467741,OCT232017,appeal,"FORM I-914, SUPPLEMENT A. APPLICATION FOR IMMEDIATE FAMILY MEMBER OF T-1 RECIPIENT The Applicant, who seeks ""T -1"" nonimmigrant classification for herself: also seeks T nonimmigrant classification of the Derivative as an immediate family member of a person granted T -1 status",The appeal is dismissed.,True,"The Applicant, who seeks ""T -1"" nonimmigrant classification for herself: also seeks T nonimmigrant classification of the Derivative as an immediate family member of a person granted T -1 status. S'ee Immigration and Nationality Act (the Act) section 101(a)(l5)(T)(ii). 8 U.S.C. 110l(a)(I5)(T)(ii). The T classification affords nonimmigrant status to victims who assist authorities investigating or prosecuting acts or perpetrators of trafficking. and atlords derivative status for immediate family members. The Director of the Vermont Service Center denied the Form l-914. Supplement A. Application for Immediate Family Member ofT -1 Recipient (T derivative application), concluding that because the Applicant's Form I-914, Application forT Nonimmigrant Status (T application). had been denied. the Derivative was ineligible as the immediate family member of aT -I nonimmigrant. On appeal, the Applicant asserts that her T application was erroneously denied. resulting in the improper denial of the instant T derivative application. Upon de novo review, we will dismiss the appeal. Approval of the T derivative application is contingent upon the approval of the principal T application. See 8 C.F.R. § 214.ll(o)(9), (s)(5). The Director denied the Applicant's T application and in separate proceedings, we subsequently dismissed the appeal of that denial. As the Applicanfs T application has been denied, the Derivative is ineligible for nonimmigrant classification as the immediate relative of aT nonimmigrant pursuant to section 101(a)(15)(T)(ii) ofthe Act. ORDER: The appeal is dismissed. Cite as Matter qf L-A-M-Y-, ID# 467741 (AAO Oct. 23, 2017)"
97,www.uscis.gov/sites/default/files/err/D12%20-%20Application%20for%20T%20Nonimmigrant%20Status/Decisions_Issued_in_2017/SEP262017_01D12101.pdf,SEP262017_01D12101.pdf,572740,SEP262017,motion,FORM I-914. APPLICATION FORT NONIMMIGRANT STATUS,The motion to reopen is denied.,False,"The Applicant, a native and citizen of the Philippines, seeks T-1 nonimmigrant classification as a victim of human trafficking. See Immigration and Nationality Act (the Act) sections 101 (a)( 15 )(T) and 214(o), 8 U.S.C. §§ 1101(a)(15)(T) and 1184(o). The T-1 classification affords nonimmigrant status to victims who assist authorities investigating or prosecuting the acts or perpetrators of trafficking. The Director of the Vermont Service Center denied the Form I-914. Application for T Nonimmigrant Status (T application), concluding that the Applicant had not demonstrated that he had complied with any reasonable requests for assistance in the investigation or prosecution of acts of severe forms of trafficking in persons, and that he would sutTer extreme hardship involving unusual and severe harm if removed from the United States. We dismissed the Applicant's subsequent appeal on the same grounds, and further found that the Applicant had also not established that he was a victim of trafficking in persons and that he was physically present in the United States on account of such trat1icking. The Applicant has now filed a motion to reopen and reconsider. On motion, the Applicant submits a supplemental statement. providing additional details regarding his tratlicking claim and asserting for the first 
time that he became a victim of trafficking again after escaping the alleged initial trafficking. Upon de novo review, we will deny the motions."
98,www.uscis.gov/sites/default/files/err/D12%20-%20Application%20for%20T%20Nonimmigrant%20Status/Decisions_Issued_in_2017/JUN012017_01D12101.pdf,JUN012017_01D12101.pdf,301929,JUN012017,appeal,"FORM I-914, APPLICATION FOR TNONIMMIGRANT STATUS",The appeal is dismissed.,False,"The Applicant seeks ""T -1"" nonimmigrant classification as a VICtim of human trafficking. See Immigration and Nationality Act (the Act) sections 10l(a)(l5)(T) and 214(o), 8 U
.S.C. §§ 110l(a)(15)(T) and 1184(o). The T-1 classification affords nonimmigrant status to victims who assist authorities investigating-or prosecuting the acts or perpetrators of trafficking. The Applicant is a citizen of Trinidad and Tobago and was raised by her grandparents from birth. She entered the United States as. a visitor. When she was years old, she began dating G-L-, 1 then The Applicant claims that on several occasions, G-L-forced her to put drugs into her body and accompany him to a location where he would sell them. She later filed the Form I-914, Application for T Nonimmigrant Status (T application). The Director of the Vermont Service Center denied the T application, concluding that the Applicant did not show that she was a victim of a severe form of human trafficking, that she was present in the United States on account of such trafficking, that she complied with reasonable requests for assistance in the investigation or prosecution of trafficking, and that she would suffer extreme hardship involving unusual and severe harm if she were removed from the United States. On appeal, the Applicant submits a supplemental statement and an updated psychological evaluation. She asserts that she was coerced into involuntary servitude and accordingly that she is a victim of a severe form of human trafficking. Upon de novo review, we will dismiss the appeal."
99,www.uscis.gov/sites/default/files/err/D12%20-%20Application%20for%20T%20Nonimmigrant%20Status/Decisions_Issued_in_2017/JUN062017_03D12101.pdf,JUN062017_03D12101.pdf,295905,JUN062017,appeal,"FORM I-914, SUPPLEMENT A, APPLICATION FOR IMMEDIATE FAMILY MEMBER OF T -1 RECIPIENT The Applicant, who seeks ""T -1"" nonimmigrant classification for herself, also seeks T nonimmigrant classification of the Derivative as an immediate family member of a person granted T -1 status",The appeal is dismissed.,True,"The Applicant, who seeks ""T -1"" nonimmigrant classification for herself, also seeks T nonimmigrant classification of the Derivative as an immediate family member of a person granted T -1 status. See Immigration and Nationality Act (the Act) section 101(a)(l5)(T)(ii), 8 U.S.C. § 1101(a)(15)(T)(ii). The T classification affords nonimmigrant status to victims who assist authorities investigating or prosecuting acts or perpetrators of trafficking, and affords derivative status for immediate family members. The Director of the Vermont Service Center denied the Form I-914, Supplement A, Application for Immediate Family Member ofT -1 Recipient (T derivative application), concluding that because the Applicant's Form I-914, Application forT Nonimmigrant Status (T application), had been denied, the Derivative was ineligible as the immediate family member of a T 
-1 nonimmigrant. On appeal, the Applicant asserts that her T application was erroneously denied, resulting in the improper denial of the T derivative application. Upon de novo review, we will dismiss the appeal. Approval of the T derivative application is contingent upon the approval of the principal T application. See 8 C.F.R. § 214.ll(o)(9), (s)(5). The Director denied the Applicant's T application and in separate proceedings, we subsequently dismissed the appeal of that denial. As the Applicant's T application has been denied, the Derivative is ineligible for nonimmigrant classification as the immediate relative of a T 
nonimmigrant pursuant to section 101 ( a)(15)(T)(ii) of the Act. ORDER: The appeal is dismissed. Cite as Matter o.fC-Y-D-G-, ID# 295905 (AAO June 6, 2017) 2"
100,www.uscis.gov/sites/default/files/err/D12%20-%20Application%20for%20T%20Nonimmigrant%20Status/Decisions_Issued_in_2019/MAR272019_01D12101.pdf,MAR272019_01D12101.pdf,2823417,MAR272019,appeal,"FORM I-914, APPLICATION FORT NONIMMIGRANT STATUS",The appeal is dismissed.,True,"The Applicant seeks T-1 nonimmigrant classification as a v1ct1m of human trafficking under Immigration and Nationality Act (the Act) sections 10l(a)(l5)(T) and 214(0), 8 U.S.C. §§ l 10l(a)(l5)(T) and 1184(0). The Director of the Vermont Service Center denied the Form 1-914, Application for T Nonimmigrant Status (T application), concluding that that the Applicant did not establish that she was the victim of a severe form of human trafficking, is physically present in the United States on account of such trafficking, complied with reasonable requests from law enforcement for assistance in the investigation or prosecution of trafficking, and is admissible to the United States. On appeal, the Applicant submits a brief and additional evidence and reasserts her eligibility.1 Upon de nova review, we will dismiss the appeal."
101,www.uscis.gov/sites/default/files/err/D12%20-%20Application%20for%20T%20Nonimmigrant%20Status/Decisions_Issued_in_2019/APR022019_02D12101.pdf,APR022019_02D12101.pdf,2842191,APR022019,appeal,"FORM I-914, APPLICATION FORT NONIMMIGRANT STATUS",The appeal is dismissed.,False,"The Applicant seeks T-1 nonimmigrant classification as a v1ct1m of human trafficking under Immigration and Nationality Act (the Act) sections 10l(a)(l5)(T) and 214(0), 8 U.S.C. §§ l 10l(a)(l5)(T) and 1184(0). The Director of the Vermont Service Center denied the Form 1-914, Application for T Nonimmigrant Status (T application), concluding that the Applicant did not establish that he was the victim of a severe form of human trafficking and is physically present in the United States on account of such trafficking. On appeal, the Applicant submits a brief and additional evidence and reasserts his eligibility. Upon de nova review, we will dismiss the appeal."
102,www.uscis.gov/sites/default/files/err/D12%20-%20Application%20for%20T%20Nonimmigrant%20Status/Decisions_Issued_in_2019/APR022019_01D12101.pdf,APR022019_01D12101.pdf,1940904,APR022019,appeal,"FORM I-914, APPLICATION FORT NONIMMIGRANT STATUS",The appeal is dismissed.,False,"The Applicant seeks T-1 nonimmigrant classification as a victim of human trafficking under sections 10l(a)(l5)(T) and 214(0) of the Immigration and Nationality Act (the Act), 8 U.S.C. §§ l 10l(a)(l5)(T) and 1184(0). The Director of the Vermont Service Center denied the Form 1-914, Application for T Nonimmigrant Status (T application), concluding that the Applicant did not establish that he was a victim of a severe form of trafficking in persons and was not physically present in the United States on account of such trafficking. On appeal, the Applicant submits a letter of support from a social services agency, copies of previously submitted evidence, and a brief and reasserts his eligibility. Upon de nova review, we will dismiss the appeal."
103,www.uscis.gov/sites/default/files/err/D12%20-%20Application%20for%20T%20Nonimmigrant%20Status/Decisions_Issued_in_2019/APR172019_01D12101.pdf,APR172019_01D12101.pdf,2988919,APR172019,appeal,"FORM I-914, APPLICATION FORT NONIMMIGRANT STATUS",The decision of the Director is withdrawn.,False,"The Applicant seeks T-1 nonimmigrant classification as a v1ct1m of human trafficking under Immigration and Nationality Act (the Act) sections 10l(a)(l5)(T) and 214(0), 8 U.S.C. §§ l 10l(a)(l5)(T) and 1184(0). The Director of the Vermont Service Center denied the Form 1-914, Application for T Nonimmigrant Status (T application), concluding that the Applicant did not establish that she1 was physically present in the United States on account of a severe form of trafficking. Additionally, the Director found that the Applicant is inadmissible to the United States and her Form 1-192, Application for Advance Permission to Enter as a Nonimmigrant (waiver application) had been denied. On appeal, the Applicant submits a brief and additional evidence and reasserts her eligibility. Upon de nova review, we will remand the matter to the Director."
104,www.uscis.gov/sites/default/files/err/D12%20-%20Application%20for%20T%20Nonimmigrant%20Status/Decisions_Issued_in_2019/MAR132019_01D12101.pdf,MAR132019_01D12101.pdf,1576411,MAR132019,appeal,"FORM I-914, APPLICATION FORT NONIMMIGRANT STATUS",The appeal is dismissed.,False,"The Applicant seeks T-1 nonimmigrant classification as a victim of human trafficking under sections 10l(a)(l5)(T) and 214(0) of the Immigration and Nationality Act (the Act), 8 U.S.C. sections l 10l(a)(l5)(T) and 1184(0). The Director of the Vermont Service Center denied the Form 1-914, Application for T Nonimmigrant Status (T application), concluding that the Applicant had not demonstrated that he was a victim of a severe form of trafficking in persons, and therefore, necessarily did not establish that he was physically present in the United States on account of the claimed trafficking. On appeal, the Applicant submits a brief and additional evidence, asserting that he established his eligibility for T classification. 1 Upon de nova review, we will dismiss the appeal."
105,www.uscis.gov/sites/default/files/err/D12%20-%20Application%20for%20T%20Nonimmigrant%20Status/Decisions_Issued_in_2018/FEB232018_01D12101.pdf,FEB232018_01D12101.pdf,884761,FEB232018,appeal,FORM I-914. APPLICATION FORT NONIMMIGRANT STATUS,The appeal is dismissed.,False,"The Applicant. a native and citizen of the Philippines. asserts that she was recruited in the Philippines to teach in the United States through fraud and coercion for the purpose of subjection to debt bondage. Based on this claim, she seeks T -1 nonimmigrant classification as a victim of human trafficking. The T -1 classification afTords nonimmigrant status to victims who assist authorities investigating or prosecuting the acts or perpetrators of tratlicking. See Immigration and Nationality Act (the Act) sections 101(a)(15)(T) and 214(o). 8U.S.C. 1101(a)(15)(T) and 1184(o)(outlining eligibility requirements). The Director of the Vermont Service Center denied the Form 1-914. Application for T Nonimmigrant Status (T application). concluding that because the Applicant departed the United States. she has not demonstrated that she is physically present in the United States on account of a severe form of trafficking in persons. On appeaL the Applicant submits a brief and asserts that her reentries into the United States were on account of the alleged trafficking scheme. Upon de novo review. we will dismiss the appeal."
106,www.uscis.gov/sites/default/files/err/D12%20-%20Application%20for%20T%20Nonimmigrant%20Status/Decisions_Issued_in_2019/JUL292019_03D12101.pdf,JUL292019_03D12101.pdf,4309899,JUL292019,appeal,"FORM I-914, APPLICATION FOR TNONIMMIGRANT STATUS",The appeal is dismissed.,False,"The Applicant seeks T-1 nonimmigrant classification as a victim of human trafficking under sections 101(a)(15)(T) and 214(0) of the Immigration and Nationality Act (the Act), 8 U.S.C. sections 1101(a)(l5)(T) and 1184(0). The Director of the Vermont Service Center denied the Form I-914, Application for T Nonimmigrant Status (T application), concluding that the record did not establish that he was the victim of a severe form of human trafficking, is physically present in the United States on account of such trafficking, complied with reasonable requests from law enforcement for assistance in the investigation or prosecution of the trafficking, and is admissible to the United States. On appeal, the Applicant submits a brief and additional evidence, asserting his eligibility. Upon de nova review, we will dismiss the appeal."
107,www.uscis.gov/sites/default/files/err/D12%20-%20Application%20for%20T%20Nonimmigrant%20Status/Decisions_Issued_in_2019/AUG222019_01D12101.pdf,AUG222019_01D12101.pdf,38667535,AUG222019,appeal,"FORM I-914, APPLICATION FORT NONIMMIGRANT STATUS",The decision of the Director is withdrawn.,False,"The Applicant seeks T-1 nonimmigrant classification as a victim of human trafficking under sections 10l(a)(l5)(T) and 214(0) of the Immigration and Nationality Act (the Act), 8 U.S.C. sections 1101(a)(15)(T) and 1184(0). The Director of the Vermont Service Center denied the Form 1-914, Application for T Nonimmigrant Status (T application), concluding that the record did not establish that she was physically present in the United States on account of having been a been of a severe form of trafficking in persons. On appeal, the Applicant submits a brief, asserting her eligibility. Upon de nova review, we will remand this matter for issuance of a decision consistent with this decision."
108,www.uscis.gov/sites/default/files/err/D12%20-%20Application%20for%20T%20Nonimmigrant%20Status/Decisions_Issued_in_2018/SEP272018_02D12101.pdf,SEP272018_02D12101.pdf,1677484,SEP272018,appeal,"FORM I-914, APPLICATION FORT NONIMMIGRANT STATUS",The appeal is dismissed.,False,"The Applicant seeks T-1 nonimmigrant classification as a victim of human trafficking under sections 10l(a)(15)(T) and 214(0) of the Immigration and Nationality Act (the Act), 8 U.S.C. sections 1101(a)(15)(T) and 1184(0). The Director of the Vermont Service Center denied the Form 1-914, Application for T Nonimmigrant Status (T application), concluding that the Applicant did not establish that she was a victim of a severe form of trafficking in persons and therefore also did not show that she was physically present in the United States on account of such trafficking. On appeal, the Applicant submits a brief and reasserts her eligibility as a victim of labor trafficking. Upon de nova review, we will dismiss the appeal."
109,www.uscis.gov/sites/default/files/err/D12%20-%20Application%20for%20T%20Nonimmigrant%20Status/Decisions_Issued_in_2018/SEP272018_01D12101.pdf,SEP272018_01D12101.pdf,1665327,SEP272018,appeal,"FORM I-914, APPLICATION FORT NONIMMIGRANT STATUS",The appeal is dismissed.,False,"The Applicant seeks T-1 nonimmigrant classification as a victim of human trafficking under sections 101(a)(l5)(T) and 214(0) of the Immigration and Nationality Act (the Act), 8 U.S.C. sections 1101 (a)( l 5)(T) and 1184( o ). The Director of the Vermont Service Center denied the Form 1-914, Application for T Nonimmigrant Status (T application), determining that the Applicant did not establish that she wa,s a victim of a severe form of trafficking in persons, where the record showed that she transported controlled substances into the United States pursuant to an agreement she entered into for monetary gain. Accordingly, the Director further concluded that the Applicant necessarily did not establish that she was physically present in the United States on account of the claimed traffic~ing. Finally, the Director concluded that the Applicant was inadmissible to the United States, and her Form 1-192, Application for Advance Permission to Enter as a Nonimmigrant (waiver application), to waive the applicable grounds of inadmissibility, had been denied. On appeal, the Applicant submits a brief and reasserts her eligibility as a victim of labor trafficking. Upon de nova review, we will dismiss the appeal."
110,www.uscis.gov/sites/default/files/err/D12%20-%20Application%20for%20T%20Nonimmigrant%20Status/Decisions_Issued_in_2019/JAN162019_03D12101.pdf,JAN162019_03D12101.pdf,1926870,JAN162019,appeal,"FORM I-914, APPLICATION FORT NONIMMIGRANT STATUS",The appeal is dismissed.,False,"The Applicant seeks T-1 nonimmigrant classification as a victim of human trafficking under sections 10l(a)(l5)(T) and 214(0) of the Immigration and Nationality Act (the Act), 8 U.S.C. sections l 10l(a)(l5)(T) and 1184(0). The Director of the Vermont Service Center denied the Form 1-914, Application for T Nonimmigrant Status (T application), concluding that the Applicant did not credibly establish that he was a victim of trafficking. On appeal, the Applicant submits additional evidence and a brief and reasserts his eligibility. Upon de novo review, we will dismiss the appeal."
111,www.uscis.gov/sites/default/files/err/D12%20-%20Application%20for%20T%20Nonimmigrant%20Status/Decisions_Issued_in_2019/FEB062019_01D12101.pdf,FEB062019_01D12101.pdf,1910706,FEB062019,appeal,"FORM I-914, APPLICATION FORT NONIMMIGRANT STATUS",The appeal is dismissed.,False,"The Applicant seeks T-1 nonimmigrant classification as a victim of human trafficking under sections 101(a)(15)(T) and 214(0) of the Immigration and Nationality Act (the Act), 8 U.S.C. sections 110l(a)(15)(T) and 1184(0). The Director of the Vermont Service Center denied the Form 1-914, Application for T Nonimmigrant Status (T application), determining that the Applicant did not establish that she was a victim of a severe form of trafficking in persons, and therefore, necessarily did not establish that she was physically present in the United States on account of the claimed trafficking. On appeal, the Applicant submits a brief and reasserts her eligibility as a victim of a severe form of trafficking. Upon de novo review, we will dismiss the appeal. ·"
112,www.uscis.gov/sites/default/files/err/D12%20-%20Application%20for%20T%20Nonimmigrant%20Status/Decisions_Issued_in_2018/DEC112018_01D12101.pdf,DEC112018_01D12101.pdf,1676801,DEC112018,appeal,"FORM I-914, APPLICATION FORT NONIMMIGRAN'T STATUS",The appeal is dismissed.,False,"The Applicant seeks T-1 nonimmigrant classification as a victim of human trafficking under sections 101(a)(l5)(T) and 214(0) of the Immigration and Nationality Act (the Act), 8 U.S.C. sections 1101 (a)(l 5)(T) and I l 84(0). The Director of the Vem1ont Service Center denied the Form 1-914, Application for T Nonimmigrant Status (T application), concluding that, while the Applicant established that she was a victim of a severe form of trafficking, she did not demonstrate that she \Vas physically present in the United States on account of such traft)cking. On appeal, the Applicant submits a supplemental written statement and brief and reasserts her eligibility. Upon de nova review, we will dismiss the appeal."
113,www.uscis.gov/sites/default/files/err/D12%20-%20Application%20for%20T%20Nonimmigrant%20Status/Decisions_Issued_in_2018/JUL052018_01D12101.pdf,JUL052018_01D12101.pdf,1522973,JUL052018,appeal,"FORM I-914, APPLICATION FORT NONIMMIGRANT STATUS",The appeal is dismissed.,False,"The Applicant seeks T-1 nonimmigrant classification as a victim of human trafficking under sections 10l(a)(15)(T) and 214(0) of the Immigration and Nationality Act (the Act), 8 U.S.C. sections 1101 ( a)( 15)(T) and 1184( o ). The T-1 classification affords nonimmigrant status to victims who assist authorities investigating or prosecuting the acts or perpetrators of trafficking. Id. The Director of the Vermont Service Center denied the Form 1-914, Application for T Nonimmigrant Status (T application), concluding that the Applicant did not credibly establish that he was a victim of trafficking. On appeal, the Applicant submits additional evidence and a'brief and reasserts his eligibility. Upon de novo review, we will dismiss the appeal."
114,www.uscis.gov/sites/default/files/err/D12%20-%20Application%20for%20T%20Nonimmigrant%20Status/Decisions_Issued_in_2018/JUN292018_01D12101.pdf,JUN292018_01D12101.pdf,1393876,JUN292018,appeal,"FORM I-914, APPLICATION FORT NONIMMIGRANT STATUS",The appeal is dismissed.,False,"The Applicant seeks T-1 nonimmigrant classification as a victim of human trafficking under sections 101(a)(15)(T) and 214(0) of the Immigration and Nationality Act (the Act), 8 U.S.C. §§ ll01(a)(15)(T) and 1 ]84(o). The Director of the Vermont Service Center denied the Form 1-9]4, Application (or T Nonimmigrant Status (T application), concluding that the record established the Applicant's inadmissibility and her Form 1-192, Application for Advance Permission to Enter as a Nonimmigrant (T waiver application), requesting a waiver of the grounds of inadmissibility, had been denied. On appeal, the Applicant submits a brief and additional evidence. She contends that the record did not support all the grounds of inadmissibility found by the Director, and that U.S. Citizenship and Immigration Services (USCIS) abused its discretion in denying her T waiver application. Upon de nova review, we will dismiss the appeal."
115,www.uscis.gov/sites/default/files/err/D12%20-%20Application%20for%20T%20Nonimmigrant%20Status/Decisions_Issued_in_2018/JUN062018_01D12101.pdf,JUN062018_01D12101.pdf,1202,JUN062018,motion,"FORM I-914, APPLICATION FORT NONIMMIGRANT STATUS",The motion to reopen is denied.,False,"The Applicant, a native and citizen of Mexico, seeks T-1 nonimmigrant classification as a victim of human trafficking under sections I 0 I (a)(l5)(T) and 2 I 
4(o) of the Immigration and Nationality Act (the Act), 8 U.S.C. §§ IIOI(a)(I5)(T) and I I84(o). The T-I classification affords nonimmigrant status to victims who assist authorities investigating or prosecuting the acts or perpetrators of trafficking. The Director of the Vermont Service Center denied the Form 1-914, Application for T Nonimmigrant Status (T application) and we dismissed a subsequent appeal. The matter is now before us on a combined motion to reopen and motion to reconsider. Upon review, we will deny the combined motion."
116,www.uscis.gov/sites/default/files/err/D12%20-%20Application%20for%20T%20Nonimmigrant%20Status/Decisions_Issued_in_2018/MAR012018_01D12101.pdf,MAR012018_01D12101.pdf,918385,MAR012018,appeal,"FORM I-914, APPLICATION FORT NONIMMIGRANT STATUS",The appeal is dismissed.,False,"The Applicant, a native and citizen of Honduras, seeks T -1 nonimmigrant classification as a victim of human trafficking. See Immigration and Nationality Act (the Act) sections 101(a)(l5)(T) and 214(o), 8 U.S.C. §§ 1101(a)(15)(T) and 1184(o). The T-1 classification affords nonimmigrant status to victims who assist authorities investigating or prosecuting the acts or perpetrators oftratlicking. The Director of the Vermont Service Center denied the Form I-914, Application for T Nonimmigrant Status (T application), concluding that the Applicant had not demonstrated that he was physically present in the United States on account of a severe form of trafficking in persons. On appeal, the Applicant submits a brief and additional evidence, asserting that he satisfies the physical presence requirement to establish his eligibility forT classification. Upon de novo review, we will dismiss the appeal."
