file_name,url,title,date,type,core_terms,citation,S-M-P,ID,aao citation,consel,order,decription
"IN RE_ Applicant_ [redacted], 2015 Immig. Rptr. LEXIS 29631, FILE_ [redacted] - OFFICE_ [redacted].pdf",https://plus.lexis.com/api/document?collection=administrative-materials&id=urn:contentItem:5WJ5-S6S0-R03N-9469-00000-00&context=,2015 Immig. Rptr. LEXIS 29631,JUL072015,appeal,"redact, traffic, applicant™s, severe form, nonimmigrant, involuntary servitude, coercion, peonage, extreme hardship, recruiter, physical presence, visa, work hours, pay stub, indebtedness, transport",2015 Immig. Rptr. LEXIS 29631 *,False,,UNKNOWN,represented,The appeal is dismissed,"The applicant seeks nonimmigrant classification under 
section 101(a)(15)(T)(i) of the Immigration and 
Nationality Act
 (ﬁthe Actﬂ), 
8 U.S.C. 

, as a victim of a severe form of trafficking in "
"IN RE_ Applicant_ [redacted], 2015 Immig. Rptr. LEXIS 29633, FILE_ [redacted] - APPLICATION RECEIPT#.pdf",https://plus.lexis.com/api/document?collection=administrative-materials&id=urn:contentItem:5WJ5-S6S0-R03N-946B-00000-00&context=,2015 Immig. Rptr. LEXIS 29633,JUL092015,appeal,"redact, traffic, recruiter, applicant™s, agents, visa, recount, severe form, nonimmigrant, involuntary servitude, coercion, peonage, housekeeper, renewal, transport, physical presence, employment contract, relevant evidence, indebtedness, expire, salary, alien, walk",2015 Immig. Rptr. LEXIS 29633 *,False,,UNKNOWN,represented,The appeal will be dismissed,"The applicant seeks nonimmigrant classification under 
section 101(a)(15)(T)(i) of the Immigration and 
Nationality Act
 (ﬁthe Actﬂ), 
8 U.S.C. 

, as a victim of a severe form of trafficking in 
persons. The director denied the application for failure to establish that: the applicant was a victim of a 
severe form of trafficking in persons; was physically present in the United States on account of such 
trafficking; and had complied with any reasonable request for assistance in the investigation or 
prosecution of such trafficking. On appeal, the applicant submits a brief and additional evidence.
"
"IN RE_ Applicant_ [redacted], 2015 Immig. Rptr. LEXIS 29637, FILE_ [redacted] - APPLICATION RECEIPT#.pdf",https://plus.lexis.com/api/document?collection=administrative-materials&id=urn:contentItem:5WJ5-S6S0-R03N-946C-00000-00&context=,2015 Immig. Rptr. LEXIS 29637,JUL092015,appeal,"redact, traffic, recruiter, applicant™s, agents, visa, involuntary servitude, coercion, peonage, severe form, nonimmigrant, hours per week, indebtedness, recount, physical presence, relevant evidence, personal loan, servitude, temporary, transport, renewal, induce",2015 Immig. Rptr. LEXIS 29637 *,False,,UNKNOWN,represented,The appeal will be dismissed,"The applicant seeks nonimmigrant classification under 
section 101(a)(15)(T)(i) of the Immigration and 
Nationality Act
 (ﬁthe Actﬂ), 
8 U.S.C. 

, as a victim of a severe form of trafficking in 
persons. The director denied the application for failure to establish that the applicant was a victim of a 
severe form of trafficking in persons and was physically present in the United States on account of such 
trafficking. On appeal, the applicant submits a brief and additional evidence.
"
"IN RE_ Applicant_ [redacted], 2015 Immig. Rptr. LEXIS 29639, FILE_ [redacted] - APPLICATION RECEIPT#.pdf",https://plus.lexis.com/api/document?collection=administrative-materials&id=urn:contentItem:5WJ5-S6S0-R03N-946D-00000-00&context=,2015 Immig. Rptr. LEXIS 29639,JUL092015,appeal,"redact, traffic, recruiter, agents, applicant™s, visa, severe form, involuntary servitude, coercion, nonimmigrant, recount, peonage, transport, physical presence, employment contract, temporary worker, three year, per hour, certificate, renewal, induce, salary",2015 Immig. Rptr. LEXIS 29639 *,False,,UNKNOWN,represented,The appeal will be dismissed,"The applicant seeks nonimmigrant classification under 
section 101(a)(15)(T)(i) of the Immigration and 
Nationality Act
 (ﬁthe Actﬂ), 
8 U.S.C. 

, as a victim of a severe form of trafficking in 
persons. The director denied the application for failure to establish that: the applicant was a victim of a 
severe form of trafficking in persons; was physically present in the United States on account of such 
trafficking; and had complied with any reasonable request for assistance in the investigation or 
prosecution of such trafficking. On appeal, the applicant submits a brief and additional evidence.
"
"IN RE_ Applicant_ [redacted], 2015 Immig. Rptr. LEXIS 29641, FILE_ [redacted] - APPLICATION RECEIPT#.pdf",https://plus.lexis.com/api/document?collection=administrative-materials&id=urn:contentItem:5WJ5-S6S0-R03N-946F-00000-00&context=,2015 Immig. Rptr. LEXIS 29641,JUL142015,appeal,"redact, traffic, applicant™s, severe form, nonimmigrant, involuntary servitude, coercion, peonage, extreme hardship, physical presence, indebtedness",2015 Immig. Rptr. LEXIS 29641 *,False,,UNKNOWN,represented,The appeal is dismissed,"The applicant seeks nonimmigrant classification under 
section 101(a)(15)(T)(i) of the Immigration and 
Nationality Act
 (ﬁthe Actﬂ), 
8 U.S.C. 

, as a victim of a severe form of trafficking in 
persons. The director denied the application because the applicant did not establish that he was a victim of "
"IN RE_ Applicant_ [redacted], 2015 Immig. Rptr. LEXIS 29646, FILE_ [redacted] - APPLICATION RECEIPT#.pdf",https://plus.lexis.com/api/document?collection=administrative-materials&id=urn:contentItem:5WJ5-S6S0-R03N-946G-00000-00&context=,2015 Immig. Rptr. LEXIS 29646,JUL142015,appeal,"redact, traffic, applicant™s, nonimmigrant, severe form, involuntary servitude, coercion, peonage, extreme hardship, physical presence, indebtedness",2015 Immig. Rptr. LEXIS 29646 *,False,,UNKNOWN,represented,The appeal is dismissed,"The applicant seeks nonimmigrant classification under 
section 101(a)(15)(T)(i) of the Immigration and 
Nationality Act
 (ﬁthe Actﬂ), 
8 U.S.C. 

, as a victim of a severe form of trafficking in 
persons. The director denied the application because the applicant did not establish that he was a victim of "
"IN RE_ Applicant_ [redacted], 2015 Immig. Rptr. LEXIS 29649, FILE_ [redacted] - APPLICATION RECEIPT#.pdf",https://plus.lexis.com/api/document?collection=administrative-materials&id=urn:contentItem:5WJ5-S6S0-R03N-946H-00000-00&context=,2015 Immig. Rptr. LEXIS 29649,JUL172015,appeal,"redact, traffic, applicant™s, recount, severe form, nonimmigrant, involuntary servitude, coercion, recruitment, visa, peonage, transport, hotel, physical presence, per hour, indebtedness, relevant evidence, temporary worker, renewal, salary",2015 Immig. Rptr. LEXIS 29649 *,False,,UNKNOWN,represented,The appeal will be dismissed,"The applicant seeks nonimmigrant classification under 
section 101(a)(15)(T)(i) of the Immigration and 
Nationality Act
 (ﬁthe Actﬂ), 
8 U.S.C. 

, as a victim of a severe form of trafficking in 
persons. The director denied the application for failure to establish that: the applicant was a victim of a 
severe form of trafficking in persons; was physically present in the United States on account of such 
trafficking; and had complied with any reasonable request for assistance in the investigation or 
prosecution of such trafficking. On appeal, the applicant submits a brief and additional evidence.
"
"IN RE_ Applicant_ [redacted], 2015 Immig. Rptr. LEXIS 29653, FILE_ [redacted] - OFFICE_ [redacted].pdf",https://plus.lexis.com/api/document?collection=administrative-materials&id=urn:contentItem:5WJ5-S6S0-R03N-946J-00000-00&context=,2015 Immig. Rptr. LEXIS 29653,JUL172015,appeal,"nonimmigrant, permanent resident, immigrate, relinquishment, applicant™s, permanent residency, classification, immigration judge, ineligible, removal proceedings, eligible, abandon, alien",2015 Immig. Rptr. LEXIS 29653 *,False,,UNKNOWN,represented,The appeal is dismissed,"The applicant seeks nonimmigrant classification under 
section 101(a)(15)(T)(i) of the Immigration and 
Nationality Act
 (the Act), 
8 U.S.C. 

, as a victim of a severe form of trafficking in 
persons.
"
"IN RE_ Applicant_ [redacted], 2015 Immig. Rptr. LEXIS 29892, FILE_ [redacted] - OFFICE_ VERMONT SERV.pdf",https://plus.lexis.com/api/document?collection=administrative-materials&id=urn:contentItem:5WJ5-T710-R03K-K10C-00000-00&context=,2015 Immig. Rptr. LEXIS 29892,MAR262015,appeal,"redact, traffic, visa, applicant™s, recruiter, paystubs, severe form, coercion, overtime, peonage, involuntary servitude, temporary, hours per week, nonimmigrant, holiday, salary, unspecified, renewal, overtime hours, three year, automatic, regular, travel, hotel, physical restraint, physical presence, indebtedness, servitude, neighborhood, recount",2015 Immig. Rptr. LEXIS 29892 *,False,,UNKNOWN,represented,The appeal will be dismissed,"The applicant seeks nonimmigrant classification under 
section 101(a)(15)(T)(i) of the Immigration and 
Nationality Act
 (ﬁthe Actﬂ), 
8 U.S.C. 

, as a victim of a severe form of trafficking in 
persons. The director denied the application for failure to establish that the applicant was a victim of a 
severe form of trafficking in persons, was physically present in the United States on account of such 
trafficking and had complied with any reasonable request for assistance in the investigation or prosecution 
of such trafficking. On appeal, the applicant submits a brief and additional evidence.
"
"IN RE_ Applicant_ [redacted], 2015 Immig. Rptr. LEXIS 29894, FILE_ [redacted] - APPLICATION#_ [redac.pdf",https://plus.lexis.com/api/document?collection=administrative-materials&id=urn:contentItem:5WJ5-T710-R03K-K10D-00000-00&context=,2015 Immig. Rptr. LEXIS 29894,APR222015,appeal,"redact, traffic, applicant™s, teacher, nonimmigrant, severe form, involuntary servitude, permanent residency, permanent, coercion, peonage, extreme hardship, recruiter, physical presence, relevant evidence, no evidence, borrow, indebtedness, recount, aunt, visa",2015 Immig. Rptr. LEXIS 29894 *,False,,UNKNOWN,not represented,The appeal is dismissed,"The applicant seeks nonimmigrant classification under 
section 101(a)(15)(T)(i) of the Immigration and 
Nationality Act
 (ﬁthe Actﬂ), 
8 U.S.C. 

, as a victim of a severe form of trafficking in 
persons. The director denied the application for failure to establish that the applicant was a victim of a 
severe form of trafficking in persons, was physically present in the United States on account of such 
trafficking, and had complied with any reasonable request for assistance in the investigation or 
prosecution of such trafficking.
"
"IN RE_ Applicant_ [redacted], 2015 Immig. Rptr. LEXIS 29896, FILE_ [redacted] - APPLICATION#_ [redac.pdf",https://plus.lexis.com/api/document?collection=administrative-materials&id=urn:contentItem:5WJ5-T710-R03K-K10F-00000-00&context=,2015 Immig. Rptr. LEXIS 29896,APR222015,appeal,"redact, traffic, applicant™s, nonimmigrant, severe form, involuntary servitude, coercion, peonage, extreme hardship, additional evidence, visa, physical presence, indebtedness, housekeeper, recruiter, transport, hardship, borrow",2015 Immig. Rptr. LEXIS 29896 *,False,,UNKNOWN,not represented,The appeal is dismissed,"The applicant seeks nonimmigrant classification under 
section 101(a)(15)(T)(i) of the Immigration and 
Nationality Act
 (ﬁthe Actﬂ), 
8 U.S.C. 

, as a victim of a severe form of trafficking in 
persons. The director denied the application for failure to establish that the applicant was a victim of a 
severe form of trafficking in persons, was physically present in the United States on account of such 
trafficking, and had complied with any reasonable request for assistance in the investigation or 
prosecution of such trafficking.
"
"IN RE_ Applicant_ [redacted], 2015 Immig. Rptr. LEXIS 29899, FILE_ [redacted] - APPLICATION#_ [redac.pdf",https://plus.lexis.com/api/document?collection=administrative-materials&id=urn:contentItem:5WJ5-T710-R03K-K10G-00000-00&context=,2015 Immig. Rptr. LEXIS 29899,APR222015,appeal,"redact, traffic, teacher, nonimmigrant, applicant™s, recruiter, visa, severe form, coercion, involuntary servitude, peonage, permanent residency, recount, salary, employment contract, relevant evidence, extreme hardship, permanent, physical presence, indebtedness, teaching, notice, physical restraint, hardship, renew",2015 Immig. Rptr. LEXIS 29899 *,False,,UNKNOWN,not represented,The appeal is dismissed,"The applicant seeks nonimmigrant classification under 
section 101(a)(15)(T)(i) of the Immigration and 
Nationality Act
 (ﬁthe Actﬂ), 
8 U.S.C. 

, as a victim of a severe form of trafficking in 
persons. The director denied the application for failure to establish that the applicant was a victim of a 
severe form of trafficking in persons, was physically present in the United States on account of such 
trafficking, and had complied with any reasonable request for assistance in the investigation or 
prosecution of such trafficking. On appeal, the applicant submits a brief and additional evidence.
"
"IN RE_ Applicant_ [redacted], 2015 Immig. Rptr. LEXIS 29901, FILE_ [redacted] - APPLICATION RECEIPT#.pdf",https://plus.lexis.com/api/document?collection=administrative-materials&id=urn:contentItem:5WJ5-T710-R03K-K10H-00000-00&context=,2015 Immig. Rptr. LEXIS 29901,APR222015,appeal,"redact, traffic, teacher, recruiter, applicant™s, visa, nonimmigrant, coercion, involuntary servitude, severe form, peonage, permanent residency, travel, recount, physical presence, relevant evidence, indebtedness, certificate, physical restraint, teaching position, permanent, servitude, induce, repay",2015 Immig. Rptr. LEXIS 29901 *,False,,UNKNOWN,not represented,The appeal will be dismissed,"The applicant seeks nonimmigrant classification under 
section 101(a)(15)(T)(i) of the Immigration and 
Nationality Act
 (ﬁthe Actﬂ), 
8 U.S.C. 

, as a victim of a severe form of trafficking in 
persons. The director denied the application for failure to establish that the applicant was a victim of a 
severe form of trafficking in persons, was physically present in the United States on account of such 
trafficking and had complied with any reasonable request for assistance in the investigation or prosecution 
of such trafficking. On appeal, the applicant submits a brief and additional evidence.
"
"IN RE_ Applicant_ [redacted], 2015 Immig. Rptr. LEXIS 29905, FILE_ [redacted] - OFFICE_ VERMONT SERV.pdf",https://plus.lexis.com/api/document?collection=administrative-materials&id=urn:contentItem:5WJ5-T710-R03K-K10J-00000-00&context=,2015 Immig. Rptr. LEXIS 29905,APR222015,appeal,"redact, traffic, applicant™s, recruiter, nonimmigrant, visa, unspecified, coercion, involuntary servitude, severe form, peonage, regular, stipend, salary, transport, overtime hours, standby, pipe fitter, co worker, recount, borrow, cancel, employment contract, indebtedness, accommodate, full-time, travel, repay",2015 Immig. Rptr. LEXIS 29905 *,False,,UNKNOWN,represented,The appeal will be dismissed,"The applicant seeks nonimmigrant classification under 
section 101(a)(15)(T)(i) of the Immigration and 
Nationality Act
 (ﬁthe Actﬂ), 
8 U.S.C. 

, as a victim of a severe form of trafficking in 
persons. The director denied the application for failure to establish that the applicant was a victim of a 
severe form of trafficking in persons, was physically present in the United States on account of such 
trafficking, and had complied with any reasonable request for assistance in the investigation or 
prosecution of such trafficking. On appeal, the applicant submits a brief and additional evidence.
"
"IN RE_ Applicant_ [redacted], 2015 Immig. Rptr. LEXIS 29908, FILE_ [redacted] - APPLICATION#_ [redac.pdf",https://plus.lexis.com/api/document?collection=administrative-materials&id=urn:contentItem:5WJ5-T710-R03K-K10K-00000-00&context=,2015 Immig. Rptr. LEXIS 29908,APR222015,appeal,"redact, visa, traffic, applicant™s, recruiter, renewal, involuntary servitude, severe form, coercion, peonage, nonimmigrant, per hour, housekeeping, temporary, recount, three year, transport, overtime, physical presence, indebtedness, attendant, temporary employment, physical restraint, payroll deduction, servitude, paycheck, borrow, minute, salary, hotel",2015 Immig. Rptr. LEXIS 29908 *,False,,UNKNOWN,not represented,The appeal will be dismissed,"The applicant seeks nonimmigrant classification under 
section 101(a)(15)(T)(i) of the Immigration and 
Nationality Act
 (ﬁthe Actﬂ), 
8 U.S.C. 

, as a victim of a severe form of trafficking in 
persons. The director denied the application for failure to establish that the applicant was a victim of a 
severe form of trafficking in persons, was physically present in the United States on account of such 
trafficking and had complied with any reasonable request for assistance in the investigation or prosecution 
of such trafficking. On appeal, the applicant submits a brief and additional evidence.
"
"IN RE_ Applicant_ [redacted], 2015 Immig. Rptr. LEXIS 29909, FILE_ [redacted] - APPLICATION#_ [redac.pdf",https://plus.lexis.com/api/document?collection=administrative-materials&id=urn:contentItem:5WJ5-T710-R03K-K10M-00000-00&context=,2015 Immig. Rptr. LEXIS 29909,APR222015,appeal,"redact, visa, traffic, recruiter, applicant™s, temporary, renewal, involuntary servitude, severe form, coercion, peonage, transport, nonimmigrant, housekeeper, agents, hotel, repay, recount, food, payroll deduction, physical presence, indebtedness, physical restraint, relevant evidence, three year, servitude, paycheck, paystubs, bus",2015 Immig. Rptr. LEXIS 29909 *,False,,UNKNOWN,not represented,The appeal will be dismissed,"The applicant seeks nonimmigrant classification under 
section 101(a)(15)(T)(i) of the Immigration and 
Nationality Act
 (ﬁthe Actﬂ), 
8 U.S.C. 

, as a victim of a severe form of trafficking in 
persons. The director denied the application for failure to establish that the applicant was a victim of a 
severe form of trafficking in persons, was physically present in the United States on account of such 
trafficking and had complied with any reasonable request for assistance in the investigation or prosecution 
of such trafficking. On appeal, the applicant submits a brief and additional evidence.
"
"IN RE_ Applicant_ [redacted], 2015 Immig. Rptr. LEXIS 29911, FILE_ [redacted] - APPLICATION#_ [redac.pdf",https://plus.lexis.com/api/document?collection=administrative-materials&id=urn:contentItem:5WJ5-T710-R03K-K10N-00000-00&context=,2015 Immig. Rptr. LEXIS 29911,APR222015,appeal,"redact, traffic, visa, applicant™s, recruiter, temporary, renewal, involuntary servitude, severe form, coercion, peonage, nonimmigrant, recount, transport, per hour, housekeeping, borrow, repay, physical presence, indebtedness, paycheck, physical restraint, relevant evidence, three year, unspecified, attendant, servitude, overtime, cousin, meal",2015 Immig. Rptr. LEXIS 29911 *,False,,UNKNOWN,not represented,The appeal will be dismissed,"The applicant seeks nonimmigrant classification under 
section 101(a)(15)(T)(i) of the Immigration and 
Nationality Act
 (ﬁthe Actﬂ), 
8 U.S.C. 

, as a victim of a severe form of trafficking in 
persons. The director denied the application for failure to establish that the applicant was a victim of a 
severe form of trafficking in persons, was physically present in the United States on account of such 
trafficking and had complied with any reasonable request for assistance in the investigation or prosecution 
of such trafficking. On appeal, the applicant submits a brief and additional evidence.
"
"IN RE_ Applicant_ [redacted], 2015 Immig. Rptr. LEXIS 29916, FILE_ [redacted] - APPLICATION RECEIPT#.pdf",https://plus.lexis.com/api/document?collection=administrative-materials&id=urn:contentItem:5WJ5-T710-R03K-K10P-00000-00&context=,2015 Immig. Rptr. LEXIS 29916,MAY182015,appeal,"redact, traffic, applicant™s, nonimmigrant, severe form, involuntary servitude, extreme hardship, coercion, peonage, physical presence, indebtedness, housekeeper, recruiter",2015 Immig. Rptr. LEXIS 29916 *,False,,UNKNOWN,not represented,The appeal is dismissed,"The applicant seeks nonimmigrant classification under 
section 101(a)(15)(T)(i) of the Immigration and 
Nationality Act
 (ﬁthe Actﬂ), 
8 U.S.C. 

, as a victim of a severe form of trafficking in 
persons. The director denied the application for failure to establish that the applicant was a victim of a "
"IN RE_ Applicant_ [redacted], 2015 Immig. Rptr. LEXIS 29918, FILE_ [redacted] - APPLICATION RECEIPT#.pdf",https://plus.lexis.com/api/document?collection=administrative-materials&id=urn:contentItem:5WJ5-T710-R03K-K10R-00000-00&context=,2015 Immig. Rptr. LEXIS 29918,JUN012015,appeal,"traffic, redact, nonimmigrant, physical presence, severe form, applicant™s, inadmissibility, director™s, alien, involuntary servitude, classification, eligibility",2015 Immig. Rptr. LEXIS 29918 *,False,,UNKNOWN,represented,"The director™s August 5, 2014 decision is withdrawn","The applicant seeks nonimmigrant classification under 
section 101(a)(15)(T)(i) of the Immigration and 
Nationality Act
 (ﬂthe Actﬂ), 
8 U.S.C. 

, as a victim of a severe form of trafficking in "
"IN RE_ Applicant_ [redacted], 2015 Immig. Rptr. LEXIS 29919, FILE_ [redacted] - APPLICATION RECEIPT#.pdf",https://plus.lexis.com/api/document?collection=administrative-materials&id=urn:contentItem:5WJ5-T710-R03K-K10S-00000-00&context=,2015 Immig. Rptr. LEXIS 29919,JUN012015,appeal,"redact, traffic, applicant™s, severe form, nonimmigrant, involuntary servitude, extreme hardship, coercion, peonage, physical presence, recruiter, indebtedness, visa",2015 Immig. Rptr. LEXIS 29919 *,False,,UNKNOWN,not represented,The appeal is dismissed,"The applicant seeks nonimmigrant classification under 
section 101(a)(15)(T)(i) of the Immigration and 
Nationality Act
 (ﬁthe Actﬂ), 
8 U.S.C. 

, as a victim of a severe form of trafficking in 
persons. The director denied the application for failure to establish that the applicant was a victim of a "
"IN RE_ Applicant_ [redacted], 2015 Immig. Rptr. LEXIS 29920, FILE_ [redacted] - APPLICATION RECEIPT#.pdf",https://plus.lexis.com/api/document?collection=administrative-materials&id=urn:contentItem:5WJ5-T710-R03K-K10T-00000-00&context=,2015 Immig. Rptr. LEXIS 29920,JUN092015,appeal,"traffic, nonimmigrant, redact, physical presence, extreme hardship, teacher, applicant™s",2015 Immig. Rptr. LEXIS 29920 *,False,,UNKNOWN,not represented,The appeal is dismissed,"The applicant seeks nonimmigrant classification under 
section 101(a)(15)(T)(i) of the Immigration and 
Nationality Act
 (ﬁthe Actﬂ), 8 U.S.C. 

 as a victim of a severe form of trafficking in 
persons. The director denied the application for failure to establish that the applicant was physically 
present in the United States on account of trafficking.
"
"IN RE_ Applicant_ [redacted], 2015 Immig. Rptr. LEXIS 29922, FILE_ [redacted] - APPLICATION RECEIPT#.pdf",https://plus.lexis.com/api/document?collection=administrative-materials&id=urn:contentItem:5WJ5-T710-R03K-K10V-00000-00&context=,2015 Immig. Rptr. LEXIS 29922,JUN232015,appeal,"redact, traffic, applicant™s, severe form, nonimmigrant, involuntary servitude, coercion, peonage, extreme hardship, physical presence, recruiter, indebtedness, renewal, visa",2015 Immig. Rptr. LEXIS 29922 *,False,,UNKNOWN,represented,The appeal is dismissed,"The applicant seeks nonimmigrant classification under 
section 101(a)(15)(T)(i) of the Immigration and 
Nationality Act
 (ﬁthe Actﬂ), 
8 U.S.C. 

, as a victim of a severe form of trafficking in "
"IN RE_ Applicant_ [redacted], 2015 Immig. Rptr. LEXIS 29923, FILE_ [redacted] - APPLICATION RECEIPT#.pdf",https://plus.lexis.com/api/document?collection=administrative-materials&id=urn:contentItem:5WJ5-T710-R03K-K10W-00000-00&context=,2015 Immig. Rptr. LEXIS 29923,JUN232015,appeal,"redact, traffic, applicant™s, nonimmigrant, severe form, involuntary servitude, coercion, peonage, extreme hardship, physical presence, per hour, indebtedness, recruiter",2015 Immig. Rptr. LEXIS 29923 *,False,,UNKNOWN,not represented,The appeal is dismissed,"The applicant seeks nonimmigrant classification under 
section 101(a)(15)(T)(i) of the Immigration and 
Nationality Act
 (ﬁthe Actﬂ), 
8 U.S.C. 

, as a victim of a severe form of trafficking in 
persons. The director denied the application because the applicant did not establish that she was a victim "
"IN RE_ Applicant_ [redacted], 2015 Immig. Rptr. LEXIS 29924, FILE_ [redacted] - APPLICATION RECEIPT#.pdf",https://plus.lexis.com/api/document?collection=administrative-materials&id=urn:contentItem:5WJ5-T710-R03K-K10X-00000-00&context=,2015 Immig. Rptr. LEXIS 29924,JUN232015,appeal,"redact, traffic, applicant™s, nonimmigrant, severe form, involuntary servitude, extreme hardship, coercion, peonage, physical presence, visa, per hour, housekeeping, indebtedness",2015 Immig. Rptr. LEXIS 29924 *,False,,UNKNOWN,represented,The appeal is dismissed,"The applicant seeks nonimmigrant classification under 
section 101(a)(15)(T)(i) of the Immigration and 
Nationality Act
 (ﬁthe Actﬂ), 
8 U.S.C. 

, as a victim of a severe form of trafficking in 
persons. The director denied the application because the applicant did not establish that she was a victim "
"IN RE_ Applicant_ [redacted], 2015 Immig. Rptr. LEXIS 29926, FILE_ [redacted] - APPLICATION RECEIPT#.pdf",https://plus.lexis.com/api/document?collection=administrative-materials&id=urn:contentItem:5WJ5-T710-R03K-K10Y-00000-00&context=,2015 Immig. Rptr. LEXIS 29926,JUN232015,appeal,"redact, traffic, applicant™s, severe form, nonimmigrant, involuntary servitude, coercion, peonage, extreme hardship, recruiter, physical presence, transport, visa, indebtedness",2015 Immig. Rptr. LEXIS 29926 *,False,,UNKNOWN,represented,The appeal is dismissed,"The applicant seeks nonimmigrant classification under 
section 101(a)(15)(T)(i) of the Immigration and 
Nationality Act
 (ﬁthe Actﬂ), 
8 U.S.C. 

, as a victim of a severe form of trafficking in 
persons. The director denied the application for failure to establish that the applicant was a victim of a "
"IN RE_ Applicant_ [redacted], 2015 Immig. Rptr. LEXIS 29927, FILE_ [redacted] - APPLICATION RECEIPT#.pdf",https://plus.lexis.com/api/document?collection=administrative-materials&id=urn:contentItem:5WJ5-T710-R03K-K110-00000-00&context=,2015 Immig. Rptr. LEXIS 29927,JUN232015,appeal,"redact, traffic, applicant™s, severe form, nonimmigrant, recruiter, involuntary servitude, coercion, peonage, physical presence, extreme hardship, per hour, visa, hours per week, indebtedness, hardship",2015 Immig. Rptr. LEXIS 29927 *,False,,UNKNOWN,represented,The appeal is dismissed,"The applicant seeks nonimmigrant classification under 
section 101(a)(15)(T)(i) of the Immigration and 
Nationality Act
 (ﬁthe Actﬂ), 
8 U.S.C, 

, as a victim of a severe form of trafficking in 
persons. The director denied the application for failure to establish that the applicant was a victim of a "
"IN RE_ Applicant_ [redacted], 2015 Immig. Rptr. LEXIS 29928, FILE_ [redacted] - APPLICATION RECEIPT#.pdf",https://plus.lexis.com/api/document?collection=administrative-materials&id=urn:contentItem:5WJ5-T710-R03K-K111-00000-00&context=,2015 Immig. Rptr. LEXIS 29928,JUN252015,appeal,"redact, traffic, recruiter, applicant™s, agents, involuntary servitude, severe form, coercion, peonage, visa, nonimmigrant, transport, indebtedness, recount, overtime, temporary, physical presence, housekeeper, relevant evidence, servitude, induce, saving, travel",2015 Immig. Rptr. LEXIS 29928 *,False,,UNKNOWN,represented,The appeal will be dismissed,"The applicant seeks nonimmigrant classification under 
section 101(a)(15)(T)(i) of the Immigration and 
Nationality Act
 (ﬁthe Actﬂ), 
8 U.S.C. 

, as a victim of a severe form of trafficking in 
persons. The director denied the application for failure to establish that: the applicant was a victim of a 
severe form of trafficking in persons; was physically present in the United States on account of such 
trafficking; and had complied with any reasonable request for assistance in the investigation or 
prosecution of such trafficking. On appeal, the applicant submits a brief and additional evidence.
"
"IN RE_ Applicant_ [redacted], 2015 Immig. Rptr. LEXIS 29929, FILE_ [redacted] - APPLICATION RECEIPT#.pdf",https://plus.lexis.com/api/document?collection=administrative-materials&id=urn:contentItem:5WJ5-T710-R03K-K112-00000-00&context=,2015 Immig. Rptr. LEXIS 29929,JUN252015,appeal,"redact, traffic, recruiter, applicant™s, visa, involuntary servitude, coercion, peonage, severe form, nonimmigrant, transport, recount, seasonal employment, indebtedness, physical presence, temporary, physical restraint, relevant evidence, servitude",2015 Immig. Rptr. LEXIS 29929 *,False,,UNKNOWN,represented,The appeal will be dismissed,"The applicant seeks nonimmigrant classification under 
section 101(a)(15)(T)(i) of the Immigration and 
Nationality Act
 (ﬁthe Actﬂ), 
8 U.S.C. 

, as a victim of a severe form of trafficking in "
"IN RE_ Applicant_ [redacted], 2015 Immig. Rptr. LEXIS 29931, FILE_ [redacted] - OFFICE_ [redacted].pdf",https://plus.lexis.com/api/document?collection=administrative-materials&id=urn:contentItem:5WJ5-T710-R03K-K113-00000-00&context=,2015 Immig. Rptr. LEXIS 29931,JUN252015,appeal,"redact, traffic, applicant™s, severe form, nonimmigrant, involuntary servitude, coercion, peonage, extreme hardship, visa, physical presence, indebtedness, recruiter",2015 Immig. Rptr. LEXIS 29931 *,False,,UNKNOWN,represented,The appeal is dismissed,"The applicant seeks nonimmigrant classification under 
section 101(a)(15)(T)(i) of the Immigration and 
Nationality Act
 (ﬁthe Actﬂ), 
8 U.S.C. 

, as a victim of a severe form of trafficking in "
