state,state_code,date,cases,positive,probableCases,negative,totalTestResults,death,hospitalized,total,positive_rate,positive_negative_ratio,positive_delta,negative_delta,totalTestResults_delta,death_delta,positive_rate_delta,positive_negative_ratio_delta
Ohio,OH,2020-07-15,69311,69311.0,4024.0,993312.0,1062623.0,3075.0,9209.0,1062623,6.522633145,6.977767308,1316.0,17558.0,18874.0,6.0,6.9725548373423765,7.495158901925049
Ohio,OH,2020-07-16,70601,70601.0,4061.0,1018192.0,1088793.0,3103.0,9324.0,1088793,6.484336325,6.933957446,1290.0,24880.0,26170.0,28.0,4.929308368360719,5.184887459807074
Ohio,OH,2020-07-17,72280,72280.0,4105.0,1043844.0,1116124.0,3112.0,9445.0,1116124,6.475982955,6.924406329,1679.0,25652.0,27331.0,9.0,6.143207346968644,6.545298612193981
Ohio,OH,2020-07-18,73821,73822.0,4138.0,1064614.0,1138436.0,3132.0,9513.0,1138436,6.484510328,6.9341564170000005,1542.0,20770.0,22312.0,20.0,6.91107923987092,7.4241694752046214
Ohio,OH,2020-07-19,74932,74932.0,4177.0,1087982.0,1162914.0,3174.0,9555.0,1162914,6.443468735,6.887246296,1110.0,23368.0,24478.0,42.0,4.534684206225998,4.750085587127696
Ohio,OH,2020-07-20,76168,76168.0,4216.0,1105744.0,1181912.0,3189.0,9610.0,1181912,6.444473023,6.888393697000001,1236.0,17762.0,18998.0,15.0,6.505947994525739,6.958675824794505
Ohio,OH,2020-07-21,77215,77215.0,4252.0,1122808.0,1200023.0,3219.0,9736.0,1200023,6.434460006,6.87695492,1047.0,17064.0,18111.0,30.0,5.781017061454365,6.1357243319268635
Ohio,OH,2020-07-22,78742,78742.0,4333.0,1142853.0,1221595.0,3235.0,9864.0,1221595,6.445835158,6.8899499760000005,1527.0,20045.0,21572.0,16.0,7.078620433895791,7.617859815415315
Ohio,OH,2020-07-23,80186,80186.0,4367.0,1164840.0,1245026.0,3256.0,9968.0,1245026,6.44050807,6.883863878,1444.0,21987.0,23431.0,21.0,6.162775809824591,6.567517169236367
Ohio,OH,2020-07-24,81746,81746.0,4437.0,1185882.0,1267628.0,3297.0,10072.0,1267628,6.448737327000001,6.89326594,1560.0,21042.0,22602.0,41.0,6.902044066896734,7.413743940690049
Ohio,OH,2020-07-25,83184,83184.0,4449.0,1210638.0,1293822.0,3297.0,10145.0,1293822,6.429323354,6.871087807,1438.0,24756.0,26194.0,0.0,5.4898068259906845,5.808692842139279
Ohio,OH,2020-07-26,84073,84073.0,4500.0,1242358.0,1326431.0,3307.0,10199.0,1326431,6.3382867260000015,6.767212027,889.0,31720.0,32609.0,10.0,2.726241221748597,2.8026481715006306
Ohio,OH,2020-07-27,85177,85177.0,4549.0,1258921.0,1344098.0,3344.0,10285.0,1344098,6.337112324,6.765873315,1104.0,16563.0,17667.0,37.0,6.248938699269825,6.665459155950009
Ohio,OH,2020-07-28,86497,86497.0,4601.0,1312236.0,1398733.0,3382.0,10425.0,1398733,6.1839536210000015,6.591573467000001,1320.0,53315.0,54635.0,38.0,2.4160336780452094,2.475851073806621
Ohio,OH,2020-07-29,87893,87893.0,4680.0,1332944.0,1420837.0,3422.0,10553.0,1420837,6.186001631,6.593900419,1396.0,20708.0,22104.0,40.0,6.315598986608759,6.741355997682056
Ohio,OH,2020-07-30,89626,89626.0,4764.0,1356846.0,1446472.0,3442.0,10678.0,1446472,6.196179394,6.6054659110000005,1733.0,23902.0,25635.0,20.0,6.760288667836941,7.2504392937829465
Ohio,OH,2020-07-31,91159,91159.0,4826.0,1377175.0,1468334.0,3489.0,10790.0,1468334,6.208328623,6.619274965,1533.0,20329.0,21862.0,47.0,7.012167230811453,7.5409513502877665
Ohio,OH,2020-08-01,92087,92087.0,4869.0,1400816.0,1492903.0,3515.0,10857.0,1492903,6.1683177,6.573811264,928.0,23641.0,24569.0,26.0,3.777117505799992,3.925383867010702
Ohio,OH,2020-08-02,93031,93031.0,4897.0,1424515.0,1517546.0,3529.0,10900.0,1517546,6.130357827999999,6.530713962,944.0,23699.0,24643.0,14.0,3.830702430710547,3.9832904341955357
Ohio,OH,2020-08-03,93963,93963.0,4966.0,1441580.0,1535543.0,3539.0,10992.0,1535543,6.119203435,6.518056577,932.0,17065.0,17997.0,10.0,5.178640884591877,5.46147084676238
Ohio,OH,2020-08-04,95106,95106.0,5065.0,1460706.0,1555812.0,3570.0,11119.0,1555812,6.112949379,6.510961138,1143.0,19126.0,20269.0,31.0,5.639153386945582,5.976158109379901
Ohio,OH,2020-08-05,96305,96305.0,5134.0,1478308.0,1574613.0,3596.0,11231.0,1574613,6.1161059889999985,6.5145423010000005,1199.0,17602.0,18801.0,26.0,6.377320355300251,6.811725940234065
Ohio,OH,2020-08-06,97471,97471.0,5198.0,1500568.0,1598039.0,3618.0,11366.0,1598039,6.099413093,6.495606997,1166.0,22260.0,23426.0,22.0,4.97737556561086,5.238095238095238
Ohio,OH,2020-08-07,98675,98675.0,5273.0,1524420.0,1623095.0,3652.0,11447.0,1623095,6.07943466,6.472953648,1204.0,23852.0,25056.0,34.0,4.805236270753512,5.0477947341941976
Ohio,OH,2020-08-08,99969,99969.0,5298.0,1544524.0,1644493.0,3668.0,11516.0,1644493,6.079016451,6.472479547000001,1294.0,20104.0,21398.0,16.0,6.047294139639218,6.436530043772383
Ohio,OH,2020-08-09,100848,100848.0,5352.0,1567700.0,1668548.0,3669.0,11565.0,1668548,6.044057467999999,6.432863431,879.0,23176.0,24055.0,1.0,3.6541259613385986,3.79271660338281
Ohio,OH,2020-08-10,101731,101731.0,5373.0,1585913.0,1687644.0,3673.0,11629.0,1687644,6.027989315,6.414664612999999,883.0,18213.0,19096.0,4.0,4.624005027230833,4.848185362103992
Ohio,OH,2020-08-11,102826,102826.0,5453.0,1604944.0,1707770.0,3708.0,11760.0,1707770,6.021068411,6.406827902000001,1095.0,19031.0,20126.0,35.0,5.440723442313425,5.753770164468499
Ohio,OH,2020-08-12,104248,104248.0,5523.0,1624132.0,1728380.0,3734.0,11901.0,1728380,6.031543988999998,6.4186901060000014,1422.0,19188.0,20610.0,26.0,6.899563318777292,7.410881801125703
Ohio,OH,2020-08-13,105426,105426.0,5570.0,1647881.0,1753307.0,3755.0,12023.0,1753307,6.012980043,6.397670706,1178.0,23749.0,24927.0,21.0,4.725799334055441,4.960208850898986
Ohio,OH,2020-08-14,106557,106557.0,5612.0,1672852.0,1779409.0,3784.0,12128.0,1779409,5.988336577,6.369780471,1131.0,24971.0,26102.0,29.0,4.333001302582177,4.529253934564094
Ohio,OH,2020-08-15,107674,107674.0,5658.0,1694676.0,1802350.0,3824.0,12210.0,1802350,5.974089383,6.353662882999999,1117.0,21824.0,22941.0,40.0,4.869011812911381,5.118218475073314
Ohio,OH,2020-08-16,108287,108287.0,5710.0,1721358.0,1829645.0,3826.0,12236.0,1829645,5.918470523,6.290789017000001,613.0,26682.0,27295.0,2.0,2.245832570067778,2.297428978337456
Ohio,OH,2020-08-17,109062,109062.0,5742.0,1739954.0,1849016.0,3832.0,12319.0,1849016,5.898380544,6.268096742999999,775.0,18596.0,19371.0,6.0,4.000825976975892,4.1675629167562915
Ohio,OH,2020-08-18,109910,109923.0,5818.0,1759075.0,1868998.0,3871.0,12436.0,1868998,5.881386711,6.248909228,861.0,19121.0,19982.0,39.0,4.308877990191172,4.50290256785733
Ohio,OH,2020-08-19,110881,110881.0,5882.0,1777589.0,1888470.0,3907.0,12529.0,1888470,5.871472674,6.237718618,958.0,18514.0,19472.0,36.0,4.919884963023828,5.174462568866804
Ohio,OH,2020-08-20,112003,112003.0,5940.0,1799356.0,1911359.0,3929.0,12615.0,1911359,5.859862014,6.224615918,1122.0,21767.0,22889.0,22.0,4.901917951854603,5.154591813295355
Ohio,OH,2020-08-21,113046,113046.0,5982.0,1823849.0,1936895.0,3955.0,12719.0,1936895,5.836454738,6.198210488,1043.0,24493.0,25536.0,26.0,4.084429824561404,4.258359531294656
Ohio,OH,2020-08-22,114165,114165.0,6032.0,1846463.0,1960628.0,3975.0,12778.0,1960628,5.8228792,6.182902122000001,1119.0,22614.0,23733.0,20.0,4.714953861711542,4.948262138498275
Ohio,OH,2020-08-23,114802,114802.0,6067.0,1869087.0,1983889.0,3978.0,12800.0,1983889,5.786714882,6.142143196,637.0,22624.0,23261.0,3.0,2.738489316882335,2.8155940594059405
Ohio,OH,2020-08-24,115651,115651.0,6085.0,1888549.0,2004200.0,3986.0,12859.0,2004200,5.770432092999999,6.123801924,849.0,19462.0,20311.0,8.0,4.1800009846881006,4.362347138012537
Ohio,OH,2020-08-25,116495,116495.0,6152.0,1911379.0,2027874.0,3996.0,12956.0,2027874,5.744686307,6.094814268,844.0,22830.0,23674.0,10.0,3.5650925065472667,3.6968900569426193
Ohio,OH,2020-08-26,117584,117584.0,6253.0,1930322.0,2047906.0,4044.0,13043.0,2047906,5.741669784,6.091418945,1089.0,18943.0,20032.0,48.0,5.436301916932907,5.74882542363934
Ohio,OH,2020-08-27,118828,118828.0,6339.0,1997461.0,2116289.0,4076.0,13150.0,2116289,5.614923104,5.948952195,1244.0,67139.0,68383.0,32.0,1.8191655820891157,1.8528723990527116
Ohio,OH,2020-08-28,120124,120124.0,6399.0,2020931.0,2141055.0,4105.0,13221.0,2141055,5.610505101,5.94399314,1296.0,23470.0,24766.0,29.0,5.232980699345878,5.521942905837239
Ohio,OH,2020-08-29,121320,121340.0,6429.0,2049786.0,2171126.0,4126.0,13288.0,2171126,5.588805072,5.919642343,1216.0,28855.0,30071.0,21.0,4.043763094010841,4.214174319875238
Ohio,OH,2020-08-30,122260,122262.0,6456.0,2074598.0,2196860.0,4128.0,13317.0,2196860,5.565306847,5.893286314,922.0,24812.0,25734.0,2.0,3.5828087355249867,3.715943898113816
Ohio,OH,2020-08-31,123155,123157.0,6491.0,2120947.0,2244104.0,4138.0,13376.0,2244104,5.48802551,5.806698612000001,895.0,46349.0,47244.0,10.0,1.8944204555075776,1.9310017476105203
Ohio,OH,2020-09-01,124606,124610.0,6562.0,2145059.0,2269669.0,4165.0,13479.0,2269669,5.49022787,5.809164223,1453.0,24112.0,25565.0,27.0,5.6835517308820656,6.0260451227604515
Ohio,OH,2020-09-02,125767,125767.0,6610.0,2166981.0,2292748.0,4176.0,13574.0,2292748,5.485426222,5.803788773,1157.0,21922.0,23079.0,11.0,5.013215477273712,5.277803120153271
Ohio,OH,2020-09-03,127112,127112.0,6641.0,2192416.0,2319528.0,4226.0,13663.0,2319528,5.48008043,5.797804796,1345.0,25435.0,26780.0,50.0,5.022404779686333,5.287988991547081
Ohio,OH,2020-09-04,128444,128444.0,6679.0,2221141.0,2349585.0,4248.0,13731.0,2349585,5.466667518,5.782793618,1332.0,28725.0,30057.0,22.0,4.431579998003793,4.637075718015666
Ohio,OH,2020-09-05,129785,129785.0,6706.0,2248125.0,2377910.0,4256.0,13808.0,2377910,5.457944161,5.773033083,1341.0,26984.0,28325.0,8.0,4.734333627537511,4.969611621701749
Ohio,OH,2020-09-06,130558,130558.0,6755.0,2273677.0,2404235.0,4259.0,13841.0,2404235,5.430334389,5.742152469,773.0,25552.0,26325.0,3.0,2.9363722697056027,3.0252035065748277
Ohio,OH,2020-09-07,131336,131336.0,6822.0,2294678.0,2426014.0,4276.0,13887.0,2426014,5.413653837000001,5.723504561,778.0,21001.0,21779.0,17.0,3.5722484962578633,3.7045854959287654
Ohio,OH,2020-09-08,131992,131992.0,6848.0,2317553.0,2449545.0,4298.0,13967.0,2449545,5.38842928,5.695317432,656.0,22875.0,23531.0,22.0,2.787811822701968,2.8677595628415298
Ohio,OH,2020-09-09,132965,132965.0,6919.0,2337599.0,2470564.0,4324.0,14083.0,2470564,5.3819694610000015,5.688101337999999,973.0,20046.0,21019.0,26.0,4.6291450592321235,4.853836176793376
Ohio,OH,2020-09-10,134086,134086.0,6980.0,2356265.0,2490351.0,4354.0,14164.0,2490351,5.384220939,5.690616293,1121.0,18666.0,19787.0,30.0,5.665335826552787,6.005571627558127
Ohio,OH,2020-09-11,135326,135326.0,7029.0,2383887.0,2519213.0,4403.0,14236.0,2519213,5.371756972999999,5.676695246,1240.0,27622.0,28862.0,49.0,4.2963065622617975,4.489175295054666
Ohio,OH,2020-09-12,136568,136568.0,7115.0,2430443.0,2567011.0,4411.0,14284.0,2567011,5.320117444,5.619057925,1242.0,46556.0,47798.0,8.0,2.598435080965731,2.667754961766475
Ohio,OH,2020-09-13,137405,137405.0,7209.0,2456425.0,2593830.0,4415.0,14314.0,2593830,5.29737878,5.593698159,837.0,25982.0,26819.0,4.0,3.120921734591148,3.2214610114694784
Ohio,OH,2020-09-14,138484,138484.0,7249.0,2484772.0,2623256.0,4419.0,14378.0,2623256,5.279088278,5.573308135,1079.0,28347.0,29426.0,4.0,3.6668252565758177,3.8063992662362858
Ohio,OH,2020-09-15,139485,139485.0,7367.0,2520046.0,2659531.0,4506.0,14481.0,2659531,5.24472172,5.535018012,1001.0,35274.0,36275.0,87.0,2.7594762232942798,2.8377842036627543
Ohio,OH,2020-09-16,140518,140518.0,7472.0,2548962.0,2689480.0,4555.0,14560.0,2689480,5.224727457,5.5127538189999985,1033.0,28916.0,29949.0,49.0,3.4491969681792383,3.5724166551390235
Ohio,OH,2020-09-17,141585,141585.0,7584.0,2576748.0,2718333.0,4580.0,14625.0,2718333,5.208523018,5.494716596,1067.0,27786.0,28853.0,25.0,3.6980556614563476,3.84006334125099
Ohio,OH,2020-09-18,142596,142596.0,7674.0,2610509.0,2753105.0,4608.0,14687.0,2753105,5.179461009,5.462383007000001,1011.0,33761.0,34772.0,28.0,2.9075117910962844,2.9945795444447736
Ohio,OH,2020-09-19,143547,143547.0,7747.0,2645148.0,2788695.0,4612.0,14750.0,2788695,5.147461447,5.4268040960000015,951.0,34639.0,35590.0,4.0,2.6720989041865693,2.745460319293282
Ohio,OH,2020-09-20,144309,144309.0,7804.0,2680988.0,2825297.0,4615.0,14773.0,2825297,5.107746194,5.382679818,762.0,35840.0,36602.0,3.0,2.081853450631113,2.1261160714285716
Ohio,OH,2020-09-21,145165,145165.0,7856.0,2710996.0,2856161.0,4623.0,14829.0,2856161,5.082521609,5.354674076,856.0,30008.0,30864.0,8.0,2.7734577501296007,2.852572647294055
Ohio,OH,2020-09-22,145850,145850.0,7962.0,2742937.0,2888787.0,4635.0,14899.0,2888787,5.048831915,5.317293106,685.0,31941.0,32626.0,12.0,2.099552504137804,2.144579067655991
Ohio,OH,2020-09-23,146753,146753.0,8041.0,2784446.0,2931199.0,4687.0,14977.0,2931199,5.006586042,5.270455954,903.0,41509.0,42412.0,52.0,2.129114401584457,2.1754318340600833
Ohio,OH,2020-09-24,147744,147744.0,8112.0,2807971.0,2955715.0,4715.0,15051.0,2955715,4.998587482,5.261592801,991.0,23525.0,24516.0,28.0,4.042258117147985,4.212539851222105
Ohio,OH,2020-09-25,148894,148894.0,8211.0,2846699.0,2995593.0,4734.0,15127.0,2995593,4.970434902,5.230408975,1150.0,38728.0,39878.0,19.0,2.8837955765083505,2.9694278041726916
Ohio,OH,2020-09-26,150009,150009.0,8338.0,2883978.0,3033987.0,4740.0,15185.0,3033987,4.944286182,5.201461315,1115.0,37279.0,38394.0,6.0,2.9040995988956606,2.9909600579414684
Ohio,OH,2020-09-27,150809,150809.0,8408.0,2920378.0,3071187.0,4741.0,15216.0,3071187,4.910446677,5.164023287,800.0,36400.0,37200.0,1.0,2.1505376344086025,2.197802197802198
Ohio,OH,2020-09-28,151802,151802.0,8521.0,2954374.0,3106176.0,4746.0,15307.0,3106176,4.887102341,5.138212021,993.0,33996.0,34989.0,5.0,2.8380348109405813,2.9209318743381574
Ohio,OH,2020-09-29,152907,152907.0,8642.0,2988470.0,3141377.0,4783.0,15413.0,3141377,4.867515106,5.116564663999999,1105.0,34096.0,35201.0,37.0,3.139115366040737,3.2408493664946034
Ohio,OH,2020-09-30,153987,153987.0,8796.0,3011948.0,3165935.0,4804.0,15516.0,3165935,4.863871178999999,5.112538463,1080.0,23478.0,24558.0,21.0,4.397752259956023,4.600051111679019
Ohio,OH,2020-10-01,155314,155314.0,8876.0,3084883.0,3240197.0,4817.0,15606.0,3240197,4.793350528,5.034680408,1327.0,72935.0,74262.0,13.0,1.786916592604562,1.8194282580379793
Ohio,OH,2020-10-02,156809,156809.0,9012.0,3114939.0,3271748.0,4905.0,15688.0,3271748,4.792820229,5.034095371,1495.0,30056.0,31551.0,88.0,4.738360115368768,4.974048442906574
Ohio,OH,2020-10-03,157966,157966.0,9074.0,3160809.0,3318775.0,4925.0,15735.0,3318775,4.759768288,4.99764459,1157.0,45870.0,47027.0,20.0,2.4602887702809024,2.5223457597558316
Ohio,OH,2020-10-04,158907,158907.0,9145.0,3197768.0,3356675.0,4925.0,15767.0,3356675,4.734059747,4.969309844,941.0,36959.0,37900.0,0.0,2.4828496042216357,2.546064558023756
Ohio,OH,2020-10-05,159964,159964.0,9203.0,3228222.0,3388186.0,4931.0,15840.0,3388186,4.72122841,4.955173467,1057.0,30454.0,31511.0,6.0,3.3543841833010695,3.470808432389834
Ohio,OH,2020-10-06,161299,161299.0,9316.0,3266673.0,3427972.0,4947.0,15972.0,3427972,4.705376823,4.937714917,1335.0,38451.0,39786.0,16.0,3.355451666415322,3.471951314660217
Ohio,OH,2020-10-07,162723,162723.0,9442.0,3296146.0,3458869.0,4970.0,16091.0,3458869,4.704514683999999,4.936765544,1424.0,29473.0,30897.0,23.0,4.608861701783344,4.831540732195569
Ohio,OH,2020-10-08,164262,164262.0,9516.0,3325468.0,3489730.0,4983.0,16200.0,3489730,4.707011717,4.93951528,1539.0,29322.0,30861.0,13.0,4.986876640419948,5.248618784530387
Ohio,OH,2020-10-09,166102,166102.0,9622.0,3371860.0,3537962.0,4994.0,16301.0,3537962,4.694849747,4.92612386,1840.0,46392.0,48232.0,11.0,3.8148946757339526,3.9662010691498537
Ohio,OH,2020-10-10,167458,167458.0,9694.0,3416399.0,3583857.0,4997.0,16355.0,3583857,4.672563665,4.901593753999999,1356.0,44539.0,45895.0,3.0,2.954570214620329,3.044522777790251
Ohio,OH,2020-10-11,168749,168749.0,9790.0,3454572.0,3623321.0,4999.0,16399.0,3623321,4.657301961,4.884801938,1291.0,38173.0,39464.0,2.0,3.2713359010743974,3.3819715505723944
Ohio,OH,2020-10-12,170179,170179.0,9858.0,3491745.0,3661924.0,5005.0,16442.0,3661924,4.64725647,4.8737522360000005,1430.0,37173.0,38603.0,6.0,3.7043753076185784,3.8468781104565144
Ohio,OH,2020-10-13,171626,171626.0,9948.0,3527115.0,3698741.0,5017.0,16565.0,3698741,4.640119435,4.8659031530000005,1447.0,35370.0,36817.0,12.0,3.930249612950539,4.091037602487984
Ohio,OH,2020-10-14,173665,173665.0,10107.0,3552987.0,3726652.0,5033.0,16716.0,3726652,4.660080952,4.887859145,2039.0,25872.0,27911.0,16.0,7.305363476765433,7.881106988249846
Ohio,OH,2020-10-15,175843,175843.0,10216.0,3585136.0,3760979.0,5038.0,16824.0,3760979,4.675458172,4.904779066000001,2178.0,32149.0,34327.0,5.0,6.344859731406764,6.774705278546767
Ohio,OH,2020-10-16,177991,177991.0,10317.0,3625496.0,3803487.0,5054.0,16910.0,3803487,4.679679463,4.909424807,2148.0,40360.0,42508.0,16.0,5.0531664627834765,5.322101090188306
Ohio,OH,2020-10-17,180225,180225.0,10414.0,3674174.0,3854399.0,5067.0,17009.0,3854399,4.675826244,4.905184131,2234.0,48678.0,50912.0,13.0,4.387963544940289,4.589342207978964
Ohio,OH,2020-10-18,181787,181787.0,10542.0,3718862.0,3900649.0,5067.0,17061.0,3900649,4.660429585,4.888242694,1562.0,44688.0,46250.0,0.0,3.377297297297297,3.4953455066237025
Ohio,OH,2020-10-19,183624,183624.0,10627.0,3757943.0,3941567.0,5075.0,17172.0,3941567,4.658654793999999,4.886290186,1837.0,39081.0,40918.0,8.0,4.489466738354758,4.70049384611448
Ohio,OH,2020-10-20,185639,185639.0,10780.0,3793775.0,3979414.0,5083.0,17388.0,3979414,4.664983337,4.893252763,2015.0,35832.0,37847.0,8.0,5.324067957830211,5.623465059164992
Ohio,OH,2020-10-21,188005,188005.0,10907.0,3823508.0,4011513.0,5149.0,17523.0,4011513,4.686635691,4.917081382,2366.0,29733.0,32099.0,66.0,7.370946135393626,7.957488312649246
Ohio,OH,2020-10-22,190430,190430.0,11006.0,3864695.0,4055125.0,5161.0,17682.0,4055125,4.696032798,4.927426356000001,2425.0,41187.0,43612.0,12.0,5.560396221223517,5.8877801247966595
Ohio,OH,2020-10-23,192948,192948.0,11079.0,3908445.0,4101393.0,5184.0,17866.0,4101393,4.704450415,4.936694772,2518.0,43750.0,46268.0,23.0,5.442206276476182,5.755428571428571
Ohio,OH,2020-10-24,195806,195806.0,11278.0,3953963.0,4149769.0,5206.0,18006.0,4149769,4.718479511,4.95214548,2858.0,45518.0,48376.0,22.0,5.907888209029271,6.278834746693615
Ohio,OH,2020-10-25,198115,198115.0,11412.0,4001342.0,4199457.0,5206.0,18095.0,4199457,4.717633732,4.951213868,2309.0,47379.0,49688.0,0.0,4.646997262920625,4.873467147892526
Ohio,OH,2020-10-26,200231,200231.0,11493.0,4035432.0,4235663.0,5217.0,18235.0,4235663,4.727264657,4.96182317,2116.0,34090.0,36206.0,11.0,5.844335193061923,6.207098855969492
Ohio,OH,2020-10-27,202740,202740.0,11671.0,4079864.0,4282604.0,5239.0,18433.0,4282604,4.734035647,4.96928329,2509.0,44432.0,46941.0,22.0,5.3450075626850735,5.646831112711559
Ohio,OH,2020-10-28,205347,205347.0,11896.0,4108690.0,4314037.0,5256.0,18606.0,4314037,4.759973083,4.997870367,2607.0,28826.0,31433.0,17.0,8.293831323768014,9.043918684520918
Ohio,OH,2020-10-29,208937,208937.0,12073.0,4156153.0,4365090.0,5275.0,18800.0,4365090,4.786545066,5.027172965,3590.0,47463.0,51053.0,19.0,7.031908017158639,7.563786528453743
Ohio,OH,2020-10-30,212782,212782.0,12173.0,4201154.0,4413936.0,5291.0,18969.0,4413936,4.820686118,5.064846468,3845.0,45001.0,48846.0,16.0,7.871678335994758,8.54425457212062
Ohio,OH,2020-10-31,215697,215697.0,12341.0,4255983.0,4471680.0,5301.0,19132.0,4471680,4.823623336,5.068088853,2915.0,54829.0,57744.0,10.0,5.048143530063729,5.316529573765708
Ohio,OH,2020-11-01,219000,219000.0,12451.0,4305758.0,4524758.0,5303.0,19220.0,4524758,4.840037854,5.086212462,3303.0,49775.0,53078.0,2.0,6.2229172161724255,6.635861376192868
Ohio,OH,2020-11-02,221909,221909.0,12635.0,4342994.0,4564903.0,5340.0,19402.0,4564903,4.861198583999999,5.109585691,2909.0,37236.0,40145.0,37.0,7.24623240752273,7.812332151681169
Ohio,OH,2020-11-03,226138,226138.0,12788.0,4378577.0,4604715.0,5373.0,19615.0,4604715,4.9110096930000005,5.164645957,4229.0,35583.0,39812.0,33.0,10.622425399377072,11.884888851417811
Ohio,OH,2020-11-04,230209,230209.0,13090.0,4414207.0,4644416.0,5428.0,19801.0,4644416,4.956683467,5.2151836110000005,4071.0,35630.0,39701.0,55.0,10.254149769527215,11.425764804939657
Ohio,OH,2020-11-05,235170,235170.0,13289.0,4460636.0,4695806.0,5461.0,20015.0,4695806,5.008085939,5.272118146,4961.0,46429.0,51390.0,33.0,9.65362911072193,10.68513213724181
Ohio,OH,2020-11-06,240178,240178.0,13382.0,4460636.0,4700814.0,5494.0,20246.0,4700814,5.109285328,5.384389132000001,5008.0,0.0,5008.0,33.0,100.0,
Ohio,OH,2020-11-07,245727,245727.0,13556.0,4563181.0,4808908.0,5506.0,20395.0,4808908,5.109829508,5.384993495,5549.0,102545.0,108094.0,12.0,5.133494921087202,5.411282851431079
Ohio,OH,2020-11-08,250268,250268.0,13739.0,4618192.0,4868460.0,5517.0,20497.0,4868460,5.140598875,5.419177029,4541.0,55011.0,59552.0,11.0,7.625268672756583,8.254712693824871
Ohio,OH,2020-11-09,254974,254974.0,13879.0,4663152.0,4918126.0,5524.0,20651.0,4918126,5.184373072,5.467846641,4706.0,44960.0,49666.0,7.0,9.475294970402286,10.467081850533807
Ohio,OH,2020-11-10,261482,261482.0,14222.0,4702747.0,4964229.0,5547.0,21037.0,4964229,5.267323486,5.560197051,6508.0,39595.0,46103.0,23.0,14.11621803353361,16.436418739739867
Ohio,OH,2020-11-11,267356,267356.0,14846.0,4742427.0,5009783.0,5623.0,21290.0,5009783,5.336678255,5.63753538,5874.0,39680.0,45554.0,76.0,12.894586644422004,14.80342741935484
Ohio,OH,2020-11-12,274457,274457.0,14958.0,4792040.0,5066497.0,5658.0,21558.0,5066497,5.417095875,5.727352025,7101.0,49613.0,56714.0,35.0,12.520717988503721,14.312780924354504
Ohio,OH,2020-11-13,282528,282528.0,15190.0,4850253.0,5132781.0,5700.0,21856.0,5132781,5.504384465,5.825015726,8071.0,58213.0,66284.0,42.0,12.176392492909299,13.8646006905674
Ohio,OH,2020-11-14,290243,290243.0,15353.0,4904772.0,5195015.0,5714.0,22076.0,5195015,5.586952107,5.917563548,7715.0,54519.0,62234.0,14.0,12.396760613169649,14.151029916176011
Ohio,OH,2020-11-15,298096,298096.0,15546.0,4963930.0,5262026.0,5722.0,22265.0,5262026,5.665042324,6.005241814,7853.0,59158.0,67011.0,8.0,11.718971512139797,13.274620507792692
Ohio,OH,2020-11-16,305364,305364.0,15771.0,5013475.0,5318839.0,5742.0,22478.0,5318839,5.741177727,6.090865119,7268.0,49545.0,56813.0,20.0,12.792846707619734,14.669492380664042
Ohio,OH,2020-11-17,312443,312443.0,16056.0,5052077.0,5364520.0,5772.0,22846.0,5364520,5.824248954,6.184446516,7079.0,38602.0,45681.0,30.0,15.496595958932598,18.338428060722244
Ohio,OH,2020-11-18,318828,318828.0,16312.0,5052077.0,5370905.0,5827.0,23217.0,5370905,5.9362062820000006,6.310830179,6385.0,0.0,6385.0,55.0,100.0,
Ohio,OH,2020-11-19,326615,326615.0,16512.0,5149120.0,5475735.0,5890.0,23560.0,5475735,5.964770026,6.343122707999999,7787.0,97043.0,104830.0,63.0,7.42821711342173,8.024277897426915
Ohio,OH,2020-11-20,335423,335423.0,17272.0,5208766.0,5544189.0,5955.0,23958.0,5544189,6.049992163,6.439586651,8808.0,59646.0,68454.0,65.0,12.867034797090016,14.76712604365758
Ohio,OH,2020-11-21,343286,343286.0,17675.0,5266309.0,5609595.0,5984.0,24218.0,5609595,6.1196218270000005,6.51853129,7863.0,57543.0,65406.0,29.0,12.0218328593707,13.664563891350817
Ohio,OH,2020-11-22,351419,351419.0,18399.0,5320685.0,5672104.0,5996.0,24423.0,5672104,6.1955669360000005,6.604769875,8133.0,54376.0,62509.0,12.0,13.01092642659457,14.956966308665587
Ohio,OH,2020-11-23,363304,363304.0,19250.0,5320685.0,5683989.0,6020.0,24705.0,5683989,6.391708358,6.828143369,11885.0,0.0,11885.0,24.0,100.0,
Ohio,OH,2020-11-24,371840,371908.0,20604.0,5432384.0,5804292.0,6118.0,25069.0,5804292,6.407465372000001,6.846128697999999,8604.0,111699.0,120303.0,98.0,7.151941348096058,7.702844251067602
Ohio,OH,2020-11-25,382743,382743.0,21120.0,5474145.0,5856888.0,6274.0,25486.0,5856888,6.534920934,6.991831601,10835.0,41761.0,52596.0,156.0,20.60042588790022,25.945259931515054
Ohio,OH,2020-11-26,382743,382743.0,21120.0,5474145.0,5856888.0,6274.0,25486.0,5856888,6.534920934,6.991831601,0.0,0.0,0.0,0.0,,
Ohio,OH,2020-11-27,399808,399808.0,21726.0,5519733.0,5919541.0,6346.0,25960.0,5919541,6.75403718,7.243248904,17065.0,45588.0,62653.0,72.0,27.23732303321469,37.433096428884795
