"license_num","historicallicensenum","status","license_type","issued","expires","business_name","dba_name","comments","location_comments","opening","closing","patronsout","capacity","applicant","manager","day_phone","evening_phone","address","city","state","zip","gpsx","gpsy"
LB-99378,CV7AL0574,Active,CV7 All Alc.,2013-11-25,2020-12-31,"CALIFORNIA PIZZA KITCHEN,INC.",CALIFORNIA PIZZA KITCHEN,<STRONG><U></U></STRONG>,"800 Boylston St,Prudential Center #155; In one room on first floor, kitchen in rear, storage in basement. 175 patrons inside (168 seating, 7 standing), also, outdoor seasonal patio, for 26 patrons, which will close at 10:00 p.m.",,"1:00 AM","1:30 AM",175.00," CALIFORNIA PIZZA KITCHEN, INC.", SARAH DIONNE,,,"800     Boylston ST",Boston,MA,"02199",769309.897281354,2951861.40995205
LB-98978,CV7AL0099,Active,CV7 All Alc.,2013-11-25,2020-12-31,"KBG, INC.",KELLEHER'S BAR & GRILLE,,"1410 and 1412 Centre Street - Rear entrance from alley on Knoll Street - Rear entrance for stock; In three rooms on first floor (one of which will be for stock) and Cellar for stock. Capacity breakdown: 62 seated, 37 standing.",,"1:00 AM","1:30 AM",99.00," KBG, INC.", MICHAEL DELAMERE,,"6178727978","1410-1420   Centre ST",Roslindale,MA,"02131",754599.970698491,2932348.29653485
LB-99427,CV7AL0629,Active,CV7 All Alc.,2013-11-25,2020-12-31,"CARMAC, INC.","6B/Emmetts",,IN TWO ROOMS ON  FIRST FLOOR; KITCHEN AND STORAGE IN TWO ROOMS IN BASEMENT.  Capacity breakdown: 120 @ Emmetts; 120 @ 6-B Side.,,"2:00 AM","2:30 AM",240.00," CARMAC, INC.", ELIZABETH C. PALMER,,(781)631-6263,"6    Beacon ST",Boston,MA,"02108",774679.165117189,2955839.95226872
LB-99485,CV7ALR0001,Active,CV7 All Alc. Restrict.,2013-11-25,2020-12-31,"BUDGIE'S BOY'S, INC.",BIRCH STREET BISTRO,,"14B BIRCH STREET, ROSLINDALE, MA. 02131. IN ONE ROOM ON THE FIRST FLOOR; KITCHEN AND STORAGE IN THE BASEMENT ALSO TO INCLUDE AN OUTDOOR SEASONAL PATIO ON PRIVATE PROPERTY FROM APRIL THROUGH OCTOBER FOR 38 PATRONS BETWEEN THE HOURS OF 11:00 A.M. - 11:00 P.M.",,MIDNIGHT,"12:30 AM",118.00," BUDGIE'S BOY'S, INC.", MARK GARUFI,,"6179225666","14B     Birch ST",Roslindale,MA,"02131",756294.698114864,2929749.72156002
LB-99242,CV7AL0408,Active,CV7 All Alc.,2013-11-25,2020-12-31,"BOSTON ATHLETIC CLUB, INC.",BOSTON ATHELETIC CLUB,ALCOHLIC BEVERAGES TO BE SERVED ONLY IN CONJUNCTION WITH BRUNCH ON SUNDAYS FROM 11AM TO NOON Request granted on 28 84,Unnumbered exits; in whole of said building.,,"1:00 AM","1:30 AM",101.00," BOSTON ATHLETIC CLUB, INC."," JOHN C. PAPPAS, III",,(508)954-8525,"653    Summer ST",Boston,MA,"02210",779574.506241754,2949185.65949453
LB-102032,RETMW0052,Active,Retail Malt Wine,2013-11-25,2020-12-31,WINSTON BROS. INC.,WINSTON FLOWERS,LICENSED TO SELL WINE ONLY TO BE USED GIFT BASKETS ONLY,"In one room on first floor, storage in the rear.",,"6:00 PM",,0.00, WINSTON BROS. INC., David Winston,,"6172447324","160    Southampton ST",Roxbury,MA,"02118",773342.74463594,2946500.13357203
LB-99349,CV7AL0539,Active,CV7 All Alc.,2013-11-25,2020-12-31,"224 BOSTON RESTAURANT LLC","224 BOSTON",Alcoholic beverages to be served only in conjunction with food,"Two connected rooms with entrances on Boston Street - Kitchen on the first floor, outside patio, and basement for stock.",,"1:00 AM","1:30 AM",84.00, 224 BOSTON RESTAURANT LLC, ERIC AULENBACK,,,"224    Boston ST",Dorchester,MA,"02125",774927.999997422,2942770.00000055
LB-102064,RETMW0095,Active,Retail Malt Wine,2013-11-25,2020-12-31,VINE INVESTMENTS INC.,HOLLYWOOD MARKET,,"ONE ROOM RETAIL AREA LOCATED AT STREET LEVEL; MAIN ENTRANCE ON PEARL STREET WITH DELIVERY ENTRANCE IN REAR; STORAGE ROOM, OFFICE IN BASEMENT.  WALK IN COOLER ON MAIN FLOOR.",,"10:00 PM",,0.00, VINE INVESTMENTS INC., EMAD PASALY,,(781)985-6446,"137   Pearl ST",Boston,MA,"02110",776774.98985514,2954593.54141957
LB-99431,CV7AL0632,Active,CV7 All Alc.,2013-11-22,2020-12-31,CASA CANA RESTAURANT LLC,CASA CANA,INDOOR SEATING 81 PERSONS COURTYARD 146 PERSONS,,,"2:00 AM","2:30 AM",81.00, CASA CANA RESTAURANT LLC, HEATH LANDRY,,,"1234     Soldiers Field RD",Brighton,MA,"02134",754437.480682343,2957771.00014253
LB-101657,INNAL0043,Active,Inn. All Alc.,2013-11-22,2020-12-31,"LHO ONYX ONE LESSEE, L.L.C.",KIMPTON ONYX HOTEL,,IN WHOLE OF SAID BUILDING.  SEE ISD CERTIFICATE FOR A MORE COMPLETE DESCRIPTION OF THE PREMISES.,,"2:00 AM","2:30 AM",0.00," Back Street Boston Lessee, LLC", JESSICA MARIE LAVIN,(860)857-2308,,"155    Portland ST",Boston,MA,"02114",774716.438973218,2958052.22974278
LB-99417,CV7AL0615,Active,CV7 All Alc.,2013-11-22,2020-12-31,"NO. 9 PARK, L.L.C.",NO. 9 PARK,,"In one room on the first floor, kitchen in the rear, storage in the basement.",,"1:00 AM","1:30 AM",120.00," NO. 9 PARK, LLC", BARBARA LYNCH,,,"9    Park ST",Boston,MA,"02108",774336.883612871,2955648.69233255
LB-99145,CV7AL0296,Active,CV7 All Alc.,2013-11-22,2020-12-31,"NEXT DROP,INC.",THE CORNER,       ,Rear emergency exit to alley; In one room and kitchen on first floor; Rear room for stock. ,,"2:00 AM","2:30 AM",99.00," NEXT DROP,INC.", DOUGLAS BACON,,"6172628417","33   Massachusetts AVE",Boston,MA,"02215",767127.84763816,2952941.60893802
LB-98957,CV7AL0077,Active,CV7 All Alc.,2013-11-22,2020-12-31,"BEDFORD DINING, INC.",WHITE HORSE TAVERN,PATIO CONDITIONS TO BE STAFFED ALL TIMES ALCOHOLIC BEVERAGES TO BE SERVED ONLY IN CONJUNCTION WITH MEALS,"IN ONE LARGE ROOM ON GROUND FLOOR, WITH KITCHEN AND STORAGE AREA AND TO INCLUDE AN OUTDOOR PATIO FOR 40 PATRONS ON PRIVATE PROPERTY BETWEEN THE HOURS OF 11:00 A.M. - 11:00 P.M.",,"2:00 AM","2:30 AM",400.00," BEDFORD DINING, INC.", DOUGLAS BACON,,"782-6006","116-120   Brighton AVE",Allston,MA,"02134",756017.074187815,2953732.64141876
LB-102008,RETMW0003,Active,Retail Malt Wine,2013-11-22,2020-12-31,TESORITO MARKET LIMITED PARNERSHIP,TESORITO MARKET,Board acknowledges granted petition to open 10 on Sundays No singles be sold,"ONE (1) FLOOR (+/-1,250 SF) WITH SALES AREA (+/-620 SF); WINE DISPLAY AT FRONT OF STORE; BEER COLLER (+/-165 SF) AT REAR OF STORE; KITCHEN AND STORAGE.  ENTRANCE IN FRONT OF MERIDIAN STREET.  ",,"11:00 PM",,0.00, TESORITO MARKET LIMITED PARTNERSHIP, ANA HILDA BENAVIDES,(617)816-9074,,"465    Meridian ST",East Boston,MA,"02128",780693.543842792,2964745.53867702
LB-98932,CV7AL0051,Active,CV7 All Alc.,2013-11-22,2020-12-31,"CANTONA, INC.",GLOBE,Refer to document 45L conditions ALCOHOLIC BEVERAGES BE SERVED ONLY IN CONJUNCTION WITH MEALS ALCOHOLIC BEVERAGES BE SERVED IN CONJUNCTION WITH BRUNCH ON SUNDAYS 10 00 100 Outside 2nd floor,,,"2:00 AM","2:30 AM",335.00," CANTONA, INC.", JOSEPH DUNNE,,(781)662-4119,"384   Boylston ST",Boston,MA,"02116",771894.207962602,2953351.3340584
LB-99066,CV7AL0203,Active,CV7 All Alc.,2013-11-22,2020-12-31,"Jia Ho Restaurant, Inc.",EMPIRE GARDEN RESTAURANT,,ON THE SECOND FLOOR IN THREE ROOMS WITH KITCHEN AND STORAGE IN THE REAR.,,"2:00 AM","2:30 AM",801.00," JIA HO RESTAURANT, INC.", QIAN WANG,,,"680-698   Washington ST",BOSTON,MA,"02111",,
LB-99164,CV7AL0322,Active,CV7 All Alc.,2013-11-22,2020-12-31,"EDDIE V'S HOLDINGS, LLC",EDDIE V'S,PATIO CONDITIONS CLOSING HOUR 10 00 PM SUNDAY THURSDAY 11 FRIDAY SATURDAY ALCOHOLIC BEVERAGES TO BE SERVED ONLY IN CONJUNCTION WITH MEALS TO BE STAFFED ALL TIMES ALCOHOLIC BEVERAGES TO BE SERVED IN CONJUNCTION WITH BRUNCH ON SUNDAYS,IN ONE LARGE ROOM WITH KITCHEN & STORAGE ON BELVEDERE ARCADE/HUNTINGTON AVE SIDE OF PRUDENTIAL CENTER WITH AN OUTDOOR SEASONAL PATIO ON STREET LEVEL AREA REAR OF ALONG BELVEDERE ARCADE/HUNTINGTON AVE. SIDE OF PRUDENTIAL CENTER FROM APRIL - OCTOBER.  Capacity breakdown: street level - 61; arcade leve,,"12:00 AM","12:30 AM",380.00," EDDIE V'S HOLDINGS, LLC", DAVID CROWE,,,"800     Boylston ST",Boston,MA,"02199",769309.897281354,2951861.40995205
LB-99804,CV7MWL0158,Active,CV7 Malt Wine Liq.,2013-11-22,2020-12-31,"KLK, INC.",TEN TABLES,ALCOHOLIC BEVERAGES TO BE SERVED ONLY IN CONJUNCTION WITH MEALS,IN ONE LARGE ROOM ON THE FIRST FLOOR; KITCHEN IN THE REAR; AND TO INCLUDE A SERVICE BAR FOR EMPLOYEES AND A BAR FOR PATRONS; STORAGE IN THE BASEMENT.,,,"12:30 AM",36.00," KLK, INC.", KRISTA L. KRANYAK,,(617)627-9482,"597   Centre ST",Jamaica Plain,MA,"02130",760481.211311966,2939982.93497396
LB-98934,CV7AL0053,Active,CV7 All Alc.,2013-11-22,2020-12-31,MUSEUM OF SCIENCE,BOSTON MUSEUM OF SCIENCE,       ,The entire building located within the City of Boston.,,"1:00 AM","1:30 AM",3957.00, MUSEUM OF SCIENCE, ANDREW LAMBROS,,(617)589-3194,"1   Science PARK",Boston,MA,"02114",772207.258887746,2959183.56827873
LB-99658,CV7MW0483,Active,CV7 Malt Wine,2013-11-22,2020-12-31,"ROCK LOBSTER CO., INC.",YANKEE LOBSTER FISH MARKET,,In one room on the first floor; Kitchen and storage in the rear and to include an outdoor annual (year round) patio for 14 patrons on the side courtyard and 20 patrons in front of sidewalk between the hours of 10:00 AM – 11:00 PM. DPW land. ,,"1:00 AM","1:30 AM",32.00," ROCK LOBSTER CO., INC.", JOSEPH ZANTI,,(978)664-0316,"300   Northern AVE",Boston,MA,"02210",781641.041050304,2952187.90845645
LB-101880,RETAL0058,Active,Retail All Alc.,2013-11-22,2020-12-31,"BOSTON LIQUOR GROUP, INC.",EASTSIDE MARKET,,In one room on first floor; cellar for stock,,"11:00 PM",,0.00," BOSTON LIQUOR GROUP II, INC.", TANZILA SHARMIN,(617)269-7424,,"474  E Eighth ST",South Boston,MA,"02127",779988.000002131,2946160.00000371
LB-99676,CV7MW0523,Active,CV7 Malt Wine,2013-11-22,2020-12-31,TASTY BURGER CORPORATION,TASTY BURGER,,ONE ROOM ON GROUND FLOOR WITH KITCHEN ON RIGHT SIDE AND HALLWAY TO RESTROOMS IN REAR; MAIN ENTRANCE ON BOYLSTON STREET AND EMERGENCY EXIT IN REAR; AND TO INCLUDE A SEASONAL OUTDOOR PATIO ALONG BOYLSTON STREET ON PRIVATE PROPERTY FOR 30 PATRONS BETWEEN THE HOURS OF 11:00 A.M. - 11:00 P.M.  Capacity b,,"2:00 AM","2:30 AM",77.00, TASTY BURGER CORPORATION, PHILLIP J. AUDINO III,(617)450-9000,,"1301     Boylston ST",Boston,MA,"02215",764766.99998796,2950920.00000814
LB-99226,CV7AL0389,Active,CV7 All Alc.,2013-11-22,2020-12-31,"5 NSQ, LLC",CIAO BELLA,,,,"1:00 AM","1:30 AM",103.00," 5 NSQ, LLC", NICHOLAS FRATTAROLI,,,"5    North SQ",Boston,MA,"02113",776816.715935186,2957982.95220672
LB-99783,CV7MWL0131,Active,CV7 Malt Wine Liq.,2013-11-22,2020-12-31,"552 TREMONT LLC",THE BUTCHER SHOP,,"IN ONE ROOM ON THE FIRST FLOOR CAFE AND KITCHEN, ENTRANCE/EXIT TREMONT STREET AND WALTHAM STREET; BASEMENT FOR STORAGE.",,"1:00 AM","1:30 AM",30.00, 552 TREMONT LLC, BARBARA LYNCH,,(781)729-9348,"552     Tremont ST",Roxbury,MA,"02118",772018.930490717,2950585.95216784
LB-101648,INNAL0035,Active,Inn. All Alc.,2013-11-22,2020-12-31,"BAYSIDE CLUB HOTEL, LLC",CLUB HOTEL BY DOUBLETREE,No Alcohol with room service Alcohol in lounge area only,"In whole of said building, ground floor with function room with bar, kitchen and prep area storage, first level comprised of restaurant with dining area, lounge, bar and kitchen and hotel lobby; floors one through six are comprised of 6 guest rooms per fl",,"2:00 AM","2:30 AM",0.00," BAYSIDE CLUB HOTEL, LLC", CONRAD MCKAY,,(617)212-2822,"240     Mount Vernon ST",Dorchester,MA,"02125",779218.285633415,2941609.09420747
LB-99390,CV7AL0586,Active,CV7 All Alc.,2013-11-22,2020-12-31,THE BLUES CORPORATION,PORTER BELLYS,Rear alley to be kept locked No signs in window Trash stored inside pickup times week Alcoholic Beverages served conjunction with brunch on Sundays 10 00 Noon,"338 Washington Street; In one bi-level room on the first floor and storage in the basement.",,"2:00 AM","2:30 AM",120.00, THE BLUES CORPORATION, THOMAS DEVLIN,,(617)630-1879,"338    Washington ST",Brighton,MA,"02135",750095.000006288,2952360.00000948
LB-99447,CV7AL0668,Active,CV7 All Alc.,2013-11-22,2020-12-31,"443 BROADWAY, LLC",CAPO,,"IN THREE ROOMS ON GROUND FLOOR WITH KITCHEN IN BACK RIGHT, MAIN ENTRANCE OFF WEST BROADWAY AND EMERGENCY EXITS AT REAR OF RESTAURANT; BAR SEATING ON LEFT UPON ENTRANCE, LIVE MUSIC AREA TOWARD REAR AND TWO PRIVATE DINING ROOM AREAS LOCATED BACK LEFT AND BACK RIGHT OF RESTAURANT; BASEMENT TO INCLUDE ",,"1:00 AM","1:30 AM",720.00," 443 BROADWAY, LLC", ERIC AULENBACK,(617)269-9999,,"439-441 W Broadway ",South Boston,MA,"02127",778597.491232842,2947846.64627728
LB-99648,CV7MW0455,Active,CV7 Malt Wine,2013-11-22,2020-12-31,"MALT, LLC",PICCO,PATIO CLOSING HOUR 11 00,,,"1:00 AM","1:30 AM",60.00, MALT LLC, ANTHONY LAWRENCE,,(617)927-0066,"530    Tremont ST",Boston,MA,"02116",772363.569379571,2950864.65134314
LB-99076,CV7AL0215,Active,CV7 All Alc.,2013-11-22,2020-12-31,"GAINSBOROUGH HOSPITALITY, INC.",Two Saints Tavern/Dos Diablos,"50 tables to be used all alcoholic beverages comsumption only in conjunction with meals","52A GAINSBOROUGH STREET, BOSTON, MA  02115.  IN THREE ROOMS, EACH WITH A BAR SEATING 20, 15 AND 13 RESPECTIVELY, WITH KITCHEN ON FIRST FLOOR;  CELLAR FOR STOCK.  ",,"2:00 AM","2:30 AM",286.00," GAINSBOROUGH HOSPITALITY, INC.", CHARLES HITCHCOCK III,,,"52   Gainsborough ST",Boston,MA,"02115",767723.801279062,2949835.87666708
LB-98893,CV7AL0006,Active,CV7 All Alc.,2013-11-22,2020-12-31,THE BOSTON LECO CORP.,LEGACY BOSTON,Must use mechanical counters to maintain occupancy numbers May provide bottle service,"IN TWO ROOMS AND KITCHEN ON 1ST BASEMENT LEVEL (FORMERLY FIRST FLOOR) WITH STAGE IN ONE ROOM (LEGACY BOSTON/CANDIBAR); ADDITIONAL ENTRANCE AT 275 TREMONT STREET BOSTON, MA 02116. CAPACITY FOR CANDIBAR IS 337; CAPACITY FOR LEGACY BOSTON IS 409 PERSONS.",,"2:00 AM","2:30 AM",746.00, THE BOSTON LECO CORP., GEORGE MICHAEL KALEVAS,,(781)396-7555,"71-79   Warrenton ST",Boston,MA,"02116",773531.823484549,2952890.18021204
LB-99711,CV7MWL0014,Active,CV7 Malt Wine Liq.,2013-11-22,2020-12-31,PUSHCART CAFE,PUSHCART CAFÉ,,"115 SALEM STREET; IN ONE ROOM ON THE GROUND FLOOR, STORAGE IN BASEMENT.",,"12:00 AM","12:30 AM",48.00, PUSHCART CAFE, ANGELO TRODELLA,,,"115    Salem ST",Boston,MA,"02113",776328.914846733,2958134.92231886
LB-99143,CV7AL0293,Active,CV7 All Alc.,2013-11-22,2020-12-31,"ROSA MEXICANO BOSTON, LLC",ROSA MEXICANO,temporary removable seasonal outdoor patio service bar was approved provided Board,IN ONE (1) LARGE ROOM ON FIRST FLOOR WITH KITCHEN AND STORAGE; ENTRANCE ON SEAPORT BOULEVARD AND WITH OUTDOOR PATIO ON PRIVATE PROPERTY FOR 150 PATRONS.,,"2:00 AM","2:30 AM",296.00," ROSA MEXICANO BOSTON, LLC", BARRY YOUNG JR.,,(781)964-9698,"155    Seaport BLVD",Boston,MA,"02210",779752.586849913,2952783.52138588
LB-99294,CV7AL0465,Active,CV7 All Alc.,2013-11-22,2020-12-31,"OZNEMOC, INC.",CENTERFOLDS,AS AGREED TO LICENSEE 3RD FLOOR PREMISES WILL NOT BE UTILIZED LARGE FUNCTIONS INCLUDING BUT NOT LIMITED TO BACHELOR PARTIES NOR WILL AVAILABILITY 3RD FLOOR BE MARKETED OR PROMOTED SUCH PURPOSES OZNEMOC INC SHALL FOREVER FORSAKE ANY REQUEST TO INCREASE CAPACITY FROM 394 BOARD GRANTED PETITION TO PROVIDE BOTTLE SERVICE ON PREMISES,"ENTIRE FIRST, SECOND AND THIRD FLOORS, AND CELLAR FOR STOCK.  Capacity breakdown: 1st fl - 113 seated; mezzanine - 93 seated; 2nd fl - 108 seated; 3rd fl - 80 seated.",,"2:00 AM","2:30 AM",394.00," OZNEMOC, INC.", DAVID M. WEINBERG,,(508)854-2498,"12-18   Lagrange ST",Boston,MA,"02116",774216.529148758,2953393.71975444
LB-101887,RETAL0068,Active,Retail All Alc.,2013-11-22,2020-12-31,"FIELDS STATION LIQUORS, INC.",SUPREME LIQUORS-FIELDS STATION,Board granted permission to open 10 00 am on Sundays,IN TWO LARGE ROOMS ON THE FIRST FLOOR; REAR ROOM FOR STOCK.,,"11:00 PM",,0.00," FIELDS STATION LIQUORS, INC.", EARLE B. STANDE,,(508)559-1584,"500-520   Geneva AVE",Dorchester,MA,"02122",774400.802908927,2934206.15663257
LB-99152,CV7AL0305,Active,CV7 All Alc.,2013-11-22,2020-12-31,"LOLA 42 RESTAURANT, LLC",LOLA 42,,"Approximately 3,771 rentable square feet (""Premises"") on the first floor of the 14 story building located at 22 Liberty Drive, Boston (public way). The operating hours of the restaurant will be Monday through Sunday 11:00 AM - 2:00 AM. The Premises also includes a seasonal outdoor patio (April - Oct",,"2:00 AM","2:30 AM",120.00," LOLA 42 RESTAURANT, LLC", MARCO COELHO,(508)380-3526,,"22   Liberty  DR",Boston,MA,"02210",779082.687109383,2954587.6019212
LB-98903,CV7AL0015,Active,CV7 All Alc.,2013-11-22,2020-12-31,"GEORGE ASSOCIATES, INC.",MCGANN'S PUB,ALCOHOLIC BEVARAGES TO BE SERVED IN CONJUNCTION WITH BRUNCH ON SUNDAYS 10 00,"In one room and kitchen on the first floor, with entrance on Portland St., and emergency exit to alley in rear and to main building lobby and cellar for stock.",,"2:00 AM","2:30 AM",180.00," GEORGE ASSOCIATES, INC.", PATRICK DECLAN MEHIGAN,,(617)778-0089,"197     Portland ST",Boston,MA,"02114",774615.884029135,2958161.04161489
LB-99709,CV7MWL0012,Active,CV7 Malt Wine Liq.,2013-11-22,2020-12-31,"BIG BAD DOG, LLC",Domenic's,,"54 SALEM STREET; IN ONE ROOM AND A KITCHEN ON THE FIRST FLOOR WITH STORAGE IN THE BASEMENT.",,"1:00 AM","1:30 AM",68.00," BIG BAD DOG, LLC", DAMIEN DIPAOLA,,(617)894-4462,"54    Salem ST",Boston,MA,"02113",776085.999998495,2957690.00001445
LB-99407,CV7AL0605,Active,CV7 All Alc.,2013-11-22,2020-12-31,"UVM.,INC.",BIDDY EARLY'S,       ,"REAR EMERGENCY EXIT; IN ONE ROOM AND KITCHEN ON THE FIRST FLOOR, CELLAR FOR STOCK.",,"2:00 AM","2:30 AM",57.00," UVM.,INC.", MARY E. VARDEN,,(617)654-9944,"141     Pearl ST",Boston,MA,"02110",776788.599871159,2954575.39111555
LB-99075,CV7AL0213,Active,CV7 All Alc.,2013-11-22,2020-12-31,"MOONSHINE KITCHEN, LLC",MOONSHINE 152,,"IN ONE ROOM ON GROUND FLOOR WITH KITCHEN AND RESTROOMS IN REAR; STORAGE IN BASEMENT; AND TO INCLUDE A SEASONAL OUTDOOR PATIO FROM APRIL - OCTOBER FOR 30 PATRONS ON PRIVATE PROPERTY BETWEEN THE HOURS OF 11:00 A.M. - MIDNIGHT. 82 SEATED, 38 STANDING.",,"2:00 AM","2:30 AM",120.00," MOONSHINE KITCHEN, LLC", ASIA B. CHEN MEI,(501)682-5445,,"152   Dorchester AVE",South Boston,MA,"02127",775971.454909843,2949852.37141861
LB-99148,CV7AL0301,Active,CV7 All Alc.,2013-11-22,2020-12-31,"CONTILLI'S, INC.",Eddie C's,       ,Side door for emergency exit - one room and kitchen first floor;cellar for stock.,,"2:00 AM","2:30 AM",92.00," CONTILLI'S, INC.", EDWARD CONTILLI JR.,,(978)468-2125,"34    Maverick SQ",East Boston,MA,"02128",780647.686914742,2960179.33467276
LB-99217,CV7AL0379,Active,CV7 All Alc.,2013-11-22,2020-12-31,"SLESAR BROS. BREWING COMPANY, INC.",Boston Beer Works,,In one (1) large room and kitchen and storage on first floor; entrance on Brookline Avenue with emergency exits to adjacent parking area.  Capacity breakdown per ISD: 220 seating; 200 standing.,,"1:00 AM","1:30 AM",420.00," SLESAR BROS. BREWING COMPANY, INC.", Joseph D. Slesar,(617)719-6260,,"61     Brookline AVE",Boston,MA,"02215",764545.999987751,2951790.00000896
LB-101571,GOPAL0011,Active,GOP All Alc.,2013-11-22,2020-12-31,"OLD TRAFFORD, INC.",PARADISE,PATIO CONDITIONS ALCOHOL TO BE SERVED ONLY IN CONJUNCTION WITH FOOD TO BE STAFFED ALL TIMES,IN WHOLE OF SAID BUILDING - BASEMENT FOR STORAGE IN ADDITION OF A MEZZANINE TO PARADISE ROOM AND TO INCLUDE AN OUTDOOR PATIO FOR 32 PATRONS BETWEEN THE HOURS OF 11:00 A.M. - 11:00 P.M.  Capacity breakdown: 1st fl - 576; mezzanine - 357; lounge - 66.,,"2:00 AM","2:30 AM",999.00," OLD TRAFFORD, INC.", PATRICK D. MEHIGAN,,(617)778-0089,"967   Commonwealth AVE",Boston,MA,"02215",759038.501742012,2953527.43924569
LB-99024,CV7AL0156,Active,CV7 All Alc.,2013-11-22,2020-12-31,DEV CORP.,DEVLIN'S,ALCOHOLIC BEVERAGES TO BE SERVED ONLY IN CONJUNCTION WITH MEALS PATIO CONDITIONS 10 00 PATIO CLOSING ALCOHOL SERVICE WITH FOOD ONLY ALCOHOLIC BEVERAGES SERVED IN CONJUNCTION WITH BRUNCH ON SUNDAYS 00A,"ONE ROOM AND KITCHEN ON FIRST FLOOR, STORAGE IN BASEMENT AND TO INCLUDE AN OUTDOOR SEASONAL PATIO WITH A PORTABLE BAR/WAIT STATION ON PRIVATE PROPERTY FROM APRIL THROUGH OCTOBER FOR 50 PATRONS BETWEEN THE HOURS OF 10:00 A.M. TO 10:00 P.M.",,"1:00 AM","1:30 AM",120.00, DEV CORP., PATRICK O'SULLIVAN,,(617)782-2099,"332    Washington ST",Brighton,MA,"02135",750145.680326343,2952351.56512947
LB-99256,CV7AL0423,Active,CV7 All Alc.,2013-11-22,2020-12-31,"DRAM, LLC",THE CITIZEN,PATIO CONDITIONS ALCOHOLIC BEVERAGES TO BE SERVED ONLY IN CONJUNCTION WITH MEALS 11 00 CLOSING,"IN ONE ROOM ON GROUND FLOOR WITH KITCHEN, OFFICE/STORAGE AND RESTROOMS IN REAR; MAIN ENTRANCE ON BOYLSTON STREET. AND EMERGENCY EXITS TO BOYLSTON AND JERSEY STREETS; AND TO INCLUDE AN OUTDOOR PATIO ALONG BOYLSTON STREET FOR 36 PATRONS ON PRIVATE PROPERTY. INSIDE CAPACITY 80 SEATED, 33 STANDING.",,"2:00 AM","2:30 AM",113.00," DRAM, LLC", PHILIP J. ANDINO III,,(617)304-2980,"1330   Boylston ST",Boston,MA,"02215",764631.712226485,2950640.71824866
LB-99013,CV7AL0142,Active,CV7 All Alc.,2013-11-22,2020-12-31,"BOSTON SPEAKEASY, INC.",THE HOPEWELL BAR & KITCHEN,Seasonal patio to be closed 00 PM,"In three rooms, kitchen and stockroom on the first floor with seasonal patio.",,"2:00 AM","2:30 AM",180.00," BOSTON SPEAKEASY, INC.", DOUGLAS BACON,,"7812393393","1277     Commonwealth AVE",Allston,MA,"02134",755259.174923107,2952716.26423381
LB-99334,CV7AL0516,Active,CV7 All Alc.,2013-11-22,2020-12-31,"KAY OASIS ENTERPRISES, INC.",KAY'S OASIS,Capacity restrictions configuration tables chairs maximum capacity is 300 nightclub 500,IN ONE ROOM FIRST FLOOR WITH MEZZANINE AND KITCHEN - STORAGE IN THE BASEMENT.,,"2:00 AM","2:30 AM",500.00," KAY OASIS ENTERPRISES, INC.", KAY CHAMBERS,,"298-3231","1117-1125   Blue Hill AVE",Dorchester,MA,"02124",766807.048373863,2929638.71502832
LB-99166,CV7AL0324,Active,CV7 All Alc.,2013-11-22,2020-12-31,"AMERICAN MULTI-CINEMA, INC.",AMC THEATRES BOSTON COMMON 19,,"A NINETEEN AUDITORIUM MOVIE THEATRE, LOBBY AND CONCESSIONS ARE WITH STORAGE AND SERVICE ROOMS OCCUPYING APPROXIMATELY 113,000 SQUARE FEET, WITH 5 ENTRANCES AND 5 EXITS.",,"1:00 AM","1:30 AM",4498.00," AMERICAN MULTI-CINEMA, INC.", SUSAN D. HALE,(617)423-5801,,"175    Tremont ST",Boston,MA,"02111",774010.062140569,2954018.02282703
LB-99404,CV7AL0603,Active,Inn. All Alc.,2013-11-22,2020-12-31,"Colwen Management, Inc.",AC HOTEL BY MARRIOTT CLEVELAND CIRCLE,,,,"2:00 AM","2:30 AM",0.00," COLWEN MANAGEMENT, INC.", VINCENT D. SASSONE,,,"395   Chestnut Hill Av",Brighton,MA,"02135",750660.687256604,2947216.47852793
LB-99202,CV7AL0361,Active,CV7 All Alc.,2013-11-22,2020-12-31,"500 BOYLSTON & 222 BERKELEY TRS (DE) LLC",Tico,,"In one room with an outdoor cafe on the first floor; kitchen and storage room in the rear.  MANAGEMENT AGREEMENT APPROVED BY BLB AND ABCC BETWEEN 222 BERKELEY RESTAURANT LLC AND GOOD ESSEN-222 BERKELEY, LLC. CAPACITY CEVICHE BAT 7 STOOLS, MAIN BAR 15 STOOLS, TABLE & CHAIRS 175, OUTSIDE COURTYARD 56",,"2:00 AM","2:30 AM",253.00, 500 BOYLSTON & 222 BERKELEY TRS (DE) LLC, MICHAEL SCHLOW,,,"222     Berkeley ST",Boston,MA,"02116",771559.957466289,2953163.80033024
