,Article Headline,Article Content
1369,[Boston City Councilors Call For Mental Health Interventions In Police Budget   ],"[
	Boston City Councilors heard testimony on Tuesday about an initiative in the Boston Police Department that would enlist trained clinical specialists to accompany police officers when they're responding to someone with likely mental health issues. City Council members want to see that program expanded. 
	 
	Twenty-two-year Boston Police veteran Sammy Silta told City Councilors that not so long ago, when it came to responding to situations involving someone with a mental health issue, ""The way we used to make the problem go away was to make the person go away — so we would arrest that person."" 
	 
	That, Silta says, has changed — partly thanks to a program that pays for mental health clinicians to accompany police officers. But right now, the program employs only two clinicians for the whole city, and it's funded by a temporary grant. 
	 
	City Councilors Annissa Essaibi-Goerge and Ayanna Pressley, who co-sponsored the resolution calling for Tuesday's hearing, want to see at least one clinician in every police district — and for the program to be part of the city's budget.  
	 
	Experts testified that mental health interventions saved taxpayer money otherwise spent on incarceration and emergency services. The Massachusetts Department of Mental Health estimated that mental health interventions in 93 cases saved about $375,000 in averted emergency service responses. , Isaiah Thompson is a reporter WGBH News.]"
1370,"[FULL SHOW: White House Drama, Setti Warren, Art of the Handshake]","[Former National Security Advisor Michael Flynn didn’t hang around the White House long enough to hear the words that made Donald Trump a reality TV star:  “You’re fired!”.  Flynn submitted his resignation last night as details emerged about a phone call he had with Russia’s U.S ambassador before Trump was sworn into office.  That’s a potential violation of federal law. With calls for investigations coming from both sides of the aisle, there are more questions being asked about a chaotic atmosphere in the White House.  Jim Braude (@jimbraude) is joined by two former chairs of the Massachusetts Republican Party, James Rappaport and Jennifer Nassour (@jennifernassour),  and New York Times political reporter Farah Stockman (@fstockman). , Jim talks to outgoing Newton Mayor Setti Warren (@settiwarren) about his interest in running for governor., In tonight’s “Greater Bostonian”, Stephanie Leydon (@stephanieleydon) introduces us to a woman who plans to bike from Seattle to Boston to raise money and awareness for a local charter school that has a unique mission., President Trump is challenging conventional thinking on many fronts, including the way we shake hands.  One visiting head of state was visibly baffled by the President’s approach to the hand to hand salutation.  Jim weighs in on what he thinks is proper etiquette when it comes to this form of greeting one another., Coverage from the GBH Newsroom.]"
1371,[White House Drama],"[Former National Security Advisor Michael Flynn didn’t hang around the White House long enough to hear the words that made Donald Trump a reality TV star:  “You’re fired!”.  Flynn submitted his resignation last night as details emerged about a phone call he had with Russia’s U.S ambassador before Trump was sworn into office.  That’s a potential violation of federal law. With calls for investigations coming from both sides of the aisle, there are more questions being asked about a chaotic atmosphere in the White House.  Jim Braude (@jimbraude) is joined by two former chairs of the Massachusetts Republican Party, James Rappaport and Jennifer Nassour (@jennifernassour),  and New York Times political reporter Farah Stockman (@fstockman). , Coverage from the GBH Newsroom.]"
1372,[One-on-One with Newton Mayor Setti Warren],"[Jim talks to outgoing Newton Mayor Setti Warren (@settiwarren) about his interest in running for governor., Coverage from the GBH Newsroom.]"
1373,[An Off-Road Journey Helps Students Get Back On Track],"[For Cris Rothfuss, the road less travelled is always her first choice.  Once a competitive off-road cyclist, she’s training for a two-wheeled challenge of her own design.  This summer, she’ll start in Seattle and bike to Boston.  It’s a distance of 3,000 miles.  Unless you take Rothfuss’ route.  She’s adding an extra 2000 miles., “Five thousand miles over the course of three months,” explained Rothfuss, “all sorts of terrain, all sorts of challenges.”, Rothfuss is training with a small team of cyclists who met at a Lexington cycle and coffee shop called Ride Studio Café.   The space smells of expresso and rubber tires.  A chalkboard on the wall features information about winter rides.   It’s a starting point for Rothfuss and her team who often ride along the miles of dirt paths connecting Lexington and Concord.     They navigate rocks, mud, water and on a recent winter day an invisible sheet of ice.  , “I’ve never ridden cross country” said Rothfuss, “but I expect the challenge is going to be perseverance and some ability to grapple with challenge.”, Rothfuss is riding to raise money and awareness for young people on their own journey to overcome difficult odds:  students at Boston Day and Evening Academy in Roxbury.  It’s a charter school that offers young people one last chance to earn a high school diploma.   They’ve struggled with poverty, violence and hunger.  They have either dropped out of a traditional high school or, like 18-year-old Rachel Pizarro, been close to giving up., “You just hit the point where you don’t want to do anything anymore,” said Pizarro.  “I stopped coming to school.”, She transferred to Boston Day and Evening Academy, graduated and is about to start college. , “They always find a way to work around whatever struggle you have and not every school does that,” said Pizarro., Rothfuss made a connection through her friendship with the head of Boston Day and Evening Academy.     She visits regularly and says the students journey to graduation is more arduous than the one she’s training to tackle., “I find it so compelling that these young adults – who are either getting an education or not as they enter their adult lives – one school is worried about them,” said Rothfuss., When she hits the road Rothfuss will become and ambassador of sorts, stopping at similar schools along way to foster a connection among students who didn’t choose their path, but like Rothfuss, need to figure out a way to reach their goal., More information about the REAL ride here., Stephanie Leydon is a feature reporter for WGBH News.]"
1374,[IMHO: Art of the Handshake],"[President Trump is challenging conventional thinking on many fronts, including the way we shake hands.  One visiting head of state was visibly baffled by the President’s approach to the hand to hand salutation.  Jim weighs in on what he thinks is proper etiquette when it comes to this form of greeting one another., Coverage from the GBH Newsroom.]"
1375,[Meet The Man Who Makes The Soundtracks For All Your Favorite Shows],"[If you've ever watched the Netflix political drama House of Cards, you'll know the theme song not only introduces the show but aptly sets the mood for a tale rife with corruption, perversion, power, and sometimes murder., The man who has given us this theme — and many other compositions for both television and the big screen — is Jeff Beal., Yesterday, Beal was at Symphony Hall with members of the Boston Symphony Orchestra recording the score to ""Boston,"" a new feature-length documentary about the Boston Marathon. Its world premiere is April 15 at the Boch Center’s Wang Theatre. The Boston Pops Esplanade Orchestra will perform the full score live, and Beal will be conducting., Beal joined Boston Public Radio to discuss his work, the upcoming film, and more. To hear the interview, tune in to Boston Public Radio above., Members of the production team of our 89.7 midday show Boston Public Radio.]"
1376,[Senate Conflicts Aren't New — And They Used To Be Much Bloodier],"[The hashtags are new, but the conflict is old-school., When Mitch McConnell silenced Elizabeth Warren on the senate floor, it reminded Harvard Historian Nancy Koehn of another heated exchange that happened there in 1856., In that year, Rep. Preston Brooks attacked Sen. Charles Sumner with a walking cane in response to a speech he’d given supporting his abolitionist position., “Charles Sumner was an outspoken abolitionist — a senator from Massachusetts who had, from early in the 1850s, really spoken out against slavery, and then [spoke] out against all the different aspects of government legislation that seemed to be reinforcing what he and many people ... called the slave power,” Koehn told Boston Public Radio., The conflict really began with the Kansas-Nebraska act of 1854, which turned the process of deciding the legality of slavery on its head, according to Koehn., “It said all this land, most of which was north of the boundary set for the expansion of slavery in 1820 ... would be subject not to congressional mandate or lawmaking about slavery but to popular sovereignty,” Koehn said. “In other words, the citizens or the residents of those territories would vote on whether slavery was legal or not in those territories.”, Sumner was vocally opposed to the act, according to Koehn, which formed the basis of his conflict with Brooks. Brooks bloodied Sumner with a cane after Sumner insulted his cousin in a passionate speech., So can we draw an comparisons between Sumner's caning and the silencing of  Senator Warren?, “Regardless of how frustrated we might be in current times with Congress,"" Koehn says, ""we think about the Senate as having at least some wisps and some slight sense of augustness about it” ., Nancy Koehn is an historian at the Harvard Business School, where she holds the James E. Robison Chair of Business Administration. Her forthcoming book is ""Forged in Crisis: The Power of Courageous Leadership in Turbulent Times."" To listen to her interview on BPR in its entirety, click on the audio link above., Molly Boigon is a former associate producer and reporter for Learning Curve, WGBH’s K-12 education desk. She has also worked for Boston Public Radio and WGBH’s higher education desk, On Campus. Her interests include jazz, yoga and public records requests. Before joining WGBH, she worked at SiriusXM, WZBC and WAAF. She has a degree in Applied Psychology and Human Development from Boston College’s Lynch School of Education.]"
1377,"[Protesters, Counter-Protesters Rally Outside Planned Parenthood In Boston For Day Of Action]","[Dozens of anti-abortion protesters lined Commonwealth Avenue Saturday morning calling on President Donald Trump and Congress to defund Planned Parenthood. The protest, organized by 40 Days for Life Boston and Helpers of God’s Precious Infants, was part of a national day of action held at 225 Planned Parenthood clinics across 45 states., Next to them, dozens of pro-abortion protesters, organized by the Coalition to Organize and Mobilize Boston Against Trump (COMBAT), demonstrated against their counterparts. The Planned Parenthood League of Massachusetts publicly asked COMBAT in its Facebook event multiple times to move the counter-protest away from outside the doors of their health center. , “While it is exciting to see so many supporters eager to take action, we strongly discourage these types of counter-protests directly outside of our health centers,” Planned Parenthood League of Massachusetts wrote. “Any form of protest outside of our health centers, even in support of our mission, is not beneficial to our patients. Our patients are simply trying to access their health care so having demonstrators of any kind outside the health center can be intimidating for them.”, Still, COMBAT members decided to proceed with the protest. There were some tense moments. But the demonstrations were peaceful, and both sides expressed that the other side had the right to voice their opinions, even if they strongly disagreed with them., This photo story was produced as part of WGBH News contributor Dan Kennedy's class in Digital Storytelling and Social Media at Northeastern University., , , , , , , , , ,  ]"
1378,"[FULL SHOW: Impeachment Poll, New Citizens, Politics &amp; Grammys]","[After some stinging defeats and public embarrassments on the domestic front, President Trump has been taking a more global view. Today, he hosted Canadian Prime Minister Justin Trudeau at the White House – to talk about immigration policy and trade – since our neighbor to the north is another partner in NAFTA. This weekend, Japan's prime minister Shinzo Abe was here to meet President Trump. The meeting came as North Korea successfully launched a ballistic missile. Dealing with the rogue behavior of a dictator might seem like the easy part of the job to Donald Trump.  He's trying to figure out the next step on his travel ban, a senior advisor got her hand slapped for pitching Ivanka Trump's merchandise on TV, and National Security Advisor Michael Flynn could be in trouble for talking to the Russians before Trump took office. All that is feeding a story line that the Trump administration  is in chaos. When it comes to the court of public opinion, here's the verdict: a poll found a 46-46 split among voters when asked if Trump should be impeached – just as he starts the 4th week of his presidency. That poll also found his disapproval rating is now up to 53 percent and that more voters would prefer to see Barak Obama or Hillary Clinton in the White House. Jim Braude (@jimbraude) talks with Jesse Mermell (@jessemermell), former chief of communications for Governor Deval Patrick, and state Representative Geoff Diehl (@RepGeoffDiehl), who was the co-chair of Donald Trump’s campaign here in Massachusetts. Jim gets their takes on the state of the Trump White House and whether there is a way out for the president., Hundreds gathered for an emotional ceremony in what is – for many – a troubling time surrounding U.S. immigration. Tina Martin (@TinaAroundTown) was there, as immigrants from more than 50 countries to take their oath of American citizenship., Adele was the big winner of the 59th Grammy Awards –  picking up including song, record, and album of the year.  although that last one she tried to pass on to Beyoncé - who performed a surreal nine-minute medley.  She won two awards of her own — a moment she used to speak to the world about her art's mission. She told the crowd “It’s important to me to show images to my children that reflect their beauty, so they can grow up in a world where they look in the mirror, first through their own families, as well as the news, the Super Bowl, the Olympics, the White House and the Grammys – and see themselves, and have no doubt that they’re beautiful, intelligent and capable. Others went further - including singer Joy Villa - who wore a ""Make America Great Again"" dress with ""Trump"" written on the train. There was also Katy Perry – who performed in front of a “We the People” sign, and wore pa Planned Parenthood button, and an armband with the word “persist” on it – referencing Elizabeth Warren. Laverne Cox gave a shout-out to Gavin Grimm, an transgender teenager taking his fight for the right to use the boy’s bathroom at his school to the Supreme Court. Then came the biggest statement of the night, from A Tribe Called Quest and Busta Rhymes. WROR on-air personality Lauren Beckham Falcone (@lbfalcone), and G. Valentino Ball (@GValentinoBall) – co-founder of KillerBoomBox.co –  join Jim to break down the big Grammy moments and politics behind the music., After a long-weekend of nor’easter storms and shoveling out homes and cars, Jim shares his take on the season of winter, and the snow that comes with it., Coverage from the GBH Newsroom.]"
1379,[Politics &amp; Grammys ],"[Adele was the big winner of the 59th Grammy Awards –  picking up including song, record, and album of the year.  although that last one she tried to pass on to Beyoncé - who performed a surreal nine-minute medley.  She won two awards of her own — a moment she used to speak to the world about her art's mission. She told the crowd “It’s important to me to show images to my children that reflect their beauty, so they can grow up in a world where they look in the mirror, first through their own families, as well as the news, the Super Bowl, the Olympics, the White House and the Grammys – and see themselves, and have no doubt that they’re beautiful, intelligent and capable. Others went further - including singer Joy Villa - who wore a ""Make America Great Again"" dress with ""Trump"" written on the train. There was also Katy Perry – who performed in front of a “We the People” sign, and wore pa Planned Parenthood button, and an armband with the word “persist” on it – referencing Elizabeth Warren. Laverne Cox gave a shout-out to Gavin Grimm, an transgender teenager taking his fight for the right to use the boy’s bathroom at his school to the Supreme Court. Then came the biggest statement of the night, from A Tribe Called Quest and Busta Rhymes. WROR on-air personality Lauren Beckham Falcone (@lbfalcone), and G. Valentino Ball (@GValentinoBall) – co-founder of KillerBoomBox.co –  join Jim to break down the big Grammy moments and politics behind the music., Coverage from the GBH Newsroom.]"
1380,[Early Impeachment Talk],"[After some stinging defeats and public embarrassments on the domestic front, President Trump has been taking a more global view. Today, he hosted Canadian Prime Minister Justin Trudeau at the White House – to talk about immigration policy and trade – since our neighbor to the north is another partner in NAFTA. This weekend, Japan's prime minister Shinzo Abe was here to meet President Trump. The meeting came as North Korea successfully launched a ballistic missile. Dealing with the rogue behavior of a dictator might seem like the easy part of the job to Donald Trump.  He's trying to figure out the next step on his travel ban, a senior advisor got her hand slapped for pitching Ivanka Trump's merchandise on TV, and National Security Advisor Michael Flynn could be in trouble for talking to the Russians before Trump took office. All that is feeding a story line that the Trump administration  is in chaos. When it comes to the court of public opinion, here's the verdict: a poll found a 46-46 split among voters when asked if Trump should be impeached – just as he starts the 4th week of his presidency. That poll also found his disapproval rating is now up to 53 percent and that more voters would prefer to see Barak Obama or Hillary Clinton in the White House. Jim Braude (@jimbraude) talks with Jesse Mermell (@jessemermell), former chief of communications for Governor Deval Patrick, and state Representative Geoff Diehl (@RepGeoffDiehl), who was the co-chair of Donald Trump’s campaign here in Massachusetts. Jim gets their takes on the state of the Trump White House and whether there is a way out for the president., Coverage from the GBH Newsroom.]"
1381,[New Citizens],"[Hundreds gathered for an emotional ceremony in what is – for many – a troubling time surrounding U.S. immigration. Tina Martin (@TinaAroundTown) was there, as immigrants from more than 50 countries took their oath of American citizenship., Tina Martin is reporter for WGBH News.]"
1382,[IMHO: Snow Thoughts],"[After a long-weekend of nor’easter storms and shoveling out homes and cars, Jim shares his take on the season of winter, and the snow that comes with it., Coverage from the GBH Newsroom.]"
1383,[Michael Flynn Apologizes To Mike Pence Over Russia Talks],"[National Security Adviser Michael Flynn has apologized to Vice President Mike Pence for misleading him about controversial talks he had with the Russian ambassador., Flynn is facing intense scrutiny for speaking to Ambassador Sergey Kislyak before the inauguration, allegedly about a reprieve from sanctions imposed by the Obama administration., Democrats are calling for his security clearance to be revoked. Administration officials who spoke under the condition of anonymity to the Washington Post say he cannot be trusted. And notably, amid the chaos, President Trump has yet to defend him., Flynn says he can’t be sure whether he talked about sanctions with the ambassador, despite testimony from nine current and former U.S. officials who say he did., Charlie Sennott talked about the gravity of Flynn’s talks with Russia on BPR today, calling possible discussion of sanctions “a big deal” because it “contravenes the president of the United States’ policies.”, “Some would say that’s the kinda deal that’s about undercutting power, that gets darn close to things that some people would even call treason, that people would call impeachable offenses,” said Sennott., Senior adviser Stephen Miller did not say whether Trump had confidence in Flynn after the Washington Post reported he talked to Kislyak about sanctions., For Sennott, Miller’s lack of substantive response represents chaos within the Trump administration., “This is a real crisis coming inside the administration,” he said. “You’re undercutting foreign policy.”, Sennott also said he believed the Trump administration is trying to distract the public from news about its ties to Russia by pushing other news, like alleged voter fraud., “That voter fraud story to me is pyrotechnics and smoke screen,” he said. “And I think the Trump administration is putting it out intentionally because they know there’s real fire around Russia.”, Sennott said the media needs to stay patient with the Russia connection, pursuing it despite distractions., “I can’t say this with all the facts because they’re yet to come out, but my news radar is telling me Russia is the story, and we’ve got to stay on it as journalists,” he said. “I think this is the one to pay attention to, and this is the one we want to keep pounding on.”, Charlie Sennott is a news analyst here at WGBH, where he also heads up the GroundTruth Project. To hear his interview in its entirety, click on the audio link above., Molly Boigon is a former associate producer and reporter for Learning Curve, WGBH’s K-12 education desk. She has also worked for Boston Public Radio and WGBH’s higher education desk, On Campus. Her interests include jazz, yoga and public records requests. Before joining WGBH, she worked at SiriusXM, WZBC and WAAF. She has a degree in Applied Psychology and Human Development from Boston College’s Lynch School of Education.]"
1384,[Politically Charged Grammy Award Performance From A Tribe Called Quest Was 'The Essence Of Hip-Hop'],"[On a night when many artists preferred to make veiled references to politics or skirt the subject altogether, legendary hip-hop group A Tribe Called Quest's performance at the Grammy Awards did not mince words when it came to criticizing President Donald Trump., “I just want to thank President Agent Orange for perpetuating all of the evil that you’ve been perpetuating throughout the United States. I want to thank President Agent Orange for your unsuccessful attempt at the Muslim ban,” said rapper Busta Rhymes, who joined the group for the set., Reverends Irene Monroe and Emmett Price joined Boston Public Radio to discuss how the performance fit into a history of socially-conscious hip-hop music. Monroe is a syndicated religion columnist, and Price is a professor and Founding Executive Director of the Institute for the Study of the Black Christian Experience at Gordon-Conwell Theological Seminary., ""That's the essence of hip-hop,"" Price said. ""Hip-hop has always been social and political commentary from the voices of the oppressed and the ostracized."", Price specifically praised a point in the performance where a diverse group of individuals, including some wearing headscarves, formed a line across the stage. Not only was the performance a powerful protest against Trump's immigration restrictions on predominantly Muslim countries, but highlighted the large and overlooked portion of the American Muslim population who are also African American, Price said., ""They had individuals of Muslim descent there, and many of the rappers who were rapping were of Nation of Islam or Five-Percent Nation or Nation of God and Earth are Muslims."" Price said., ""When we talk about [the restrictions]...they forget African Americans, a large proportion of us, are Muslim,"" Monroe said., To hear more from ""All Revved Up,"" tune in to Boston Public Radio above., Members of the production team of our 89.7 midday show Boston Public Radio.]"
1385,[Boston Symphony Orchestra Wins Second Consecutive Grammy For Best Orchestral Performance],"[On Sunday, The Boston Symphony Orchestra won its second consecutive grammy for best orchestral performance. The BSO won the award for their performance of Shostakovich Under Stalin’s Shadow, featuring Shostakovich’s Symphonies 5, 8, and 9., Shostakovich Under Stalin’s Shadow has become a lucky charm for the orchestra. They won their grammy last year for their performance of Shostakovich's Symphony No. 10., “I still can’t believe it, this is very special,” BSO Director Andris Nelsons said on Boston Public Radio Monday.  , “This is a teamwork. This is an amazing team. The Boston Symphony has been such an amazing team since the beginning… I am happy as a child and proud as a father,” Nelsons said about the Grammy win., Nelsons says Shostakovich has yielded such great results for the BSO because the Russian composer’s anti-soviet politics and passionate music still resonates with listeners., “This music is very strongly connecting emotionally to us,” said Nelsons. “He reflects the feeling of his time. He reflects what he feels.”  , “This is great music. I am proud and very happy for BSO,” he continued., Listen to our interview with BSO Director Andris Nelsons Above., Jason Turesky is an Associate Producer for Boston Public Radio. ]"
1386,[Winter Storm Socks The Northeast With Snow ... Again],"[If it seems like it was just yesterday the Northeast had to batten down for a big, blustery snowstorm — well, you're almost right. The shovels are hardly dry from the foot of snow dumped on New York City and Boston late last week., But, to take some liberty with an old adage, no rest for the wintry., Snow has already returned to the Northeast, and meteorologists expect that well into Monday, areas from upstate New York to Maine will be buffeted by high winds, sleet and snowfall rates that could get as high as 2 to 4 inches an hour in certain parts of New England., Wind guests up to 60 miles per hour are also expected along the mid-Atlantic corridor, from Washington, D.C., to New York City. Blizzard whiteout conditions are expected in New Hampshire and Maine., Airlines have taken note. Roughly 3,000 flights have already been canceled., The storm's roots rest with a low-pressure system slinking from west to east, according to Reuters, which cites the weather service Accuweather:, Central and eastern Maine are set to get the worst of it, according to Accuweather, saying they lie in the ""bulls-eye of heaviest snow."", Luckily, many tweeters in the path of the storm are remaining calm about the ""big baddie snowblob"" coming right for them., Copyright 2017 NPR. To see more, visit http://www.npr.org/.]"
1387,[Ex-Patriot And Convicted Killer Aaron Hernandez Faces 2 More Murder Charges],"[Just days after Patriots held their rolling duck boat rally to celebrate a memorable super bowl victory, a different Patriot related story is set to unfold in Suffolk Superior Court. On Monday, jury selection will get underway in the double murder trial of former tight end Aaron Hernandez who is accused of killing two men he allegedly tussled with in a Boston bar back in the summer of 2012., Hernandez is already serving a life sentence without the possibility of parole for the 2013 murder of his friend, Odin Lloyd . He is currently incarcerated at the Souza Baranowski Correctional Center in Shirley, about 40 miles south of Boston., Jury selection for this trial should take approximately three days. Two hundred potential jurors are expected be be interviewed each day. The trial itself is scheduled to start March 1., The Hernandez trial is expected to take about 4-6 weeks. The media has been given a set of rules to follow and interestingly, directions on “tweeting” have become part of the protocol. Reporters will be allowed to tweet if done quietly., Linda Polach is the Executive Managing Editor of WGBH News, where she uses her three decades of media experience to help oversee news coverage.]"
1388,[Beat The Press 2/10/17],"[As part of reporting this story for ""Beat the Press""—video above—Mish Michaels claimed that The Boston Globe had inaccurately portrayed her views on childhood vaccines and climate change. Below is the statement Michaels provided to “Beat the Press.”, My position on vaccines was not fairly portrayed. I believe strongly in safe and effective vaccines. I do also believe that in science, consensus does not mean complacency. The consensus always must be challenged to keep science moving forward. When only consensus science is portrayed in the media, I advocate for choice so that parents can do their due diligence and make educated decisions for their children., As for climate change, our climate is always in a state of flux and there are many checks and balances in the climate puzzle. Clearly humans have an imprint on our climate but teasing out that influence and what to do about it allows for broad scientific discovery.]"
1389,[WATCH: Scientific Inquiry; Getting Flak; Terror Reporting; May We Be Excused?],"[In this week’s edition of “Beat the Press,” Emily Rooney and her panel take up whether a science reporter can hold views that are outside that of the mainstream scientific community, if the media should continue to count on Kellyanne Conway as a credible White House spokesperson, how much the media should cover terror attacks and whether we should be done with the White House Correspondents' Dinner—plus the panel's rants and raves of the week. This week’s panel includes Dan Kennedy (@dankennedy_nu), of Northeastern University, Callie Crossley (@calliecrossley) of WGBH News, Dan Lothian (@danlothiantv), former CNN White House correspondent, and Tom Fiedler (@BUCOMDEAL), of Boston University. , Scientific Inquiry - Can a science reporter hold views outside the mainstream scientific community when it comes to vaccines and climate change? Here is Mish Michaels' statement to ""Beat the Press."", Getting Flak - Is Kellyanne Conway a credible White House spokesperson?, Terror Reporting - How much should the media cover terror attacks?, May We Be Excused? - Some call to put an end to the White House Correspondents' Dinner, Rants &amp; Raves - The panelists offer their rants and raves over some of what happened in the media world this past week, Coverage from the GBH Newsroom.]"
1390,"[Mass. ACLU Director On Court Ruling: ""An Extraordinary Victory""]","[Carol Rose, the executive director of the ACLU of Massachusetts, joined BPR today to explain the federal appeals court ruling against President Trump's travel ban., ""This was a unanimous decision against the federal government,"" she said. ""What the court said is that the president isn't above the constitution, isn't above the law."", A panel of three judges from the 9th Circuit Court of Appeals voted unanimously to continue the block of Trump's executive order., Trump's administration had taken the position that the president's decisions about immigration policy, especially if motivated by national security concerns, were un-reviewable by the courts. The 9th Circuit soundly rejected that claim, saying it runs contrary to democratic principles., ""They're not un-reviewable by the court,"" Rose said. ""This ruling out of the 9th Circuit methodically dismantled the argument that the government is un-reviewable, and then it went on to recognize a number of constitutional questions that were raised by the ban."", The move by the judges means citizens from the previously banned seven Muslim majority nations will be able to travel freely to the United States., ""The most important thing is, it's not just about law,"" Rose said. ""It's about all the lives, all the people, the children who were separated from their families, and the people who couldn't get home to get married or pursue their careers as scientists and doctors and things like that. It was an extraordinary victory."", President Trump tweeted his reaction to the ruling, saying ""SEE YOU IN COURT, THE SECURITY OF OUR NATION IS AT STAKE!"", The Trump administration has said it intends to take the case to the Supreme Court if necessary, but even this move may backfire against the president., The justices would likely land in a 4-4 split, which would reinforce the ruling of the 9th Circuit. , Rose emphasized the bipartisan pasts of the judges who ruled in this case. The judges were appointed by Presidents Obama, Carter, and Bush, respectively., ""We're not talking about people who are radical here"" said Rose. ""Judges are notoriously apolitical... I think they're motivated by the integrity of the judicial system."", To hear Carol Rose's interview in its entirety, click on the audio link above., Molly Boigon is a former associate producer and reporter for Learning Curve, WGBH’s K-12 education desk. She has also worked for Boston Public Radio and WGBH’s higher education desk, On Campus. Her interests include jazz, yoga and public records requests. Before joining WGBH, she worked at SiriusXM, WZBC and WAAF. She has a degree in Applied Psychology and Human Development from Boston College’s Lynch School of Education.]"
1391,[Love Is All Around On A Valentine's Day News Quiz],"[Joining Boston Public Radio for the fourth Valentine’s Day Friday News Quiz in a row were the couple behind Myers and Chang and Flour Bakery: Joanne Chang and Christopher Myers., Joanne Chang is a pastry chef and has recently opened a sixth Flour Bakery in Harvard Square.  Christopher Myers has been in the fine dining business for years, and Myers and Chang is one of many restaurants that he’s opened in Boston. Most importantly, Joanne Chang has beaten Christopher Myers on our quiz three years straight., To hear if she kept her record, tune in to Boston Public Radio above., Members of the production team of our 89.7 midday show Boston Public Radio.]"
1392,[Trump's Cabinet Asserts Itself To Temper Influence Of Steve Bannon],"[While Donald Trump didn't win the popular vote, Steve Bannon didn't win any votes. Nevertheless, in executing the travel ban, apparently Bannon had to be reminded by the head of the Department of Homeland Security, John Kelly, that he was not Commander In Chief., According to New York Magazine, Bannon attempted to order Kelly ""not to issue a waiver exempting green card holders from President Trump's travel-ban executive order""—at which Kelly balked., Juliette Kayyem, homeland security expert and host of ""The SCIF"" podcast joined Boston Public Radio to discuss how the travel ban unfolded and how foreign policy and national security are changing under the Trump Administration., ""I view the cabinet a little bit now as its own team of rivals,"" she said., ""A lot of the reports coming out about the executive order show that Tillerson—who had just gotten in—Mattis, and Kelly formed a united front against Bannon and simply said 'we only take our orders from the president.'"", Including green card holders in the travel ban, Kayyem explained, would have widened the circle of people affected from the thousands to, potentially, millions., ""Kelly understood green card holders are essentially citizens on waiting. They're not random people. They've been here for a long time,"" Kayyem said., ""I like the idea of the cabinet asserting itself,"" she said., To hear more from Juliette Kayyem, tune in to Boston Public Radio above., Members of the production team of our 89.7 midday show Boston Public Radio.]"
