,text
621,A review has found no fault with the state court system s handling of several criminal cases involving the man who police say shot and killed an Auburn police officer last month But Paul Dawley  Chief Justice of the state s district court  in the report released Monday calls for a reevaluation of how cases involving  high risk  offenders are handled Police say Jorge Zambrano shot and killed officer Ronald Tarentino during a May 22 traffic stop  Zambrano was shot and killed by police later that day after a massive manhunt Zambrano was free despite a lengthy criminal record and several pending cases against him at the time of the shooting  including two that involved violent encounters with police Dawley s report found that decisions made by judges in each case were all  in accordance with the law  
622,The state s top fire safety officials are urging people to check the batteries in their smoke alarms or install the devices following a string of fatal blazes in homes without functioning alarms Fire Marshal Peter Ostroskey said Friday that 28 people have died in house fires in Massachusetts since Dec  1  In about 60 percent of those cases  there were no working smoke alarms in the home Nineteen people have died in house fires already this year  including two little girls in Orange last weekend  The home s smoke alarms didn t work Ostroskey says when people change their clocks this weekend they should replace the batteries in their smoke alarms and carbon monoxide detectors With reporting by The Associated Press and the WBUR Newsroom 
623,Authorities say a woman has died in a morning fire at a Natick home Middlesex County District Attorney Marian Ryan and State Fire Marshal Peter Ostroskey say 73 year old Carol McCarthy was found unresponsive inside the burning home around 7 30 a m  Saturday McCarthy was taken to Leonard Morse Hospital where she was pronounced dead Authorities say she was the only person inside the home The cause of the fire remains under investigation  Officials say it appears the smoke alarms in the home weren t working Authorities say this is the 12th fire related death in the state this year  They say many of the cases have involved a lack of working smoke alarms 
624,A nine year veteran of the Boston Police Department was shot in the leg Friday morning after confronting a suspect in Dorchester The officer  who has not been identified  has a non life threatening injury and is expected to be OK  He is being treated at Boston Medical Center The suspect  27 year old Grant Headley of Dorchester  is in custody At media briefing outside the hospital Friday afternoon  Boston Police Commissioner William Evans said officers from a Mattapan drug unit were investigating Headley  who was  known to officers to be a drug dealer  Evans said the officers knew Headley was driving with a suspended license when they pulled him over near Mount Bowdoin Terrace in Dorchester around 10 20 a m Officers had boxed in Headley s car and were getting out of their vehicle when Headley  began to fire unprovoked   Evans said  The officer who was shot returned fire as the suspect took off on foot  Evans said other officers who were with the injured officer followed Headley  tackled him and brought him into custody without injuring him Officers also confiscated the automatic handgun Headley was using  Evans said Boston Mayor Marty Walsh echoed that sentiment Walsh also said there are too many guns on city streets Residents of the neighborhood where the shooting took place were taken by surprise Gary Bell says he looked out the window when he heard shots fired The shooting happened not far from the Bowdoin Geneva intersection that has been a hotspot for violence over the years But Iris Dupont  president of the Mount Bowdoin Terrace neighborhood association  says they have not seen a lot of crime in the area lately Commissioner Evans said the injured officer was  highly decorated  and that he was about to be given a commendation for a recent gun arrest According to a spokesman for the Suffolk County district attorney  Headley was on probation after serving a five year prison sentence for drug and gun charges  He s expected to be arraigned on Monday With reporting by WBUR s Delores HandyThis article was originally published on January 08  2016 
625,Authorities say a man who was struck by a falling tree limb after a winter snowstorm has died from his injuries Thomas Gunning  48  died Saturday afternoon at Boston Medical Center Gunning was in his yard in Canton tending to an outdoor hockey rink around 11 15 p m  Friday when the tree limb  heavy with snow  fell on him  Fire officials say the branch fell from about 40 to 50 feet Gunning is the second person to die after being struck by a fallen tree limb from Friday s snowstorm Six year old Kaleigh Kenyon died at the hospital Friday evening She was pinned under a large limb when it fell in her yard in the same town The branches fell from towering pine trees in both cases With additional reporting from the WBUR Newsroom
626,Two state troopers have been charged with simple assault in connection with the beating of an apparently surrendering suspect caught on video after a car chase from Massachusetts into New Hampshire Thirty two year old Joseph Flynn of the Massachusetts State Police and 31 year old Andrew Monaco of the New Hampshire State Police were arrested Tuesday stemming from their use of force in connection with the arrest of Richard Simone Jr  on May 11 Both were suspended  They were released on personal recognizance bond and scheduled to be arraigned on Sept  13  It s not known if they had lawyers Authorities say Simone Jr  refused to stop for police in Holden  Massachusetts  leading them on a chase that ended in Nashua  News helicopter video shows Simone stepping out of his pickup truck  kneeling and placing his hands on the ground before being beaten Gov  Charlie Baker had called the pummeling  incredibly disturbing  
627,A new report finds that in many of Boston s communities of color  incarceration rates are  much more elevated  than crime rates The report  titled  The Geography of Incarceration   comes from The Boston Foundation  MassINC and the Massachusetts Criminal Justice Reform Coalition The analysis finds that in places like Franklin Field and Grove Hall  rates of house of correction committments were higher than rates of property crime and violent crime in 2014 Report co author Ben Forman  of MassINC  said some neighborhoods cross a threshold where incarceration becomes more harmful than helpful Boston NAACP president Michael Curry welcomed the report The report offers suggestions to policymakers  including replacing mandatory minimum sentences with evidence based approaches to sentencing  and focusing jail diversion practices in communities with particularly high rates of incarceration With reporting by WBUR s Delores Handy
628,Authorities say a man s body was found inside a car that was partially submerged in the Boston Harbor near the University of Massachusetts Boston campus A jogger on the walkway that follows the shoreline around the harbor noticed the car just after noon Saturday The body of a 25 year old Lawrence man was found inside Police say it appears the car broke through the chain link fence that separates the walkway from the road before entering the water A spokesman for the Suffolk district attorney s office says the body showed no obvious signs of trauma but the cause of death hasn t been determined Police haven t released the man s identity The car was a silver Prius sedan with Connecticut license plates A preliminary investigation indicates the man was the sole occupant 
629,The Suffolk County District Attorney concluded Boston police and the FBI were justified in shooting a man last summer who was under surveillance for alleged ties to a terrorist group Dan Conley announced Wednesday that his investigation found law enforcement officers were acting in self defense when they shot 26 year old Usaamah Rahim in a Roslindale parking lot On June 2  2015  a surveillance team approached Rahim to prevent him from getting on a city bus  When they asked him to put his hands in the air  Rahim drew a large  military style knife and advanced toward the officers  Conley said Ronald Sullivan  the attorney for Rahim s family  is calling for another investigation  He says Rahim s rights were violated Police say they stopped Rahim that day because they suspected he and two other men were planning an ISIS inspired attack on police officers 
630,Federal officials are investigating after a police training instructor was accidentally shot by a colleague at a firing range located at Fort Devens U S  Army spokesman John Harlow says the Municipal Police Training Committee instructor was shot around 10 05 a m  Wednesday Department of Public Safety spokesman Felix Browne says the man was  doing well  after receiving treatment at UMass Memorial Medical Center The victim wasn t identified  The extent of his injuries isn t known Browne says no recruits were at the range when the incident occurred The shooting is being investigated by the U S  Army Criminal Investigation Command and Fort Devens officials  Federal authorities are leading the investigation  because Fort Devens is a federal Department of Defense facility More than 200 organizations train at Fort Devens annually 
631,A New York City woman killed while out running near her mother s Massachusetts home brought light to the lives of everyone she touched  mourners were told at her funeral Tuesday Family  neighbors and a bus full of Google co workers were among the hundreds of people who paid tribute to Vanessa Marcotte  27  at Our Lady of the Lake Roman Catholic church in Leominster Marcotte s body was found Aug  7 in the woods near her mother s home in the small town of Princeton The Rev  Dennis O Brien urged mourners to remember Marcotte for the way she lived  not the way she died Marcotte grew up in Leominster  graduated from Boston University and worked as an account manager at Google in New York City She went out for a run at about 1 p m  on Aug  7 and never came home  Her body was found by police about seven hours later in a wooded area about a half mile from her mother s home Investigators have received more than 600 tips  but no arrests have been announced  They say her male assailant may have suffered cuts  scratches and bruises from a struggle She is survived by her parents  John Marcotte and Rossana Marcotte  one grandfather  several aunts and uncles and cousins This article was originally published on August 16  2016 
632,School officials have identified the 14 year old boy who was struck and killed by a commuter train in Newton The Boston Globe reports that Lincoln Sudbury Superintendent and Principal Bella Wong sent a letter to parents following the death of Eli Pilat  Pilat was a ninth grader at Lincoln Sudbury Regional High School Transit police say Pilat was on the inbound track around 8 45 p m  Friday when he was hit by the train  His death remains under investigation Wong says Pilat had recently moved to Sudbury from Needham She says counseling services for students and staff will be available starting Monday Newton Public Schools Superintendent David Fleishman says Pilat and his siblings previously attended Newton schools  Newton North and Newton South high schools will have counselors available Monday 
633,A pedestrian was struck and killed by a snow plow in the city s Dorchester neighborhood Police say the accident occurred around 11 30 a m  Sunday at Dorchester Avenue and Harbor View Street Police say the pedestrian was pronounced dead at the scene  They haven t released the victim s identity The driver of the snow plow is cooperating with authorities There s no word yet on charges  The incident remains under investigation 
634,One person is dead and another injured after a shooting in Dorchester on Saturday  officials said A woman  approximately 30 years old  was fatally shot in the chest  Police Commissioner William Evans said at a press conference  She was transported to Boston Medical Center before she was pronounced dead The other victim  a male teenager  has  non life threatening  injuries  Evans said Evans called the scene  very disturbing  as he asked for the public s help in gathering more information about the shooting Neither victim has been identified 
635,An Attleboro man is heading to court to face a judge after police say they found a methamphetamine manufacturing operation in his home Robert Acheson is scheduled to be arraigned Monday on related charges Police say they responded to the 52 year old man s home at about 12 40 p m  Sunday for a possible overdose  Acheson was taken to the hospital  where he was treated and released  He was later arrested Chief Kyle Heagney says two other homes in the neighborhood were evacuated while volatile chemicals used to make meth were cleared out of the home Heagney said in his 17 years as an officer in Attleboro he could not recall a meth lab being found in the city It could not be determined if Acheson had a lawyer 
636,Three people with Massachusetts roots were among those trapped in an Oakland warehouse when it went up in flames over the weekend Thirty six people were killed in the fire in the makeshift artists  loft called the Ghost Ship on Friday night Amanda Allen  originally from Chelmsford  and Micah Danemayer  originally from Somerville  have been confirmed dead  Peter Wadsworth  from Cohasset  is still considered missing Here s a little of what we ve learned about the three Amanda AllenAllen  who was also known by her married name  Kershaw  was confirmed to be among the dead on Tuesday  She was 34 years old Allen moved to San Francisco several years ago and worked as a photographer Rowlands’ husband  Pete Sylvain  said he became friends with Allen more than 15 years ago Rowlands said that Allen was always creative  studying ballet through her late teens and getting into photography while she was a student at Bridgewater State University Allen photographed professionally under her married name  Along with the usual wedding photography and portraiture  her website depicts numerous concerts and parties she attended in the San Francisco Bay area  with a special focus on performers  DJs bent over consoles  singers belting into microphones  a lone dancer whirling across the floor Micah Danemayer Danemayer  28  was one of the presenters at the Ghost Ship last Friday night He graduated from Massachusetts College of Art and Design in Boston in 2011 About a year and a half after graduating  Danemayer moved to Oakland  He went on to make experimental electronica music — one name he used was Paralycyst    and organize an ongoing experimental music series called “Trance Mutations ” under the company name of Obscura Machina Peter WadsworthWadsworth  38  is among the missing  He was a resident of the Ghost Ship Wadsworth attended Reed College in Oregon and studied for a short time at Harvard University  According to friend Tammy Tasoff  he was an entrepreneurial “jack of all trades” who held an eclectic series of jobs  including designing drones and customized LED lighting Tasoff  an MIT graduate and now dental student at University of California  San Francisco  met Wadsworth in 2010 through mutual friends while both were living in the Boston area  She described him as “a big brother ”Though Wadsworth tended to focus his efforts on the business side of things  Tasoff said he had gotten more interested in art since moving into the artist collective But mostly  she described Wadsworth as a “playful” guy  They often got together to play video games — though more often than not  Wadsworth was happy just to hang out and watch  “He bought me a game system once  He was very generous  and he would just come over and watch me play video games ” Tasoff said  “We actually had plans for next week ”With reporting by WBUR ARTery s Amelia Mason and Greg Cook
637,More than a week later  demonstrations continue in Boston and around the country over the lives lost last week in Baton Rouge  La   Falcon Heights  Minn  and Dallas  Texas But some elected office holders of color here in Massachusetts say demonstrations are not enough  They ve assembled a list of public policies they say could help address concerns about racial inequality in policing State Rep  Russell Holmes  a Boston Democrat and chairman of the Massachusetts Black and Latino legislative caucus  is one of 18 office holders signing a public letter to Gov  Charlie Baker  legislative leaders and all of the state s mayors addressing these concerns  He joined Morning Edition This segment aired on July 15  2016 
638,Police in Boston have identified a South Weymouth man who was found shot dead in a parked car in the city s Hyde Park neighborhood Police say 24 year old James Clermont was found in a car close to the Milton line around 11 30 a m  Sunday  The father of three was not identified until Wednesday Clermont s brother  Jonnie Brazier  says the family doesn t know who had a problem with him Homicide detectives are continuing to investigate the circumstances of Clermont s death  It s unclear if police have any suspects or a motive in the killing 
639,Boston police say two fatal shootings this weekend both appear to be gang related But Officer James Kenneally  a department spokesman  said Saturday s shootings does not appear to be linked to each other Police say a man in his 20s was was shot in Dorchester at about 12 30 a m  on Saturday near 2 Bentham Road  They say the victim walked into a hospital suffering from gunshot wounds and later died after being transferred to another hospital The second victim was shot in Roxbury just after 10 a m  Saturday in the area of 36 Nazing St  Police say that man  who is also believed to be in his 20s  was sitting in his car and suffered multiple gunshot wounds That shooting occurred near a makeshift memorial for an Oct  19 fatal shooting With additional reporting from the WBUR Newsroom
640,A Boston man is facing charges after police say he struck and killed a pedestrian with a rental car and then fled the scene Anthony Buchanan  of Dorchester  turned himself in to police early Sunday morning  He is charged with motor vehicle homicide while operating under the influence of liquor and related crimes State police say the 39 year old Buchanan was driving erratically and speeding when he struck the victim around 10 30 p m  Saturday at an intersection in Mattapan  Police say Buchanan stopped briefly and then drove away Police identified the victim as a 46 year old Boston woman  Police haven t released her name Police determined the vehicle involved in the crash had been rented by Buchanan Buchanan is being held pending an arraignment Tuesday  It s unclear whether Buchanan has a lawyer 
641,One man is dead and another is in custody after a shooting at a Randolph bar Norfolk District Attorney Michael Morrissey and Randolph Police Chief William Pace say the shooting occurred outside the City Limits Saloon at about 1 a m  Wednesday Police had just made a traffic stop nearby and were able to respond quickly and catch the fleeing suspect No names have been released  but they say the victim appears to be in his 20s The suspect is scheduled to be arraigned later Wednesday in Quincy District Court Morrissey and Pace say the shooting was an isolated incident  and there is no danger to the general public No possible motive was disclosed 
642,An exhibit featuring various 9 11 memorials from around the country is on display at Logan Airport  ahead of the 15th anniversary of the terrorist attacks Eight banners hang in Terminal E — the international terminal — in an area before security so they are visible to the non flying public  The banners feature photographs of the National Sept  11 memorial at ground zero in New York City  the Flight 93 National Memorial in Stoystown  Pennsylvania  and the National 9 11 Pentagon Memorial in Arlington  Virginia The exhibit shows two of the memorials in Boston  the Garden of Remembrance in the Public Garden and the 9 11 Memorial at Logan Airport  There are also images from memorials in Jersey City  New Jersey  Bayonne  New Jersey  and Staten Island  New York The two planes that crashed into the World Trade Center on Sept  11  United Airlines Flight 175 and American Airlines Flight 11  left Logan Airport heading to Los Angeles  The gates from which they departed now have American flags as silent tributes to those killed The exhibit includes an item loaned from Glynn s personal collection  a poster of the American flag  comprised of the names of people killed  The poster normally hangs outside of Glynn s office as a reminder of the 2001 attacks On the morning of Sept  11 this year  all aircraft on the ground at Logan will come to a complete stop for a minute to pay tribute to those killed The exhibit is expected to be on display through the anniversary of the attacks Correction  An earlier version of this post said the banners hung past security  but they are in fact in an area before entering security  This article was originally published on September 02  2016 
643,A prosecutor has determined that no criminal charges are warranted against three police officers who shot at a convicted felon who had just shot a Boston officer in the face Suffolk District Attorney Dan Conley said Tuesday that the two Boston officers and a state trooper acted lawfully in self defense when they shot at Angelo West last year  West was struck four times and killed Officers were responding to reports of gunfire in Roxbury on the evening of March 27  2015  when they pulled over West s car  As he exited his vehicle  West shot Officer John Moynihan in the face at close range West jumped out of the car and fired at the other officers as he fled Conley said the law allows officers to use deadly force when they are threatened by death or serious injury Moynihan spent about two weeks in the hospital and survived Conley said he shared a copy of the investigation with West s family The district attorney s office also released a video that  according to a statement   pulls together video evidence from area business surveillance cameras  synchronized with recordings from police dispatchers  the city’s ShotSpotter system  and a civilian witness  Conley warned that the video is disturbing With reporting by The Associated Press and the WBUR Newsroom
644,A police captain s son accused of plotting an attack on a college campus to support the Islamic State group was indicted Thursday on terrorism charges A federal grand jury indicted Alexander Ciccolo on one count each of attempting to provide material support to a foreign terrorist organization and attempting to use weapons of mass destruction  Those charges were added to a pending indictment charging Ciccolo with being a convicted person in possession of firearms and stabbing a nurse with a pen during a jail intake process Ciccolo was arrested last July in a plot to detonate homemade bombs similar to the pressure cooker bombs used in the deadly 2013 Boston Marathon attack  Twin bombs placed near the marathon finish line killed three people and injured more than 260 others Ciccolo s lawyer  David Hoose  declined to comment on the new charges Thursday Boston police Capt  Robert Ciccolo alerted the FBI after his son  who s 23  said he wanted to join the Islamic State group  Alexander Ciccolo was arrested after he received four guns he ordered from a person cooperating with authorities The indictment said that Ciccolo  who also used the name Ali Al Amriki  plotted to bomb an unidentified state university outside Massachusetts During a detention hearing after his arrest last year prosecutors said he received four guns from a person cooperating with members of the Western Massachusetts Joint Terrorism Task Force Prosecutors say Ciccolo had spoken with the cooperating witness in recorded conversations about his plans to commit acts of terrorism inspired by the Islamic State  including setting off improvised pressure cookers filled with black powder  nails  ball bearings and glass in places where large crowds gather  such as college cafeterias  They also said Ciccolo was seen buying a pressure cooker similar to those used in the marathon bombings the day before his arrest Ciccolo has been held without bail since his arrest a year ago  He is schedule to appear in U S  District Court in Springfield on July 7 This article was originally published on June 30  2016 
645,A teenage boy has been ordered held without bail in the stabbing death of an 18 year old woman who had come to the United States from El Salvador two years ago hoping for a better life Jose Hernandez  16  of East Boston  was arraigned Monday on a first degree murder charge in the killing of Blanca Lainez  She was killed two weeks before her 19th birthday Her body was found June 15 in a garage behind a duplex In court Monday  prosecutors said a bloody fingerprint that was later matched to Hernandez was found near Lainez s body Family members told The Boston Globe that Lainez arrived in Boston in 2014 after a dangerous trip from her native El Salvador to the Texas border Hernandez s attorney did not immediately return a call seeking comment 
646,Federal authorities say several dozen Boston area members of the violent Salvadoran street gang MS 13 were arrested in early morning raids Friday U S  Attorney Carmen Ortiz said during a press conference Friday afternoon that over 400 law enforcement officers carried out arrests in Chelsea  East Boston  Everett  Lynn  Revere and Somerville Of the 56 suspects indicted on charges related to murder  drug trafficking and weapons violations  Ortiz said 37 had been taken into custody as of midday Friday — including the leader of the gang’s East Coast operations  The rest are being “actively sought ”With more than 6 000 members in the U S   Ortiz said MS 13 remains the only street gang designated by the U S  as a  transnational organization   She said locally new members are often recruited inside high schools  including in Chelsea  East Boston and Everett Ortiz s office says most of the 30 000 MS 13 members worldwide reside in El Salvador  Mexico  Honduras and Guatemala Harold Shaw  who is in charge of the FBI s Boston office  described the gang s emphasis on violence during Friday s press conference Shaw also said MS 13 often persuades middle and high school students to commit the most violent crimes   knowing they ll face less severe penalties because of their age  Ortiz said the gang was connected to the murders of five people  including the 2014 deaths of Katerin Gomez and Javier Ortiz  both of Chelsea  and the recent deaths of East Boston teenagers Wilson Martinez  Irvin Depaz and Christofer Perez De la Cruz In addition  the indictment references 14 attempted murders that date back to 2008 Residents in Somerville received an alert Friday morning that a known MS 13 gang member had escaped federal custody while being transported in the area of Union Square  That suspect  who Ortiz said was not named in the indictment but was wanted on immigration charges  was arrested in Everett before noon Friday This article was originally published on January 29  2016 
647,A Boston man has been arraigned on charges he struck a Department of Transportation worker in a construction zone on a Massachusetts highway  seriously injuring him The Suffolk district attorney s office says Carlos Gonzalez appeared in court Monday on charges of negligent operation of a vehicle under the influence of alcohol causing serious injury and related crimes State police say 59 year old Gonzalez was traveling on the MassPike at about 1 a m  Monday when he struck a MassDOT employee in Boston  Police say Gonzalez failed to stop after the accident but was located a short time later The 60 year old MassDOT employee was taken to Boston Medical Center with serious injuries Gonzalez was held on $25 000 bail  He s due back in court July 22 Gonzalez s attorney declined to comment This article was originally published on June 27  2016 
648,A suspect in an armed assault inside a dormitory at the University of Massachusetts Amherst that led to a two hour shelter in place order on campus has turned himself in Framingham police said 19 year old William McKeown surrendered Friday  Police also seized a car in Framingham possibly connected to the assault Campus police earlier Friday had issued on arrest warrant for McKeown on charges including armed robbery and assault and battery UMass Police Chief Tyrone Parham says two men who were let into the Pierpont dormitory at about 5 15 p m  Thursday struck a male student on the head  possibly with a gun  No shots were fired The student was treated at a hospital  Officials say the victim knew his assailants  who are not UMass students There was no word on the second suspect This article was originally published on February 19  2016 
649,Federal investigators have told the Massachusetts State Police and other local law enforcement agencies that the suspect in Sunday s deadly mass shooting in Orlando  referenced  the terrorists responsible for the Boston Marathon bombings in 2013 during the attack David Procopio  a spokesman for the State police  said in a statement During a conference call with federal law enforcement officials a short time ago  Massachusetts State Police and other local law enforcement authorities learned that the Orlando nightclub gunman  during his rampage  pledged allegiance to ISIS and referenced the Tsarnaev brothers  the terrorists who exploded bombs at the 2013 Boston Marathon In light of that information  the Commonwealth Fusion Center continues to share information and intelligence with federal authorities investigating the Orlando terrorist act as well as with police assigned to the Boston Regional Intelligence Center The suspect  who officials have identified as Omar Madeen — a 29 year old Central Florida man — was killed in a gun battle with SWAT and police officers during the attack on Pulse Orlando  a popular gay nightclub  The shooting  which has left at least 50 people dead and 53 others injured  began at around 2 a m  Sunday Procopio said neither the suspect s nor his wife s name appeared in any databases of potential terrorist suspects kept by local police agencies Massachusetts Gov  Charlie Baker said in a series of tweets Sunday that there is no apparent threat to the commonwealth  and his administration is working closely with the state s Joint Terrorism Task Force  as well as federal and state investigators This article was originally published on June 12  2016 
650,Firefighters battled a 10 alarm fire in Cambridge Saturday near Berkshire Street and Vandine Street that jumped from building to building Cambridge Fire Chief Gerald Reardon said the blaze involved eight to 11 buildings and had displaced between 50 to 60 people Crews contained the fire shortly before 8 30 p m  Saturday night The first call for the fire went out just before 3 p m   according to a Cambridge Fire Department tweet Heavy flames emerged from at least one residential building  A large plume of smoke was visible for miles as heavy flames engulfed multi family residential buildings  including a former church that had been converted to condos  and several automobiles  Fire crews were called in from surrounding communities The area is close to Kendall Square and the Kendall Square Cinema  Some witnesses said the fire started at a residential building undergoing renovations Chief Reardon said about five to six minor injuries had been reported  At least one responder was treated for smoke inhalation on scene  The state fire marshal s office said two police officers and one firefighter were injured The Cambridge Fire Department said shelter was open at the Cambridge Rindge and Latin School for families displaced from their homes Fire Marshal spokeswoman Jennifer Mieth also directed displaced residents to go to the Frisoli Youth Center Authorities said they have intentionally shut the power off in the affected neighborhood and it could remain out through Saturday night Cambridge Mayor Denise Simmons said in a tweet that people should hold off on donating material items if they want to help in recovery efforts and instead directed them to donate to the Mayor s Fire Relief Fund With reporting from WBUR s Bob Shaffer  Steve Brown  Robin Lubbock and The Associated PressThis article was originally published on December 03  2016 
651,Police say three children are in state custody after they were found living in  deplorable  conditions Police were executing a drug related search warrant at a King Street apartment around 6 p m  Friday when they discovered the children  ages 6  5 and 3 Police say the apartment was infested with mice  its floors were covered in animal feces and a cat was carrying a live mouse in its mouth Police say they found 99 oxycodone pills  two bags of marijuana  cocaine and cash during the search Twenty four year old Sheyla Montalvo and 29 year old Natasha Riley Murphy are facing drug trafficking charges The oldest children are Montalvo s  The 3 year old belongs to a relative The state Department of Children and Families took the children into custody The women are scheduled to be arraigned Monday 
652,A Massachusetts State Police trooper has been hit by a motorcyclist who authorities say was under the influence of alcohol at the time State police say the trooper had just gotten out of his cruiser after stopping a car at Revere Beach on Saturday evening when he was struck  Authorities say the trooper had observed the motorcyclist moments earlier speeding and operating recklessly After hitting the trooper  state police say the motorcyclist hit a car and then tried to run away on foot before troopers arrested him The motorcyclist  who was later identified as Danilo Diroche  was taken to a hospital with unknown injuries  The 26 year old Lynn man faces numerous charges  It s unclear if he has an attorney The trooper s name was not immediately released This article was originally published on June 05  2016 
653,A funeral service was held Tuesday for a Milton teacher who died Friday when a manhole cover on Interstate 93 became dislodged and flew through the windshield of her car Caitlin Clavette s friends and family members remembered the 35 year old as an enthusiastic art teacher and athlete at a church service held at St  Eulalia Parish in Winchester Clavette graduated from the College of William and Mary  where she played varsity lacrosse  according to her obituary  She began teaching art at Milton Public Schools in 2011  after teaching students in Scituate at the Cushing Elementary School Clavette was driving southbound on I 93  on her way to work  when the manhole cover struck her car at around 7 50 a m  Friday After the accident  state officials inspected hundreds of other manhole covers on Boston area highways  as well as sewage grates and electric panel covers  Officials said they found no threat to public safety Clavette was buried at Mount Pleasant Cemetery in Arlington  In lieu of flowers  her relations say donations can be made to the MSPCA 
654,A Massachusetts man who was detained for 40 days in Iran has been released and is on his way home  United States officials said Saturday Matthew Trevithick  a Hingham native  was released independently of a prisoner exchange between the U S  and Iran that took place just hours before the implementation of a landmark nuclear deal Trevithick  30  went to Iran in September for a four month language program at an institute associated with Tehran University  his family said in a statement provided to The Associated Press  It said he was held for 40 days in Evin Prison  but gave no reason for his detention Trevithick s mother  Amelia Newcomb  declined to provide further details when reached by email Robin Wright  a joint fellow at the Wilson Center and the U S  Institute of Peace in Washington  said it s not completely clear why Trevithick was detained  Trevithick was Wright s research assistant at the Wilson Center in 2009  and the two have remained friends  she said Wright said she last saw Trevithick about a year ago  when they traveled to the Syrian border together for an article Wright was working on Trevithick s website says he attended Boston University and coached rowing teams in Iraq and Afghanistan while working abroad  That work included time at the American University of Iraq and the American University of Afghanistan  where he was the communications director Trevithick is the co founder of SREO  a nonpartisan research center that provides objective analysis on the humanitarian crisis in the region  He had taken a leave of absence from SREO in September 2015 to build on his fluency of Dari  a language closely related to Farsi that he learned while living in Afghanistan for four years 
655,Investigators say a New York City woman who disappeared on a walk while visiting her mother in Massachusetts has been found slain in the woods Worcester District Attorney Joseph Early Jr  said Monday that 27 year old Vanessa Marcotte was reported missing after failing to return from a Sunday afternoon walk in Princeton Her body was found Sunday night by a state police canine unit about a half mile from her mother s home  Authorities say her death appears to be a homicide  An autopsy is scheduled Princeton Police Chief Michele Powers urged town residents to remain vigilant No other details were immediately released The rural town of Princeton has about 3 500 residents and is 40 miles west of Boston Early says Marcotte grew up in nearby Leominster With reporting by The Associated Press and the WBUR NewsroomThis article was originally published on August 08  2016 
656,More than two dozen alleged South End gang members are facing drug and weapons charges after a more than year long investigation  the U S  attorney s office in Massachusetts announced Thursday The charges are all related to the distribution and possession of drugs and firearms in the Lenox Street Housing Development in Boston s South End  Prosecutors say many of the suspects are affiliated with a gang known as the Lenox Street Cardinals According to a statement from U S  Attorney Carmen Ortiz s office  19 of the 27 suspects will be charged in federal court  Ten of those 19 suspects were arrested Thursday morning  The remaining eight will face state charges  No word on those arrests yet Ortiz s office said the Lenox Street area was one of Boston s  top 10 hotspots for violence  last year  noting that there were 30 shootings in the area from March 2012 to June 2015 
657,Police say they ve arrested a man in a parking lot at Gillette Stadium and seized swords  a meat cleaver and an electric stun gun WCVB TV reports Foxborough police say officials at the NHL s annual Winter Classic game on Friday at Gillette Stadium received a report of a suspicious man at an off site employee parking lot Police say they seized the weapons from a car  but there was no threat to the stadium or the event Police arrested 48 year old Matthew Bromson  of North Granby  Connecticut Bromson faces charges of trespassing  disorderly conduct  possession of an electric stun gun and three counts of assault with a dangerous weapon It s unclear if Bromson is represented by a lawyer  A phone listing for Bromson rang unanswered Saturday He s expected to be arraigned Monday 
658,Officials in Hingham say they are mourning after the Coast Guard announced Wednesday it would suspend an unsuccessful search for 12 Marines who were on board two helicopters that crashed off the coast of Hawaii Thursday night One of the missing Marines is Hingham native 23 year old Cpl  Christopher Orlando  His family has been holding vigil at their home in Hingham since they got word their son was on one of the two Marine Super Stallion helicopters that reportedly collided off of Oahu s North Shore The Hingham Board of Selectmen released a statement Wednesday saying that all of the town s residents are offering the family support and prayers NPR reported Wednesday morning that Capt  Jim Jenkins  chief of staff and acting commander of the Coast Guard 14th District  said the decision to suspend the search was made after a  thorough review of the search effort  From Capt  Jenkins The Coast Guard says the search included seven helicopters and planes from multiple branches of the service  as well as the Honolulu police and fire departments  At least six ships were also involved  along the shoreline  Marines and other personnel combed the area for any sign of survivors The five day search recovered only wreckage from the helicopters  including empty life rafts This article was originally published on January 20  2016 
659,A Marine from Hingham is missing after two helicopters collided off the coast of Hawaii Thursday night  Massachusetts State Police told WBUR s Newscast Unit Christopher Orlando is believed to be among 12 Marines missing after the crash NPR reported Friday that two heavy life helicopters collided overnight off the coast of Oahu  The helicopters were from the Marine Heavy Helicopter Squadrom 463  part of the 1st Marine Aircraft Wing that is based in Kaneohe Bay The Coast Guard is leading the search for the service members  Searchers warned of debris in the water and continued to report challenging weather conditions around 2 p m  EST Saturday Hingham Selectman Paul Healey told WBUR that the town is ready to support Orlando s family no matter the outcome of the search Orlando s mother is a retired Massachusetts State Police trooper  A State Police statement asked the media to respect the family s privacy With additional reporting by WBUR s Kassandra Sundt This article was originally published on January 16  2016 
