,text
618,University of Massachusetts police have charged a Holyoke man they say claimed to be a driver for the Uber ride hailing service and then sexually assaulted a woman he picked up Samuel Texidor was held without bail after pleading not guilty to indecent assault and battery this week UMass Amherst police say Texidor approached the UMass student at about 3 30 p m  Saturday and identified himself as an Uber driver  He then allegedly offered the woman a free ride from an off campus apartment complex to an on campus residence During the ride  the 18 year old Texidor allegedly assaulted the woman  who then demanded that the driver stop the vehicle so she could get out Police say they are investigating whether Texidor offered other students free rides  It could not immediately be determined who represented Texidor 
619,Newbury Street  known as one of Boston s most popular shopping destinations  became a pedestrian walkway on Sunday in an event called Open Newbury Street For eight hours  10 a m  to 6 p m  Newbury Street was closed to cars and turned into an entirely walkable area stretching from Berkeley Street to Massachusetts Avenue 
620,A city of Boston staffer has been placed on paid administrative leave as the Walsh administration continues to investigate how a 7 year old boy wandered off from a city run center before he was found dead in the water off Carson Beach Kyzr Willis  body was found around 7 p m  Tuesday  He had been attending a drop in center for kids at South Boston s Curley Community Center  which includes the L Street Bathhouse The center is run by the Boston Centers for Youth and Families At a media briefing Wednesday  Mayor Marty Walsh said his administration is reviewing all BCYF facilities in the wake of the tragedy  He said the Curley center will reopen to adults Thursday  and will reopen to kids on Monday The staffer who s been placed on leave was not identified by name  Mayor Walsh said only that the staffer was the director of the center where Kyzr went missing from Walsh said there were 56 kids at the program on Tuesday  and about 21 staff members He said there are still  a lot of unanswered questions  about what happened to Kyzr  and when  and that the city is continuing its investigation This article was originally published on July 27  2016 
621,A new report finds that in many of Boston s communities of color  incarceration rates are  much more elevated  than crime rates The report  titled  The Geography of Incarceration   comes from The Boston Foundation  MassINC and the Massachusetts Criminal Justice Reform Coalition The analysis finds that in places like Franklin Field and Grove Hall  rates of house of correction committments were higher than rates of property crime and violent crime in 2014 Report co author Ben Forman  of MassINC  said some neighborhoods cross a threshold where incarceration becomes more harmful than helpful Boston NAACP president Michael Curry welcomed the report The report offers suggestions to policymakers  including replacing mandatory minimum sentences with evidence based approaches to sentencing  and focusing jail diversion practices in communities with particularly high rates of incarceration With reporting by WBUR s Delores Handy
622,Halfway into a six month test of body worn cameras  Boston police say the 100 officers assigned the cameras have generated over 10 000 unique videos representing nearly 1 500 hours of footage They have also documented 72 camera recording failures  department spokesman Michael McCarthy told The Associated Press late Friday afternoon  He attributed them to technical malfunctions such as insufficient battery life  or cameras falling off their mounts or shutting off without explanation There have been no complaints or misconduct investigations related to use of the cameras  McCarthy said  and the department has so far spent nearly $85 000 on the pilot The 10 422 videos captured so far amount to 1 472 hours and 1 6 terabytes of data  he said  The pilot has been averaging 114 videos a day  with videos averaging about 8 5 minutes McCarthy provided the updates after requests by the AP for complaints  investigations  audits  budgets and other documents related to the program went largely unanswered over the past month He didn t provide copies of documents like the program budget or audit reports  as the AP had requested  He also didn t immediately say how usage or malfunctioning data compared to the department s expectations going into the test Civil rights groups this week had voiced concerns about transparency as the pilot effort reached its halfway mark  And a study intended to assess the six month pilot  launched Sept  12  has not been fully funded and not begun in earnest  researchers told the AP this week Jack McDevitt  director of Northeastern University s Institute on Race and Justice  which has signed on to conduct the study  said his team still has not secured all the money needed for the work The study isn t being paid by the university or the city  which has budgeted about $500 000 for the body camera pilot effort The team has so far received $34 900 from police and another $10 000 from the Rappaport Institute for Greater Boston  fellow Northeastern researcher Anthony Braga said Friday in an email  An application for foundational funding was rejected  he said Michael Curry  outgoing president of the Boston chapter of the NAACP  said the city should have found other ways to pay for the study  which police said was a critical piece as they weigh a department wide rollout of the cameras If and when Northeastern receives full funding  McDevitt said  the plan is to review citizen complaints and department data on officer activity and workload  Researchers will also compare the costs for the two types of cameras being tested and host focus groups with officers and community organizations Most large and mid size cities with some form of a body camera program haven t been forthcoming once their programs are underway  said Harlan Yu  a principal at Upturn  a consulting firm working with civil rights groups to study police body camera programs One exception is Washington  D C   where the law requires police to release a report twice a year about body camera usage  he said Boston community leaders say they ve heard few complaints or problems so far from residents or officers  But the shooting by police of an emotionally disturbed man in October underscores the need for wider use of body cameras  they say None of the officers involved in that shooting  which prosecutors are reviewing  had been assigned a body camera Police maintain 31 year old Terrence Coleman was shot after lunging at them and emergency medical technicians with a knife  But Coleman s mother  who had called for the assistance  says her son was unarmed when police burst through the door and shot him 
623,Attorney General Maura Healey says a hotline her office set up last week in response to post election reports of hate crimes and harassment has already received 400 calls Healey revealed the tally at a  No Place for Hate  rally at the State House Monday  which was organized by the Anti Defamation League and attended by hundreds of residents  including several elected officials Boston Mayor Marty Walsh was also there and called on the crowd to be tolerant of different views and respect the democratic process  but said people need to speak up  when hate rears its ugly head  State Treasurer Deborah Goldberg called the  escalation in hatred  intolerance and violence  frightening Newton resident Elaine Landes also attended Monday s rally  The daughter of Holocaust survivors  Landes said she came out because she believes society should speak up before bad things happen The Anti Defamation League says reports of hate incidents have tripled in the region since Election Day  coming from communities including Boston  Cambridge  Billerica  Natick  Northampton  Newton and Wellesley With reporting by WBUR s Simón RíosCorrection  An earlier version of this story misspelled Elaine Landes  name  We regret the error This article was originally published on November 21  2016 
624,A pedestrian was injured after being struck by a duck boat in Boston Boston police spokesman Stephen McNulty says the crash happened around 11 30 a m  Sunday in the city s Back Bay neighborhood Police say the victim was crossing contrary to the walk signal when she was hit by the amphibious sightseeing vessel at the corner of Newbury and Clarendon streets  It s not clear whether passengers were aboard the vehicle The victim was taken to the hospital for minor injuries The operator of the duck boat  Boston Duck Tours  said in a statement they were grateful nobody was seriously injured It s the second crash in Boston involving a duck boat in three months  Twenty eight year old Allison Warmuth was riding a scooter when she was struck and killed April 30 near Boston Common This article was originally published on July 10  2016 
625,A New York City woman killed while out running near her mother s Massachusetts home brought light to the lives of everyone she touched  mourners were told at her funeral Tuesday Family  neighbors and a bus full of Google co workers were among the hundreds of people who paid tribute to Vanessa Marcotte  27  at Our Lady of the Lake Roman Catholic church in Leominster Marcotte s body was found Aug  7 in the woods near her mother s home in the small town of Princeton The Rev  Dennis O Brien urged mourners to remember Marcotte for the way she lived  not the way she died Marcotte grew up in Leominster  graduated from Boston University and worked as an account manager at Google in New York City She went out for a run at about 1 p m  on Aug  7 and never came home  Her body was found by police about seven hours later in a wooded area about a half mile from her mother s home Investigators have received more than 600 tips  but no arrests have been announced  They say her male assailant may have suffered cuts  scratches and bruises from a struggle She is survived by her parents  John Marcotte and Rossana Marcotte  one grandfather  several aunts and uncles and cousins This article was originally published on August 16  2016 
626,A nine year veteran of the Boston Police Department was shot in the leg Friday morning after confronting a suspect in Dorchester The officer  who has not been identified  has a non life threatening injury and is expected to be OK  He is being treated at Boston Medical Center The suspect  27 year old Grant Headley of Dorchester  is in custody At media briefing outside the hospital Friday afternoon  Boston Police Commissioner William Evans said officers from a Mattapan drug unit were investigating Headley  who was  known to officers to be a drug dealer  Evans said the officers knew Headley was driving with a suspended license when they pulled him over near Mount Bowdoin Terrace in Dorchester around 10 20 a m Officers had boxed in Headley s car and were getting out of their vehicle when Headley  began to fire unprovoked   Evans said  The officer who was shot returned fire as the suspect took off on foot  Evans said other officers who were with the injured officer followed Headley  tackled him and brought him into custody without injuring him Officers also confiscated the automatic handgun Headley was using  Evans said Boston Mayor Marty Walsh echoed that sentiment Walsh also said there are too many guns on city streets Residents of the neighborhood where the shooting took place were taken by surprise Gary Bell says he looked out the window when he heard shots fired The shooting happened not far from the Bowdoin Geneva intersection that has been a hotspot for violence over the years But Iris Dupont  president of the Mount Bowdoin Terrace neighborhood association  says they have not seen a lot of crime in the area lately Commissioner Evans said the injured officer was  highly decorated  and that he was about to be given a commendation for a recent gun arrest According to a spokesman for the Suffolk County district attorney  Headley was on probation after serving a five year prison sentence for drug and gun charges  He s expected to be arraigned on Monday With reporting by WBUR s Delores HandyThis article was originally published on January 08  2016 
627,Police are trying to determine how a 7 year old boy wandered away unnoticed from a city run summer camp at a Boston beach and ended up dead Kyzr Willis was last seen around 2 p m  Tuesday near the L Street Bathhouse at Carson Beach in South Boston  After a search  his body was found in the water around 7 p m   Boston police said Willis was attending a day camp at the Curley Community Center  which includes the bathhouse It s unclear how he slipped away from the camp  which is run by the Boston Centers for Youth and Families Added Mayor Marty Walsh in a statement   The City of Boston is devastated to learn of the tragic loss of Kyzr Willis  and I will be working closely with Boston Centers for Youth and Families and the Boston Police Department until we know exactly what happened  My heart is broken for the Willis family and my thoughts and prayers will be with them  A mayoral spokeswoman told WBUR that Walsh on Tuesday night returned to Boston from the Democratic National Convention in Philadelphia  where he was a speaker Quincy police  state police and the U S  Coast Guard all assisted in the search The bathhouse will remain closed until further notice as police investigate With reporting by the Associated Press and the WBUR NewsroomThis article was originally published on July 26  2016 
628,Firefighters spent Christmas morning battling a five alarm fire in Boston s historic North End neighborhood No residents were hurt  but two firefighters sustained minor injuries  according to a Boston Fire Department spokesperson The department says they responded at 4 15 a m  Sunday to a four unit brick apartment building at 52 Hull St  The building is home to six residents  but BFD says no one was inside at the time of the fire The roof of the building at the intersection of Hull and Snow Hill Streets has collapsed  The department estimates about $4 million in damages Investigators continue to search for the cause of the fire 
629,A podcast of WBUR s Weekend Edition broadcast This program aired on December 4  2016  The audio for this program is not available 
630,The former head of St  George s  a Middletown  Rhode Island  boarding school that s the target of sexual assault allegations  is denying a former student s claim that he did not take her abuse accusations seriously At a news conference in Boston Tuesday  former St  George s student Katie Wales said she reported to Anthony Zane  the headmaster at the time  that she had been sexually abused and photographed without her permission by trainer Al Gibbs  who is now dead Wales said Zane did not believe her  and told her she was mentally unstable In an email to WBUR  Zane said that he never told any student she was mentally unstable A report compiled by attorneys for alleged victims of sexual abuse at St  George s says the alleged abuse was reported to school officials in the spring of 1979  a year before Gibbs was terminated But in an email to WBUR  Zane says he did not hear of allegations against Gibbs until around the first of the year in 1980  Zane went on to say that he fired Gibbs on Feb  5  1980 
631,Somerville s mayor has denied a request from the police union that a Black Lives Matter banner be removed from City Hall and replaced with one that says  All Lives Matter  Somerville Police Employees Association President Michael McGrath wrote in a letter sent Tuesday to Mayor Joseph Curtatone that officers are  deeply troubled  the current banner remains The letter said it s  inconceivable  and  demoralizing  that the banner — which has been above City Hall s main entrance for nearly a year — remains  given recent attacks on police across the country Curtatone denied the request  saying in a statement that his  unwavering support for our police officers does not and cannot preempt our commitment to addressing systemic racism in our nation  He added that  a banner in honor of the slain officers is hanging at Somerville Police Headquarters where it would provide the most moral support to our officers  On Thursday  the chief of Somerville s police stepped into the disagreement  Chief David Fallon said Curtatone has been a supporter of police — and human rights and efforts to end systemic racism Fallon said there needs to be dialogue with every member of the community  including black residents who feel they are being treated unfairly With reporting by The Associated Press and the WBUR Newsroom
632,The Coast Guard and several other agencies have recovered the body of a fisherman who reportedly fell off a commercial fishing vessel near Nantucket The Coast Guard said it located the body at about 1 p m  Monday after a nearly four hour search The Coast Guard said it received a report at about 9 15 a m  that a fisherman aboard the 42 foot No Regrets became entangled in the vessel s nets as they were being deployed and was swept over the side about one quarter mile west of Great Point  the northeast point of the island The No Regrets is based in Oak Bluffs Two Coast Guard aircraft and three boats searched for the fisherman  whom officials haven t publicly identified The Nantucket harbormaster  Chatham harbormaster  Chatham Fire Dive Team  and other local agencies  as well as multiple good Samaritan civilian vessels also assisted in the search This article was originally published on June 20  2016 
633,Authorities say one man is dead after exchanging gunfire with a Boston police officer in Dorchester Friday morning Speaking at a press conference Friday afternoon  Boston Police Commissioner Bill Evans said officers were responding to reports of a shooting at 107 Devon St  in Dorchester around 10 30 a m  when they were confronted by a man with a gun on nearby Laredo Street An officer ordered the man to drop his gun three times before firing  Evans said According to Evans  it appears the man who was killed by officers was assisting someone else who had been shot in the leg  Both appear to have come from 107 Devon St   where Evans said a third person was found with multiple gunshot wounds Evans did not release the identities of the three people involved  though he said the man who was killed was known to police and had several prior firearm violations on his record No officers were hurt  Evans said  Four were brought to a hospital to be checked for stress The Rev  Eugene Rivers  who leads a congregation nearby in Dorchester  told reporters at the scene he had spoken with police and it seemed like they had acted professionally Following the shooting  witnesses and neighbors called for more police presence in the neighborhood  Rohan Thomas lives on the very corner where the man was shot and killed  His wife called him to come home  Thomas said there had been other shootings nearby recently Evans said police units were nearby and responded quickly Evans says Boston police have taken possession of about 80 guns so far this year With reporting by WBUR s Curt NickischThis article was originally published on February 12  2016 This segment aired on February 12  2016  The audio for this segment is not available 
634,Fire officials confirm that one person has died in an early morning house fire in Gloucester Chief Eric Smith says firefighters responded to the home just before 4 a m  Monday to find flames coming from the second floor of the wood frame house Firefighters entered the home and found the victim near the top of the stairs  where he was apparently already dead  The blaze was quickly brought under control Smith says it appears the victim lived alone in the home His name was not immediately made public The cause remains under investigation 
635,Administrators at a private residential school for boys with autism and behavioral disorders have fired four employees after five staff members were charged in an investigation into the abuse of students The Eagleton School in Great Barrington announced the firings Thursday Four employees were charged last month with assault and battery on a disabled person  while a fifth was charged with intimidating a witness and obstructing justice Two employees who were charged have been fired  The other three have been suspended  All have pleaded not guilty  Two of the fired workers were not arrested The school also said it has hired a consultant to evaluate the clinical  education and residential dimensions of the school No regulatory action has been taken against the school and its programs remain running 
636,One week after a 7 year old boy drowned  a city run day camp is reopening in Boston New rules are in place Tuesday for the summer program at the Curley Community Center  including an hourly head count of all campers and a requirement that children wear life jackets when they are swimming in the waters off South Boston s Carson Beach Police don t suspect foul play in the death of Kyzr Willis  who apparently wandered away from the camp unnoticed last Tuesday  His body was later discovered in the water The center s director was placed on administrative leave Mayor Marty Walsh says he met with parents of other campers to discuss the reopening  He says his heart goes out to the Willis family A funeral for the boy is scheduled for Thursday 
637,The Essex district attorney s office says state police are investigating the drowning death of a 13 year old Lynn boy in a Saugus pond where swimming is barred Rescue crews from Lynn and Saugus received a call for a swimmer in distress in the Lynn Woods Reservation around 2 p m  on Sunday The boy was pulled from the water around 2 30 p m  The DA s office says he had been swimming in the body of water known as Walden Pond with a group of friends when he reportedly started having trouble swimming The boy was brought to Lynn Union Hospital where he was pronounced dead The DA s office says no foul play is suspected  His name has not been released This article was originally published on June 19  2016 
638,A wake is scheduled for Monday for 27 year old Vanessa Marcotte  the New York woman who was killed while jogging near her mother s house in Princeton last week The wake will take place in Fitchburg Monday night Marcotte  an account manager at Google  went missing after she went for a run  Marcotte s body was found last Sunday by a state police canine unit about a half mile away from her mother s home On Thursday  Worcester County District Attorney Joseph Early Jr  said authorities believe Marcotte s killer is a man  The DA also said Marcotte most likely struggled with the attacker Police have not made any arrests in connection with Marcotte s death but they have said they are investigating hundreds of tips 
639,The people who died when a rotted tree fell on their car in Massachusetts have been identified as a married couple from Whitman who owned a pair of Dunkin  Donuts franchises The Plymouth district attorney s office says 49 year old Franklin Teixeira and 51 year old Manuela Teixeira were driving down a residential street in Abington just after 10 a m  Sunday when the tree fell on the roof of their car  Franklin Teixeira was driving at the time  Abington is about 20 miles south of Boston They were taken to South Shore Hospital where they were pronounced dead Authorities say the rotted and hollow tree was uprooted and appears to have fallen as a result of high winds and snow Friends and family say they were married and operated Dunkin  Donuts shops in Rockland This article was originally published on April 03  2016 
640,One hundred Boston police officers are now equipped with body cameras as they carry out their duties  That s after a judge s ruling Friday cleared the way for a delayed body camera pilot program — long pushed by local activists — to finally launch Here are 10 things to know about the pilot program 1  What is it The program is a six month pilot to test out body worn cameras on Boston police officers  Dr  Anthony Braga  who heads the School of Criminology and Criminal Justice at Northeastern University  will analyze the effectiveness of the program by looking at police and community interactions  citizen complaints  use of force incidents and community satisfaction  Two companies — Taser and Vievu — have been contracted for the pilot  The city has allotted $500 000 for the program 2  Who is participating in the pilot program After no officers volunteered  Braga selected 100 to participate in the pilot  The group is diverse and comes from five sections of the city and the department’s Youth Violence Strike Force  According to the department  55 are white  29 are black  13 are Latino  and three are Asian  And 87 of the 100 officers are men Also  Police Commissioner William Evans announced last week that eight members of his command staff will wear body cameras for the duration of the pilot program  However  those commanders will not officially be part of the study group for the pilot program 3  How will the body cameras be used According to the department s policy guidelines for the program  officers will only turn on the cameras while conducting official law enforcement duties  They will record all contact will civilians — such as during vehicle stops  when responding to a call  or while searching an individual  The cameras aren t to be deactivated  until the encounter has fully concluded and or the officer leaves the scene   The policy gives officers discretion not to record in some instances where there’s a reasonable expectation of privacy — like locker rooms  hospitals or places of worship  And officers must get consent to record inside a person’s private residence if they don’t have a warrant  or during a non emergency situation The policy also allows officers to view the body camera footage prior to writing police reports and in some cases before making a statement about an incident  That part of the policy has drawn criticism from activists and community members Read the full policy 4  How do the body cameras actually work The cameras attach to the front of an officer s uniform and have an on off switch  They begin recording when they are activated  Boston police will be using two types of body cameras  one from Taser and one from Vievu  Superintendent In Chief William Gross  one of the commanders who will wear a body camera  showed me his device at a recent peace walk in Roxbury  His model is from Taser and uses cloud storage while Vievu uses  an external storage device that s kept at the station   Gross said His body camera has an app to manage the footage   It stores the video and you tag it and say what incident had just occurred and then it goes to the cloud   Gross said   You can t alter it  you can t send it to YouTube  you can t touch it  It s all administrators  that  can only touch that     Related  Here  amp  Now  Taser On How Body Cams Work And Storage5  Why is the city doing a body camera pilot program The point of the pilot is to see whether citywide implementation of body cameras would work in Boston  In the wake of several high profile police shootings  body cameras have been part of a larger national conversation around police community relations  Many see them as a part of 21st century policing  In Boston  activists and community groups have been pushing for body cameras since 2014  following the fatal shooting of Michael Brown in Ferguson  Missouri  The technology has already become a reality for many police departments across the country  And in Massachusetts  several communities have been testing them out 6  There s been a lot of talk about body cameras in Boston for a while  Why is the pilot just now getting off the ground  There was a lot of back and forth between the city and the union  and the matter ended up in court  The Boston Police Patrolmen’s Association claimed the city violated an agreement to do a voluntary program by assigning body cameras to officers and filed an injunction seeking to halt the program  The city said it had the authority to assign cameras after no officers volunteered  A judge sided with the city in a ruling that gave the program the green light to move forward Before that  though  the pilot program had been in the works since last September  In April  there were plans to launch the pilot in July  That was delayed as the city and union negotiated  They reached a deal in mid July  But by August no officers volunteered  so the police department assigned cameras  The plan was to start the pilot at the beginning of September  But  as explained above  the union took the matter to court 7  Are there pilot programs in other cities Yes  Several cities across the country have pilot programs  including New York  Los Angeles and Chicago  And Los Angeles plans to make body cameras more widespread   Here’s a report that looks at pilot programs in 50 cities  Police in New Orleans  Albuquerque and Rialto  California  are already fully equipped with body cameras  And cities like Minneapolis  Baltimore and Seattle are equipping their entire police force iteratively  In Massachusetts  several local communities  like Worcester  Leicester  Methuen and Gill  have tested out and in some cases fully implemented body cameras 8  Will body cameras be fully implemented in Boston after the pilot program That’s unclear  A decision on whether to fully implement body cameras in Boston will be made at some point after the pilot program is complete  That will likely be  as soon as the research is done and Anthony Braga provides a report   Boston police spokesman Lt  Michael McCarthy said In an interview  Commissioner Evans said he ll make a recommendation and the department will have to work with the city and city council around a budget to move forward 9  What will happen with all that video footage from the pilot program The video footage will be stored two ways — through cloud based storage and by the two companies  Taser and Veivu  the city has contracted to do the pilot program — according to police spokeswoman Myeshia Henderson 10  What does the research say about body cameras There s still much to learn about body cameras Some studies have found body cameras significantly reduce the number of complaints against police and incidents of police use of force  For example  a 2014 U S  Department of Justice report cited two studies  One found the Rialto  California  police department had a 60 percent reduction in officers using force and an 88 percent reduction in complaints against police  The other found 75 percent fewer use of force complaints against police in Mesa  Arizona  A study of Orlando police had similar findings Other studies have looked at the limitations of body cameras  noting murky policies and inconsistencies in how body cameras are used In Boston  the police department often emphasizes community policing  saying it has strong community relations  There has been some concern raised about how the body cameras may change how the public interacts with police  e g   people not wanting to speak to police because of the body cameras  During the court hearing over the Boston pilot program  the police union suggested cameras may cause people to react negatively toward officers  The union cited a study by the Rand Corporation that found some officers faced increased risk of assault while wearing cameras  The report notes other possible reasons for that result and says  much more work is needed to unpick the reasons behind these surprising findings   Evans — and  ultimately  the judge — expressed skepticism about the results of the Rand report 
641,The city announced Tuesday evening that they had come to an agreement with a police union  bringing Boston one step closer to implementing a body camera pilot program  This comes after renewed calls by local activists in recent days following the high profile police shootings in Minnesota and Louisiana The police department reached an agreement with the Boston Police Patrolmen s Association  BPPA  to equip up to 100 patrol officers with cameras for a six month pilot  but there is still no timeline for when it will launch Participation in the program would be voluntary  which has been a point of criticism from many who have been pushing for body cameras  And according to the agreement  officers who do participate in the program will receive $500 compensation at the completion of the program The agreement also offers parameters for viewing the body camera footage  Officers involved in a shooting or other use of deadly force cannot view the footage before an investigations unit has done so  Involved officers and officers who are witnesses can then view their own footage prior to giving a statement or walkthrough  An investigations unit will be responsible for collecting and uploading all body cam footage  In other instances  officers can view their own footage when they are completing an investigation  before a court appearance  to refresh recollection   and when giving a statement regarding an internal investigation And  according to the agreement  the Boston Police Department would reopen negotiations with the union if they decide to expand the use of body cameras after the pilot program is complete Boston police will now work to identify officers that will participate in the pilot program Tuesday s agreement is a step toward launching the program  but a final policy for the pilot still needs to be developed  The city says that policy is currently being worked on Some say the police department has been moving too slowly Last September  the Boston Police Department said it would launch a body camera pilot program  Then in April  Boston police offered a few more details  saying it would equip 100 officers across the city with body cameras as part of a six month pilot program set to begin in July Now  almost halfway through the month  it is unclear exactly when the body camera pilot program will get off the ground When asked at the end of last week what was holding up the program  police said they were still working out details with various unions There are also a number of policy issues to consider when it comes to body cameras  such as when the cameras will be turned on and off  how the video will be stored  as well as how to handle various privacy concerns when interacting with the public  On Saturday  Mayor Marty Walsh said these are among the issues the city is looking at as it develops its pilot program Walsh said body cameras are coming to Boston in the  near future   but said he had no timeline for exactly when Police Commissioner Bill Evans told WGBH Tuesday that he hopes the pilot program will begin in August  He also said he would like to see body cameras become permanent after the program BPCAT is demanding that process move more swiftly BPCAT formed in 2014 after the death of unarmed black teenager Michael Brown in Ferguson  Missouri  and since then has been pushing for body cameras in Boston  Idowu said his organization wants to be proactive and not wait until similar incidents happen in Boston On Monday  the Boston chapter of the NAACP also renewed calls for the city to roll out body cameras  Michael Curry  the chapter s president  said Boston needs to lead on the issue of body cameras  which he said provides  a two way benefit  And some see this technology as an important part of addressing police community relations  Idowu said while body cameras are  a smaller piece of the larger puzzle   they are a necessary step in tackling issues of accountability and policing This article was originally published on July 12  2016 
642,Two construction workers are dead after a water main break in the South End flooded a trench in which they were working Friday  officials said Several workers  who were from a private construction crew  were in a 12 foot trench when it began to fill with water around 10 Dartmouth St   near the corner of Tremont Street in the South End A response team spent hours vacuuming water and clearing the trench Friday afternoon  On Twitter  the Boston Fire Department described the operation as  very difficult  as the team worked in a trench box on their knees removing dirt by hand to recover the bodies  The first body was recovered around 6 30 p m  and the second shortly after 8 p m Both Boston Mayor Marty Walsh and Police Commissioner Evans were on the scene Friday afternoon Boston Police  the Occupational Safety and Health Administration and the Suffolk County District Attorney s Office will be investigating the cause of the deadly incident  according to the fire department Walsh expressed his concern for the two workers killed The names of the two workers have not been made public With reporting by WBUR s Delores Handy and The Associated Press This article was originally published on October 21  2016 
643,A Massachusetts State Police trooper has been hit by a motorcyclist who authorities say was under the influence of alcohol at the time State police say the trooper had just gotten out of his cruiser after stopping a car at Revere Beach on Saturday evening when he was struck  Authorities say the trooper had observed the motorcyclist moments earlier speeding and operating recklessly After hitting the trooper  state police say the motorcyclist hit a car and then tried to run away on foot before troopers arrested him The motorcyclist  who was later identified as Danilo Diroche  was taken to a hospital with unknown injuries  The 26 year old Lynn man faces numerous charges  It s unclear if he has an attorney The trooper s name was not immediately released This article was originally published on June 05  2016 
644,A popular bar near Fenway Park that s been the site of several violent incidents  including a fatal shooting in November  is shutting down for good The Red Sox announced the closure of Who s on First this week The team spokesman says the Red Sox worked out a deal with the city  the owners of the building  and the operators of the bar  to close it permanently Jephthe Chery  a commuter rail conductor  was fatally shot outside the bar early on Thanksgiving morning  Police say Chery  who had been in the bar earlier  was an innocent bystander shot during a dispute between two other parties The bar has been shut down since the shooting  The city s licensing board  however  did not find the bar liable for the shooting 
645,Police have identified a highway worker killed after they say he was hit by an impaired driver on Interstate 93 in Massachusetts The accident happened shortly before 3 a m  Tuesday in the northbound lanes of the highway near exit 33 in Medford Police say 52 year old Thomas O Day  of East Bridgewater  was picking up traffic cones as part of a lane marking contract crew when a Fiat 500 slammed into a truck and then hit O Day  A second unidentified worker suffered minor injuries Police have charged 31 year old James Scoville  of Chelmsford  with vehicular homicide and operating under the influence  He s set to be arraigned later Tuesday Another highway worker was seriously hurt after being hit in a separate incident in Boston Monday  A man has been charged with OUI in that accident 
646,Police say three children are in state custody after they were found living in  deplorable  conditions Police were executing a drug related search warrant at a King Street apartment around 6 p m  Friday when they discovered the children  ages 6  5 and 3 Police say the apartment was infested with mice  its floors were covered in animal feces and a cat was carrying a live mouse in its mouth Police say they found 99 oxycodone pills  two bags of marijuana  cocaine and cash during the search Twenty four year old Sheyla Montalvo and 29 year old Natasha Riley Murphy are facing drug trafficking charges The oldest children are Montalvo s  The 3 year old belongs to a relative The state Department of Children and Families took the children into custody The women are scheduled to be arraigned Monday 
647,NORTH BERWICK  Maine — Republican Gov  Paul LePage is being accused again of making racially insensitive comments  this time by saying photos he s collected in a binder of drug dealers arrested in the state show more than 90 percent of them are black or Hispanic The governor made the remark at a town hall in North Berwick on Wednesday  a day he also said the father of a dead Muslim U S  Army captain is a  con artist  for criticizing GOP presidential nominee Donald Trump LePage s comment about the drug dealers came after a businessman asked how he could bring a company to Maine  given the rhetoric you put out there about people of color   the Portland Press Herald reported LePage  who s white  said he keeps a three ring binder of photos from drug busts and most  are black and Hispanic people from Waterbury  Connecticut  the Bronx  and Brooklyn  Some critics called his comments racially charged  He said during the event he s not racist and he s concerned that out of state drug dealers are bringing heroin into the state  On Thursday  he told the Portland Press Herald his focus on the drug crisis is tainted by his opponents playing  election year politics  Also Wednesday  LePage  on a program hosted by Boston radio personality Howie Carr  referenced Khizr Khan  whose son was killed while protecting other soldiers in Iraq  Khan appeared at the Democratic National Convention  at which Hillary Clinton received her party s presidential nomination  and held up a copy of the U S  Constitution while criticizing Trump Khan  a Muslim who came to the U S  from the United Arab Emirates  accused Trump of smearing the character of Muslims and said his late son wouldn t have been allowed in the country if Trump s ban on Muslims was in place Maine Public Broadcasting Network reported LePage s comments about Khan came after Carr drew a comparison between the Boston Marathon bombers and an Iranian refugee who moved to Maine and later died fighting for the Islamic State group  LePage said Khan  uses the death of his son  to go after Trump LePage  in his second term as governor  is a supporter of Trump  His daughter Lauren LePage has been hired by Trump and vice presidential candidate Mike Pence to work as the state s coalitions director In January  Paul LePage said drug dealers with names like  D Money  Smoothie  Shifty  are getting Maine s white girls pregnant  He later apologized  saying he meant to say  Maine women  and not  white women  Rachel Healy  communications director for the American Civil Liberties Union of Maine  said the governor should take the opportunity to combat unconstitutional racial profiling  Democrats were also swift to condemn LePage s comments Democratic House Speaker Mark Eves  who lives in North Berwick  said he was  disgusted  by the governor s  racially charged  comments in his hometown 
