Dist Code,Impacted G,Proporti 1,Proportion,REP,Rep Dist,Rep First,Rep Last,Rep Party,Route Ids,Stop Id,Stop Name,Town,URL,Geometry,Geometry (HOUSE2012 POLY.shp),Impacted P,Income,Income Lev,Repdistnum,Shape Area,Shape Len
SUFF09,"25025080601,25025080500,25025080401,25025080300,25025071101,25025070900,25025070800,25025070500,25025080100,25025081800,25025081700,25025081400","0.13,0.12,0.22,0.13,0.11,0.06,0.00,0.00,0.18,0.01,0.04,0.00","0.47,1.00,1.00,0.98,0.62,0.73,0.04,0.01,0.35,0.03,0.13,0.01",Jon Santiago (D),9th Suffolk,Jon,Santiago,(D),"9,47,1,171",6,Melnea Cass Blvd @ Harrison Ave,BOSTON,http://malegislature.gov/Legislators/Profile/J_S2,Point,Polygon,4388,30172,0,132,4257318.39064,19630.85119
SUFF15,"25025120104,25025110607,25025110601,25025110103,25025120105,25025981000","0.00,0.07,0.17,0.02,0.30,0.45","0.01,0.11,0.24,0.03,0.33,0.81",Nika Elugardo (D),15th Suffolk,Nika,Elugardo,(D),"38,35",5245,Centre St @ Faulkner Hospital,BOSTON,http://malegislature.gov/Legislators/Profile/N_E1,Point,Polygon,369,74602,2,138,8393152.22191,22444.1687602
SUFF16,"25025170400,25025170702,25025170501","0.29,0.02,0.39","0.25,0.07,0.84",RoseLee Vincent (D),16th Suffolk,RoseLee,Vincent,(D),"424,442,439,441,455,411,116",4715,N Shore Rd @ Agawam St,REVERE,http://malegislature.gov/Legislators/Profile/R_V1,Point,MultiPolygon,1027,46642,2,139,17713597.0924,62437.259426
ESS13,"25009211200,25009211100","0.53,0.36","0.28,0.19",Theodore C. Speliotis (D),13th Essex,Theodore C.,Speliotis,(D),"465,435",4654,High St @ Purchase St,DANVERS,http://malegislature.gov/Legislators/Profile/TCS1,Point,MultiPolygon,83,76413,2,37,69290627.6297,64782.150626
NOR01,"25021417400,25021417300","0.45,0.03","0.60,0.04",Bruce J. Ayers (D),1st Norfolk,Bruce J.,Ayers,(D),211,3148,Bellevue Rd @ Standish Rd,QUINCY,http://malegislature.gov/Legislators/Profile/BJA1,Point,Polygon,117,92480,2,97,32010475.7398,65034.9363785
SUFF07,"25025010405,25025080801,25025080601,25025080500,25025080401,25025080300,25025071101,25025070900,25025070800,25025080100,25025081800,25025081700,25025081400","0.03,0.02,0.26,0.12,0.22,0.10,0.02,0.03,0.00,0.03,0.01,0.07,0.09","0.16,0.11,0.96,1.00,1.00,0.78,0.13,0.36,0.04,0.05,0.03,0.22,0.29",Chynah Tyler (D),7th Suffolk,Chynah,Tyler,(D),"19,8,47",1593,Ruggles St @ Shawmut Ave,BOSTON,http://malegislature.gov/Legislators/Profile/C_T1,Point,Polygon,4445,26339,0,130,4570023.34856,18791.1725581
MID23,"25017356300,25017356400,25017356702,25017356701,25017339300,25017339200","0.30,0.29,0.10,0.13,0.10,0.08","0.57,0.16,0.07,0.24,0.28,0.05",Sean Garballey (D),23rd Middlesex,Sean,Garballey,(D),"95,80",2423,Medford St @ Sherborn St,ARLINGTON,http://malegislature.gov/Legislators/Profile/S_G1,Point,Polygon,1047,105614,2,82,15138529.9952,25274.4158673
ESS13,"25009211200,25009211100","0.54,0.35","0.28,0.19",Theodore C. Speliotis (D),13th Essex,Theodore C.,Speliotis,(D),465,4620,High St @ Purchase St,DANVERS,http://malegislature.gov/Legislators/Profile/TCS1,Point,MultiPolygon,83,76306,2,37,69290627.6297,64782.150626
SUFF10,"25021401100,25021400600,25025000504,25025000503,25025000502","0.45,0.35,0.03,0.02,0.14","0.22,0.59,0.21,0.30,0.23",Edward F. Coppinger (D),10th Suffolk,Edward F.,Coppinger,(D),51,11835,Chestnut Hill Ave opp Buckminster Rd,BROOKLINE,http://malegislature.gov/Legislators/Profile/E_C1,Point,Polygon,2151,135914,3,133,23225083.8591,30760.3994202
SUFF11,"25025980300,25025120201,25025120104,25025120400,25025110103,25025981100,25025981000","0.02,0.22,0.10,0.02,0.30,0.16,0.18","0.02,0.62,0.70,0.04,0.64,0.12,0.32",Elizabeth A. Malia (D),11th Suffolk,Elizabeth A.,Malia,(D),"33,21,31,16,34,36,38,42,32",875,Forest Hills Station Lower Busway,BOSTON,http://malegislature.gov/Legislators/Profile/EAM1,Point,Polygon,2277,58452,2,134,9548119.27484,22506.5331267
ESS06,"25009217201,25009217500,25009217400,25009217300,25009217202,25009217100","0.01,0.19,0.01,0.65,0.04,0.05","0.01,0.15,0.03,0.53,0.05,0.01",Jerald A. Parisella (D),6th Essex,Jerald A.,Parisella,(D),451,7121,Cabot St @ Beckford St,BEVERLY,http://malegislature.gov/Legislators/Profile/JAP1,Point,MultiPolygon,415,65898,2,30,40001899.6761,36984.9632533
ESS06,"25009217201,25009217500,25009217400,25009217300,25009217202,25009217100","0.01,0.18,0.01,0.67,0.05,0.05","0.01,0.14,0.02,0.55,0.06,0.01",Jerald A. Parisella (D),6th Essex,Jerald A.,Parisella,(D),451,7178,Cabot St opp Simon St,BEVERLY,http://malegislature.gov/Legislators/Profile/JAP1,Point,MultiPolygon,411,65824,2,30,40001899.6761,36984.9632533
SUFF11,"25025980300,25025120201,25025120104,25025120400,25025110103,25025981100,25025981000","0.02,0.22,0.10,0.02,0.30,0.16,0.18","0.02,0.62,0.70,0.04,0.64,0.12,0.32",Elizabeth A. Malia (D),11th Suffolk,Elizabeth A.,Malia,(D),39,8750,Forest Hills Station,BOSTON,http://malegislature.gov/Legislators/Profile/EAM1,Point,Polygon,2277,58452,2,134,9548119.27484,22506.5331267
SUFF16,"25025170400,25025170702,25025170501","0.28,0.02,0.40","0.25,0.06,0.84",RoseLee Vincent (D),16th Suffolk,RoseLee,Vincent,(D),"442,439,441,448,449,411,116",4735,N Shore Rd @ Agawam St,REVERE,http://malegislature.gov/Legislators/Profile/R_V1,Point,MultiPolygon,1010,46590,2,139,17713597.0924,62437.259426
SUFF09,"25025080601,25025080500,25025080401,25025080300,25025071101,25025070900,25025070800,25025070500,25025080100,25025081800,25025081700,25025081400","0.12,0.12,0.22,0.13,0.12,0.06,0.00,0.00,0.19,0.00,0.04,0.00","0.43,1.00,1.00,0.97,0.65,0.76,0.04,0.02,0.37,0.02,0.12,0.00",Jon Santiago (D),9th Suffolk,Jon,Santiago,(D),"8,47",11792,Harrison Ave @ Melnea Cass Blvd,BOSTON,http://malegislature.gov/Legislators/Profile/J_S2,Point,Polygon,4420,30546,0,132,4257318.39064,19630.85119
SUFF10,"25021401100,25021400600,25025000504,25025000503,25025000502","0.45,0.35,0.04,0.02,0.14","0.22,0.58,0.21,0.31,0.24",Edward F. Coppinger (D),10th Suffolk,Edward F.,Coppinger,(D),51,11917,Chestnut Hill Ave @ Buckminster Rd,BROOKLINE,http://malegislature.gov/Legislators/Profile/E_C1,Point,Polygon,2165,135137,3,133,23225083.8591,30760.3994202
MID23,"25017357800,25017356602,25017356500,25017356601,25017356702","0.01,0.58,0.10,0.30,0.00","0.01,0.95,0.09,0.46,0.00",Sean Garballey (D),23rd Middlesex,Sean,Garballey,(D),"62,78",6204,Park Ave @ Oakland Ave,ARLINGTON,http://malegislature.gov/Legislators/Profile/S_G1,Point,Polygon,834,116628,2,82,15138529.9952,25274.4158673
MID23,"25017357800,25017356602,25017356500,25017356601,25017356702","0.01,0.58,0.10,0.30,0.00","0.01,0.95,0.09,0.46,0.00",Sean Garballey (D),23rd Middlesex,Sean,Garballey,(D),"62,78",12323,Park Ave @ Oakland Ave,ARLINGTON,http://malegislature.gov/Legislators/Profile/S_G1,Point,Polygon,834,116628,2,82,15138529.9952,25274.4158673
MID23,"25017356300,25017356400,25017356702,25017356701,25017339300,25017339200","0.30,0.29,0.09,0.13,0.10,0.08","0.57,0.16,0.07,0.23,0.28,0.06",Sean Garballey (D),23rd Middlesex,Sean,Garballey,(D),"95,80",2364,Medford St opp Sherborn St,ARLINGTON,http://malegislature.gov/Legislators/Profile/S_G1,Point,Polygon,1043,105572,2,82,15138529.9952,25274.4158673
ESS06,"25009217201,25009217500,25009217300,25009217202,25009217100","0.00,0.24,0.62,0.01,0.13","0.00,0.19,0.50,0.01,0.02",Jerald A. Parisella (D),6th Essex,Jerald A.,Parisella,(D),451,8318,7 Sohier Rd,BEVERLY,http://malegislature.gov/Legislators/Profile/JAP1,Point,MultiPolygon,405,68514,2,30,40001899.6761,36984.9632533
NOR13,"25021403500,25021457200","1.00,0.00","0.35,0.00",Denise C. Garlick (D),13th Norfolk,Denise C.,Garlick,(D),59,82137,Webster St @ Hillside Ave,NEEDHAM,http://malegislature.gov/Legislators/Profile/DCG1,Point,Polygon,151,122871,2,109,91333688.4108,55592.1594631
NOR15,"25021401000,25021400900,25021400800,25021400700,25025120700,25025981800,25025081100,25025080900,25025081001","0.14,0.19,0.13,0.11,0.03,0.09,0.13,0.01,0.17","0.44,1.00,0.45,0.37,0.22,0.18,0.52,0.06,0.63",Tommy Vitolo (D),15th Norfolk,Tommy,Vitolo,(D),"60,65",1556,678 Brookline Ave opp Pearl St,BROOKLINE,http://malegislature.gov/Legislators/Profile/T_V1,Point,Polygon,4971,74811,2,111,5526976.68498,18475.2737382
MID28,"25017341901,25017342102,25017342202,25017342101,25017342201,25017341800,25017341500,25017342500","0.00,0.34,0.24,0.07,0.19,0.06,0.01,0.08","0.00,0.54,1.00,0.24,0.75,0.09,0.04,0.21","Joseph W. McGonagle, Jr. (D)",28th Middlesex,Joseph W.,"McGonagle, Jr.",(D),109,5486,Broadway @ Edith Ave,EVERETT,http://malegislature.gov/Legislators/Profile/JWM1,Point,Polygon,1920,53984,2,87,8921152.58446,15219.6737665
SUFF05,"25025092300,25025092200,25025092000,25025091900,25025091800,25025091700,25025091600,25025092101","0.01,0.21,0.24,0.12,0.07,0.14,0.08,0.13","0.08,0.72,1.00,0.50,0.34,1.00,0.53,0.20",Liz Miranda (D),5th Suffolk,Liz,Miranda,(D),"19,15,17",555,Geneva Ave @ Dakota St,BOSTON,http://malegislature.gov/Legislators/Profile/L_M2,Point,Polygon,3909,52725,2,128,4864696.74032,16854.0610689
MID23,"25017357800,25017357700,25017358100,25017356602,25017356500","0.16,0.02,0.42,0.01,0.38","0.09,0.01,0.16,0.02,0.33",Sean Garballey (D),23rd Middlesex,Sean,Garballey,(D),78,2491,Appleton St @ Lublin St,ARLINGTON,http://malegislature.gov/Legislators/Profile/S_G1,Point,Polygon,405,143981,3,82,15138529.9952,25274.4158673
NOR15,"25021401100,25021401000,25021400800,25021400700,25021400600,25021400500","0.14,0.12,0.02,0.28,0.22,0.21","0.07,0.39,0.08,0.94,0.36,0.78",Tommy Vitolo (D),15th Norfolk,Tommy,Vitolo,(D),51,34589,Tappan St @ Greenough St,BROOKLINE,http://malegislature.gov/Legislators/Profile/T_V1,Point,Polygon,3787,139570,3,111,5526976.68498,18475.2737382
MID12,"25017374200,25017373800,25017373700,25017374400","0.23,0.11,0.63,0.03","0.23,0.09,0.54,0.01",Ruth B. Balser (D),12th Middlesex,Ruth B.,Balser,(D),59,8199,Walnut St @ Brentwood Ave,NEWTON,http://malegislature.gov/Legislators/Profile/RBB1,Point,Polygon,327,196004,4,71,25259666.394,29460.8991967
MID24,"25017356602,25017356400,25017356601,25017356702","0.00,0.17,0.25,0.58","0.00,0.09,0.39,0.42",David M. Rogers (D),24th Middlesex,David M.,Rogers,(D),"79,77",2286,905 Massachusetts Ave,ARLINGTON,http://malegislature.gov/Legislators/Profile/DMR1,Point,Polygon,694,109973,2,83,17192698.9092,26398.6144212
ESS06,"25009217201,25009217500,25009217300,25009217202,25009217100","0.00,0.24,0.62,0.01,0.13","0.00,0.19,0.50,0.01,0.02",Jerald A. Parisella (D),6th Essex,Jerald A.,Parisella,(D),451,8325,22 Sohier Rd,BEVERLY,http://malegislature.gov/Legislators/Profile/JAP1,Point,MultiPolygon,405,68514,2,30,40001899.6761,36984.9632533
SUFF11,"25025980300,25025120201,25025120104,25025120400,25025110103,25025981100,25025120301,25025981000","0.21,0.29,0.02,0.01,0.20,0.26,0.00,0.01","0.21,0.81,0.14,0.01,0.42,0.20,0.01,0.01",Elizabeth A. Malia (D),11th Suffolk,Elizabeth A.,Malia,(D),"21,31,16,34,36,32",521,Arborway @ Shea Circle,BOSTON,http://malegislature.gov/Legislators/Profile/EAM1,Point,Polygon,1743,51399,2,134,9548119.27484,22506.5331267
SUFF09,"25025010405,25025080601,25025080500,25025080401,25025080300,25025071101,25025070900,25025070800,25025080100,25025081800,25025081700,25025081400","0.00,0.22,0.12,0.22,0.12,0.08,0.06,0.01,0.10,0.00,0.05,0.02","0.00,0.80,1.00,1.00,0.93,0.45,0.71,0.10,0.19,0.03,0.16,0.06",Jon Santiago (D),9th Suffolk,Jon,Santiago,(D),"170,8,47,1,171,10",2,Washington St @ Melnea Cass Blvd,BOSTON,http://malegislature.gov/Legislators/Profile/J_S2,Point,Polygon,4553,29068,0,132,4257318.39064,19630.85119
SUFF06,"25025980300,25025100100,25025092400,25025092300,25025091900,25025090200,25025090100,25025082100","0.39,0.02,0.24,0.00,0.07,0.02,0.22,0.03","0.38,0.04,0.83,0.02,0.31,0.17,0.98,0.17",Russell E. Holmes (D),6th Suffolk,Russell E.,Holmes,(D),"22,28,29,14,45",382,Blue Hill Ave @ Charlotte St,BOSTON,http://malegislature.gov/Legislators/Profile/REH1,Point,Polygon,2577,20415,0,129,7922005.65874,22391.2473893
SUFF19,"25025170400,25025170300,25025170200,25025170100,25025170601","0.04,0.36,0.38,0.18,0.04","0.04,0.18,0.78,0.24,0.06",Robert A. DeLeo (D),19th Suffolk,Robert A.,DeLeo,(D),119,46276,Cushman Ave @ Adams St,REVERE,http://malegislature.gov/Legislators/Profile/RAD1,Point,MultiPolygon,802,59637,2,142,10473601.2746,37757.8369616
MID35,"25017339802,25017339100,25017340000,25017339900,25017339700,25017339500","0.11,0.37,0.10,0.11,0.09,0.21","0.12,0.10,0.39,0.21,0.15,0.35",Paul J. Donato (D),35th Middlesex,Paul J.,Donato,(D),"96,134,94",45002,Medford Sq @ City Hall Parking lot,MEDFORD,http://malegislature.gov/Legislators/Profile/PJD1,Point,Polygon,929,86168,2,94,15477396.7775,30246.6573994
NOR15,"25021401000,25021400900,25021400800,25021400700,25025120700,25025981800,25025081100,25025080900,25025081001","0.11,0.19,0.14,0.10,0.03,0.09,0.13,0.01,0.20","0.36,1.00,0.51,0.34,0.18,0.17,0.51,0.12,0.71",Tommy Vitolo (D),15th Norfolk,Tommy,Vitolo,(D),"60,65",1525,Brookline Ave @ Pearl St,BROOKLINE,http://malegislature.gov/Legislators/Profile/T_V1,Point,Polygon,5149,71472,2,111,5526976.68498,18475.2737382
SUFF04,"25025981201,25025060501,25025981202,25025060301,25025060101,25025060200","0.10,0.06,0.05,0.07,0.15,0.08","0.26,0.32,0.07,0.52,1.00,1.00",David Biele (D),4th Suffolk,David,Biele,(D),11,270,Columbia Rd @ P St,BOSTON,http://malegislature.gov/Legislators/Profile/D_B1,Point,MultiPolygon,3054,85532,2,127,12716746.3024,53966.0562898
MID33,"25017339802,25017339801,25017341400,25017341300,25017341200,25017339900,25017342400,25017342300","0.04,0.12,0.12,0.13,0.40,0.17,0.01,0.00","0.04,0.21,0.24,0.21,0.74,0.32,0.01,0.00",Steven Ultrino (D),33rd Middlesex,Steven,Ultrino,(D),108,9052,Highland Ave @ Medford St,MALDEN,http://malegislature.gov/Legislators/Profile/S_G2,Point,Polygon,2135,71201,2,92,8682254.22363,20573.9829989
SUFF09,"25025010405,25025080601,25025080500,25025080401,25025080300,25025071101,25025070900,25025070800,25025070500,25025080100,25025081800,25025081700,25025081400","0.00,0.22,0.12,0.22,0.12,0.09,0.07,0.02,0.00,0.09,0.00,0.04,0.01","0.01,0.80,1.00,1.00,0.89,0.51,0.81,0.17,0.01,0.18,0.01,0.13,0.03",Jon Santiago (D),9th Suffolk,Jon,Santiago,(D),"749,751",61,Washington St @ Melnea Cass Blvd,BOSTON,http://malegislature.gov/Legislators/Profile/J_S2,Point,Polygon,4819,29902,0,132,4257318.39064,19630.85119
SUFF07,"25025010405,25025010404,25025010300,25025981800,25025081100,25025080900,25025080801,25025080601,25025080500,25025080401,25025081001,25025081700,25025081500,25025081400","0.09,0.00,0.06,0.00,0.00,0.07,0.18,0.24,0.04,0.06,0.01,0.01,0.01,0.23","0.50,0.02,0.24,0.00,0.00,0.55,1.00,0.87,0.30,0.27,0.05,0.04,0.04,0.77",Chynah Tyler (D),7th Suffolk,Chynah,Tyler,(D),"44,22,28,29,23,15,45",1224,Tremont St opp Prentiss St,BOSTON,http://malegislature.gov/Legislators/Profile/C_T1,Point,Polygon,6002,29748,0,130,4570023.34856,18791.1725581
SUFF19,"25025170400,25025170300,25025170200,25025170100,25025170601","0.04,0.36,0.39,0.17,0.04","0.04,0.18,0.78,0.24,0.06",Robert A. DeLeo (D),19th Suffolk,Robert A.,DeLeo,(D),119,45833,219 Cushman Ave,REVERE,http://malegislature.gov/Legislators/Profile/RAD1,Point,MultiPolygon,802,59531,2,142,10473601.2746,37757.8369616
MID23,"25017357800,25017356602,25017356500,25017356601","0.08,0.50,0.34,0.08","0.04,0.81,0.30,0.12",Sean Garballey (D),23rd Middlesex,Sean,Garballey,(D),78,2485,Wachusett Ave @ Florence Ave,ARLINGTON,http://malegislature.gov/Legislators/Profile/S_G1,Point,Polygon,787,121758,2,82,15138529.9952,25274.4158673
NOR13,"25021403500,25021457200","1.00,0.00","0.35,0.00",Denise C. Garlick (D),13th Norfolk,Denise C.,Garlick,(D),59,81444,Webster St @ Hillside Ave,NEEDHAM,http://malegislature.gov/Legislators/Profile/DCG1,Point,Polygon,151,122871,2,109,91333688.4108,55592.1594631
ESS13,"25009211200,25009211402","0.50,0.49","0.26,0.09",Theodore C. Speliotis (D),13th Essex,Theodore C.,Speliotis,(D),"465,435",7274,Pine St @ Holten St,DANVERS,http://malegislature.gov/Legislators/Profile/TCS1,Point,MultiPolygon,60,88041,2,37,69290627.6297,64782.150626
NOR15,"25021401000,25021400900,25021400800,25021400700,25021400500,25025120700,25025981800,25025081100,25025081001","0.21,0.19,0.19,0.25,0.01,0.00,0.07,0.05,0.03","0.66,1.00,0.69,0.83,0.04,0.00,0.13,0.21,0.11",Tommy Vitolo (D),15th Norfolk,Tommy,Vitolo,(D),65,1283,Washington St @ Harvard St,BROOKLINE,http://malegislature.gov/Legislators/Profile/T_V1,Point,Polygon,4914,100424,2,111,5526976.68498,18475.2737382
MID23,"25017356300,25017350700,25017339400,25017339300,25017339200","0.13,0.13,0.17,0.33,0.24","0.23,0.34,0.53,0.95,0.17",Sean Garballey (D),23rd Middlesex,Sean,Garballey,(D),"80,94",2415,Boston Ave @ Arlington St,MEDFORD,http://malegislature.gov/Legislators/Profile/S_G1,Point,Polygon,1650,93019,2,82,15138529.9952,25274.4158673
SUFF04,"25025981201,25025060501,25025981202,25025061101,25025061200,25025061000,25025060800,25025060700,25025090700,25025060301,25025060600,25025060400","0.12,0.05,0.00,0.05,0.23,0.09,0.17,0.05,0.01,0.00,0.05,0.14","0.32,0.24,0.00,0.59,0.25,1.00,1.00,0.84,0.03,0.01,0.07,0.71",David Biele (D),4th Suffolk,David,Biele,(D),11,258,E 8th St @ Dorchester St,BOSTON,http://malegislature.gov/Legislators/Profile/D_B1,Point,MultiPolygon,5096,90072,2,127,12716746.3024,53966.0562898
SUFF11,"25025980300,25025120201,25025120104,25025120400,25025110103,25025981100,25025981000","0.01,0.21,0.11,0.02,0.29,0.13,0.22","0.01,0.59,0.77,0.05,0.64,0.09,0.40",Elizabeth A. Malia (D),11th Suffolk,Elizabeth A.,Malia,(D),"50,30,34E,51,21,37,16,34,36,38,40,39,32,70A,35",10642,Forest Hills Station Upper Busway,BOSTON,http://malegislature.gov/Legislators/Profile/EAM1,Point,Polygon,2313,57072,2,134,9548119.27484,22506.5331267
NOR15,"25021401000,25021400900,25021400800,25021400700,25021400500,25025120700,25025981800,25025081100,25025081001","0.20,0.19,0.20,0.25,0.01,0.00,0.07,0.05,0.03","0.65,1.00,0.70,0.82,0.04,0.00,0.13,0.21,0.12",Tommy Vitolo (D),15th Norfolk,Tommy,Vitolo,(D),66,1313,Harvard St @ Washington St,BROOKLINE,http://malegislature.gov/Legislators/Profile/T_V1,Point,Polygon,4928,100252,2,111,5526976.68498,18475.2737382
SUFF05,"25025092200,25025092000,25025091700,25025091600,25025092101,25025091001","0.13,0.15,0.12,0.13,0.40,0.07","0.45,0.61,0.85,0.82,0.63,0.13",Liz Miranda (D),5th Suffolk,Liz,Miranda,(D),18,345,Dorchester Ave opp Charles St,BOSTON,http://malegislature.gov/Legislators/Profile/L_M2,Point,Polygon,3574,57147,2,128,4864696.74032,16854.0610689
SUFF04,"25025981201,25025060501,25025061101,25025061200,25025061000,25025060800,25025060700,25025090700,25025060301,25025060600,25025060400","0.12,0.05,0.05,0.24,0.09,0.17,0.05,0.02,0.00,0.05,0.13","0.32,0.23,0.61,0.26,1.00,1.00,0.86,0.03,0.00,0.07,0.69",David Biele (D),4th Suffolk,David,Biele,(D),"16,10,5",17,Dorchester St @ E 8th St,BOSTON,http://malegislature.gov/Legislators/Profile/D_B1,Point,MultiPolygon,5070,89940,2,127,12716746.3024,53966.0562898
SUFF19,"25025170400,25025170300,25025170200,25025170100,25025170601","0.01,0.36,0.42,0.21,0.00","0.01,0.18,0.86,0.29,0.00",Robert A. DeLeo (D),19th Suffolk,Robert A.,DeLeo,(D),119,15832,267 Cooledge St,REVERE,http://malegislature.gov/Legislators/Profile/RAD1,Point,MultiPolygon,796,59232,2,142,10473601.2746,37757.8369616
MID33,"25017339802,25017339801,25017341400,25017341300,25017341200,25017339900,25017342400,25017342300","0.03,0.11,0.12,0.13,0.42,0.17,0.01,0.00","0.03,0.19,0.24,0.21,0.77,0.33,0.01,0.00",Steven Ultrino (D),33rd Middlesex,Steven,Ultrino,(D),108,9035,Highland Ave @ Medford St,MALDEN,http://malegislature.gov/Legislators/Profile/S_G2,Point,Polygon,2153,70699,2,92,8682254.22363,20573.9829989
SUFF15,"25025010405,25025010300,25025981800,25025081200,25025081100,25025080900,25025080801,25025080601,25025081001,25025081400,25025081300","0.01,0.13,0.01,0.01,0.16,0.13,0.17,0.03,0.23,0.13,0.00","0.04,0.50,0.03,0.09,0.64,1.00,0.96,0.11,0.83,0.41,0.00",Nika Elugardo (D),15th Suffolk,Nika,Elugardo,(D),"66,38,35",1320,Tremont St @ Saint Alphonsus St,BOSTON,http://malegislature.gov/Legislators/Profile/N_E1,Point,Polygon,6413,36818,1,138,8393152.22191,22444.1687602
MID23,"25017339802,25017339100,25017340000,25017339900,25017339700,25017339500,25017339400,25017339200","0.04,0.46,0.04,0.04,0.05,0.33,0.02,0.01","0.04,0.12,0.16,0.07,0.08,0.55,0.07,0.01",Sean Garballey (D),23rd Middlesex,Sean,Garballey,(D),"95,96,101",5031,Main St @ High St,MEDFORD,http://malegislature.gov/Legislators/Profile/S_G1,Point,Polygon,922,87862,2,82,15138529.9952,25274.4158673
ESS13,"25009211200,25009211100","0.71,0.21","0.37,0.11",Theodore C. Speliotis (D),13th Essex,Theodore C.,Speliotis,(D),"465,435",4653,90 High St,DANVERS,http://malegislature.gov/Legislators/Profile/TCS1,Point,MultiPolygon,88,74739,2,37,69290627.6297,64782.150626
SUFF11,"25025980300,25025120201,25025110103,25025981100,25025120301","0.47,0.20,0.08,0.23,0.02","0.46,0.56,0.18,0.17,0.06",Elizabeth A. Malia (D),11th Suffolk,Elizabeth A.,Malia,(D),"16,34,36,38,32",21587,Circuit Dr opp Shattuck Hospital,BOSTON,http://malegislature.gov/Legislators/Profile/EAM1,Point,Polygon,1063,32864,1,134,9548119.27484,22506.5331267
SUFF04,"25025981201,25025060501,25025981202,25025060301,25025060101,25025060200","0.10,0.06,0.06,0.07,0.15,0.08","0.26,0.31,0.08,0.49,1.00,1.00",David Biele (D),4th Suffolk,David,Biele,(D),11,296,P St @ Columbia Rd,BOSTON,http://malegislature.gov/Legislators/Profile/D_B1,Point,MultiPolygon,2995,83887,2,127,12716746.3024,53966.0562898
MID23,"25017356300,25017350700,25017339400,25017339300,25017339200","0.13,0.13,0.16,0.33,0.25","0.24,0.33,0.50,0.95,0.17",Sean Garballey (D),23rd Middlesex,Sean,Garballey,(D),"80,94,101",2371,Boston Ave @ Arlington St,MEDFORD,http://malegislature.gov/Legislators/Profile/S_G1,Point,Polygon,1619,93508,2,82,15138529.9952,25274.4158673
MID35,"25017339802,25017339100,25017340000,25017339900,25017339700,25017339500,25017339400,25017339200","0.07,0.44,0.06,0.06,0.07,0.29,0.00,0.00","0.07,0.12,0.26,0.12,0.11,0.49,0.01,0.00",Paul J. Donato (D),35th Middlesex,Paul J.,Donato,(D),"95,134,94,96,326,101",63241,37 Riverside Ave @ Medford Sq,MEDFORD,http://malegislature.gov/Legislators/Profile/PJD1,Point,Polygon,923,86868,2,94,15477396.7775,30246.6573994
SUFF11,"25025980300,25025120201,25025110103,25025981100,25025120301","0.48,0.20,0.08,0.23,0.02","0.46,0.55,0.18,0.17,0.06",Elizabeth A. Malia (D),11th Suffolk,Elizabeth A.,Malia,(D),"16,34,36,32",522,Circuit Dr @ Shattuck Hospital,BOSTON,http://malegislature.gov/Legislators/Profile/EAM1,Point,Polygon,1050,32539,1,134,9548119.27484,22506.5331267
NOR15,"25021401000,25021400900,25021400800,25021400700,25021400500,25025120700,25025981800,25025081100,25025081001","0.21,0.19,0.20,0.25,0.01,0.00,0.07,0.05,0.03","0.65,1.00,0.70,0.83,0.04,0.00,0.12,0.20,0.11",Tommy Vitolo (D),15th Norfolk,Tommy,Vitolo,(D),65,1286,Washington St @ Harvard St,BROOKLINE,http://malegislature.gov/Legislators/Profile/T_V1,Point,Polygon,4914,100420,2,111,5526976.68498,18475.2737382
SUFF04,"25025981201,25025060501,25025061101,25025061200,25025061000,25025060800,25025060700,25025090700,25025060600,25025060400","0.12,0.04,0.05,0.24,0.09,0.17,0.06,0.02,0.05,0.13","0.31,0.22,0.61,0.27,1.00,1.00,0.88,0.03,0.07,0.67",David Biele (D),4th Suffolk,David,Biele,(D),"10,5",49,Dorchester St @ W 8th St,BOSTON,http://malegislature.gov/Legislators/Profile/D_B1,Point,MultiPolygon,5051,88769,2,127,12716746.3024,53966.0562898
SUFF04,"25025981201,25025060501,25025981202,25025061101,25025061200,25025061000,25025060800,25025060700,25025090700,25025060301,25025060600,25025060400","0.12,0.05,0.00,0.05,0.23,0.09,0.17,0.05,0.01,0.00,0.05,0.14","0.32,0.24,0.00,0.59,0.26,1.00,1.00,0.86,0.03,0.01,0.08,0.70",David Biele (D),4th Suffolk,David,Biele,(D),11,286,E 8th St @ Dorchester St,BOSTON,http://malegislature.gov/Legislators/Profile/D_B1,Point,MultiPolygon,5126,90072,2,127,12716746.3024,53966.0562898
SUFF06,"25025092400,25025092300,25025092200,25025092000,25025091900,25025091800,25025091700,25025090300,25025090200,25025090100","0.09,0.09,0.02,0.16,0.24,0.09,0.05,0.00,0.08,0.19","0.30,0.55,0.06,0.65,1.00,0.40,0.37,0.01,0.59,0.85",Russell E. Holmes (D),6th Suffolk,Russell E.,Holmes,(D),23,477,Washington St @ Vassar St,BOSTON,http://malegislature.gov/Legislators/Profile/REH1,Point,Polygon,3845,43192,2,129,7922005.65874,22391.2473893
SUFF19,"25025170400,25025170300,25025170200,25025170601,25025170702,25025170501","0.63,0.07,0.02,0.12,0.01,0.16","0.55,0.04,0.03,0.19,0.02,0.33",Robert A. DeLeo (D),19th Suffolk,Robert A.,DeLeo,(D),"424,455,116",5704,Revere St @ Breed St,REVERE,http://malegislature.gov/Legislators/Profile/RAD1,Point,MultiPolygon,1064,51782,2,142,10473601.2746,37757.8369616
