,dist_code,stop_id,Impacted T,Proportion,REP,rep_dist,Rep Party,route_ids,Stop Name,Town,Town Id,tract_id,Impacted P,Income,income_level,Repdistnum
4099,NOR15,1286.0,"401000,400900,400800,400700,400500,120700,981800,081100,081001","0.65,1.00,0.70,0.83,0.04,0.00,0.12,0.20,0.11",Tommy Vitolo (D),15th Norfolk,(D),65,Washington St @ Harvard St,BROOKLINE,46.0,400700,4914.0,100598.0,2.0,111.0
4100,SUFF04,49.0,"981201,060501,061101,061200,061000,060800,060700,090700,060600,060400","0.31,0.22,0.61,0.27,1.00,1.00,0.88,0.03,0.07,0.67",David Biele (D),4th Suffolk,(D),"5,10",Dorchester St @ W 8th St,BOSTON,35.0,60800,5051.0,66996.0,2.0,127.0
4101,MID21,1698.0,"332300,332200,332100","0.17,0.02,0.15",Kenneth I. Gordon (D),21st Middlesex,(D),"352,354,350",Cambridge St @ Skilton Ln,BURLINGTON,48.0,332100,43.0,112303.0,2.0,80.0
4102,SUFF04,286.0,"981201,060501,981202,061101,061200,061000,060800,060700,090700,060301,060600,060400","0.32,0.24,0.00,0.59,0.26,1.00,1.00,0.86,0.03,0.01,0.08,0.70",David Biele (D),4th Suffolk,(D),11,E 8th St @ Dorchester St,BOSTON,35.0,61000,5126.0,67953.0,2.0,127.0
4103,NOR04,3647.0,"501102,422800,422700,422600","0.01,0.40,0.06,0.00",James Michael Murphy (D),4th Norfolk,(D),221,Neck St @ Bradmere Way,WEYMOUTH,336.0,422800,139.0,79100.0,2.0,100.0
4104,MID32,15969.0,"341101,336402,341600,336401,341300","0.31,0.03,0.11,0.52,0.13",Paul A. Brodeur (D),32nd Middlesex,(D),132,Washington St opp Brazil St,MELROSE,178.0,336401,1179.0,72496.0,2.0,91.0
4105,ESS12,4595.0,"210500,210400,209100,205400","0.06,0.10,0.04,0.06",Thomas P. Walsh (D),12th Essex,(D),"436,434",Lynnfield St opp Crestview Pk,PEABODY,229.0,210400,46.0,91132.0,2.0,36.0
4106,SUFF15,1360.0,"010405,010300,981800,081200,081100,080900,080801,080601,081001,081400,081300","0.03,0.52,0.03,0.08,0.66,1.00,0.95,0.10,0.85,0.39,0.00",Nika Elugardo (D),15th Suffolk,(D),66,Tremont St @ Saint Alphonsus St,BOSTON,35.0,80900,6428.0,38620.0,1.0,138.0
4107,NOR01,13400.0,"418102,418200,416400,417100","0.03,0.10,0.11,0.02",Bruce J. Ayers (D),1st Norfolk,(D),217,Bryant Ave @ Upton St,QUINCY,243.0,418200,182.0,102704.0,2.0,97.0
4108,MID31,1667.0,"338300,356400,338500,339200,338400","0.03,0.01,0.00,0.00,0.29",Michael S. Day (D),31st Middlesex,(D),350,65 Cambridge St @ Winchester Boat Club,WINCHESTER,344.0,338400,118.0,196552.0,4.0,90.0
4109,MID31,9105.0,"338300,338500,339100,339200,338400","0.04,0.41,0.00,0.01,0.03",Michael S. Day (D),31st Middlesex,(D),134,Main St @ Everell Rd,WINCHESTER,344.0,338500,215.0,182775.0,3.0,90.0
4110,SUFF07,77777.0,"010405,080601,080500,080401,080300,071101,070900,070800,070500,080100,081800,081700,081400","0.03,0.81,1.00,1.00,0.85,0.52,0.85,0.22,0.02,0.17,0.00,0.12,0.03",Chynah Tyler (D),7th Suffolk,(D),"9,708",Melnea Cass Blvd @ Washington St,BOSTON,35.0,80401,5003.0,34407.0,1.0,130.0
4111,ESS12,4569.0,"210500,210400,209100,205400","0.06,0.10,0.04,0.06",Thomas P. Walsh (D),12th Essex,(D),"436,434",Lynnfield St @ Crestview Pk,PEABODY,229.0,210500,46.0,91132.0,2.0,36.0
4112,MID21,8232.0,"332300,332200,332100","0.17,0.02,0.16",Kenneth I. Gordon (D),21st Middlesex,(D),"352,350",Cambridge St opp Skilton Ln,BURLINGTON,48.0,332100,45.0,112964.0,2.0,80.0
4113,SUFF07,1257.0,"010405,010404,010300,981800,080900,080801,080601,080500,080401,081001,081700,081500,081400","0.52,0.04,0.25,0.00,0.52,1.00,0.88,0.33,0.28,0.04,0.03,0.03,0.73",Chynah Tyler (D),7th Suffolk,(D),"22,29",Tremont St @ Prentiss St,BOSTON,35.0,80601,6020.0,29586.0,0.0,130.0
4114,MID33,5472.0,"341902,341700,341600,336401,336300","0.06,0.47,0.27,0.06,0.20",Steven Ultrino (D),33rd Middlesex,(D),106,Lebanon St Loop,MALDEN,165.0,341700,908.0,79148.0,2.0,92.0
4115,ESS07,14460.0,"204200,204702,204701","0.10,0.34,0.15",Paul F. Tucker (D),7th Essex,(D),"456,450",Highland Ave @ Salem Hospital,SALEM,258.0,204702,327.0,65461.0,2.0,31.0
4116,MID31,8264.0,"338300,356400,338500,339200,338400","0.05,0.00,0.00,0.00,0.29",Michael S. Day (D),31st Middlesex,(D),350,Cambridge St @ Myopia Rd,WINCHESTER,344.0,338400,114.0,194765.0,4.0,90.0
4117,NOR02,4320.0,"417701,418102,418101,417100,417602","0.01,0.44,0.90,0.06,0.03",Tackey Chan (D),2nd Norfolk,(D),245,52 Whitwell St,QUINCY,243.0,418101,1181.0,70545.0,2.0,98.0
4118,SUFF07,7.0,"010405,080601,080500,080401,080300,071101,070900,070800,070500,080100,081700,081400","0.03,0.81,1.00,1.00,0.84,0.53,0.86,0.23,0.02,0.17,0.12,0.02",Chynah Tyler (D),7th Suffolk,(D),"19,708,47",Melnea Cass Blvd @ Washington St,BOSTON,35.0,80401,5029.0,34551.0,1.0,130.0
4119,MID32,9310.0,"335100,335200,334400","0.25,0.20,0.00",Paul A. Brodeur (D),32nd Middlesex,(D),137,North Ave @ Linda Rd,WAKEFIELD,305.0,335100,117.0,94405.0,2.0,91.0
4120,MID35,15059.0,"337102,341101,339100,340100","0.06,0.07,0.13,0.29",Paul J. Donato (D),35th Middlesex,(D),99,Woodland Rd @ Molyneaux Circle,MEDFORD,176.0,339100,352.0,97275.0,2.0,94.0
4121,SUFF09,3.0,"010405,080601,080500,080401,080300,071101,070900,070800,070500,080100,081700,081400","0.01,0.77,1.00,1.00,0.84,0.56,0.88,0.24,0.03,0.19,0.11,0.02",Jon Santiago (D),9th Suffolk,(D),"749,751",Washington St @ Melnea Cass Blvd - Silver Line,BOSTON,35.0,80500,5048.0,35125.0,1.0,132.0
4122,MID11,8198.0,"374200,373800,373700,374400","0.18,0.07,0.58,0.02",Kay S. Khan (D),11th Middlesex,(D),59,791 Walnut St,NEWTON,207.0,373700,286.0,199439.0,4.0,70.0
4123,NOR02,4390.0,"417701,418102,418101,417100,417602","0.01,0.44,0.90,0.06,0.03",Tackey Chan (D),2nd Norfolk,(D),245,Opp 52 Whitwell St,QUINCY,243.0,418101,1181.0,70545.0,2.0,98.0
4124,MID32,9006.0,"341902,341700,341600,336401,336300","0.01,0.34,0.33,0.12,0.20",Paul A. Brodeur (D),32nd Middlesex,(D),106,Lebanon St @ Bratley St,MELROSE,178.0,336401,931.0,79753.0,2.0,91.0
4125,ESS07,4553.0,"204200,204702,204701","0.11,0.34,0.15",Paul F. Tucker (D),7th Essex,(D),"456,450",81 Highland Ave @ Salem Hospital,SALEM,258.0,204702,335.0,65215.0,2.0,31.0
4126,MID12,8527.0,"373800,373700,373600,373500","0.19,0.32,0.16,0.07",Ruth B. Balser (D),12th Middlesex,(D),52,Centre St @ Bowen St,NEWTON,207.0,373700,436.0,196465.0,4.0,71.0
4127,MID32,5950.0,"341902,341700,341600,336401,336300","0.01,0.32,0.33,0.12,0.21",Paul A. Brodeur (D),32nd Middlesex,(D),106,Lebanon St opp Bratley St,MELROSE,178.0,336300,928.0,80391.0,2.0,91.0
4128,SUFF15,1315.0,"401000,400900,400800,400700,120700,010300,981800,081200,081100,080900,080801,081001","0.06,0.94,0.34,0.04,0.23,0.20,0.14,0.00,0.71,0.74,0.04,0.96",Nika Elugardo (D),15th Suffolk,(D),"66,35,32,37,36,21,38,34,39",Huntington Ave @ Parker Hill Ave,BOSTON,35.0,81001,6149.0,58278.0,2.0,138.0
4129,MID32,9305.0,"335100,335200,334400","0.25,0.20,0.00",Paul A. Brodeur (D),32nd Middlesex,(D),137,North Ave @ Wolcott St,WAKEFIELD,305.0,335100,117.0,94405.0,2.0,91.0
4130,PLYM03,111244.0,501101,0.24,Joan Meschino (D),3rd Plymouth,(D),,Rockland St From Kilby St to Summer St (FLAG),HINGHAM,131.0,501101,67.0,141375.0,3.0,114.0
4131,MID15,8639.0,"358700,358500,358400","0.02,0.10,0.17",Michelle Ciccolo (D),15th Middlesex,(D),"76,62",Massachusetts Ave @ Bloomfield St,LEXINGTON,155.0,358400,107.0,163740.0,3.0,74.0
4132,MID31,9106.0,"338300,338500,338400","0.05,0.42,0.02",Michael S. Day (D),31st Middlesex,(D),134,Main St @ Marshall Rd,WINCHESTER,344.0,338500,209.0,182328.0,3.0,90.0
4133,MID12,8506.0,"373800,373700,373600,373500","0.19,0.32,0.16,0.07",Ruth B. Balser (D),12th Middlesex,(D),52,Centre St @ Gibbs St,NEWTON,207.0,373700,436.0,196465.0,4.0,71.0
4134,ESS09,9280.0,"335302,335100","0.05,0.34",Donald H. Wong (R),9th Essex,(R),136,Pleasant St @ Aborn Ave,WAKEFIELD,305.0,335100,66.0,91596.0,2.0,33.0
4135,PLYM03,111818.0,501101,0.24,Joan Meschino (D),3rd Plymouth,(D),,Rockland St from Summer St to Kilby St (FLAG),HINGHAM,131.0,501101,67.0,141375.0,3.0,114.0
4136,MID12,8159.0,"374200,373800,373700,374400","0.18,0.07,0.58,0.02",Ruth B. Balser (D),12th Middlesex,(D),59,796 Walnut St,NEWTON,207.0,373700,286.0,199439.0,4.0,71.0
4137,MID32,5948.0,"341902,341700,341600,336401,336300","0.00,0.21,0.38,0.17,0.19",Paul A. Brodeur (D),32nd Middlesex,(D),106,Lebanon St @ South Mountain Ave,MELROSE,178.0,336401,963.0,79906.0,2.0,91.0
4138,SUFF14,64001.0,"416102,416200,140300,140201,140202","0.01,0.05,0.26,0.03,0.77",Angelo M. Scaccia (D),14th Suffolk,(D),24,Highland St @ Warren Ave,BOSTON,35.0,140202,957.0,76955.0,2.0,137.0
4139,SUFF15,1365.0,"401000,400900,400800,400700,120700,010300,981800,081200,081100,080900,080801,081001","0.03,0.91,0.32,0.02,0.23,0.24,0.14,0.00,0.72,0.79,0.07,0.96",Nika Elugardo (D),15th Suffolk,(D),"66,35,32,37,36,21,38,34,39",835 Huntington Ave opp Parker Hill Ave,BOSTON,35.0,81001,6222.0,56749.0,2.0,138.0
4140,SUFF14,6418.0,"140300,140201,140202,140102,140107","0.44,0.06,0.74,0.00,0.14",Angelo M. Scaccia (D),14th Suffolk,(D),24,Truman Hwy @ Williams Ave,BOSTON,35.0,140202,1132.0,70369.0,2.0,137.0
4141,ESS12,14594.0,"210500,210400,209100,205400","0.13,0.11,0.01,0.05",Thomas P. Walsh (D),12th Essex,(D),"436,434",Lynnfield St @ Ralph Rd,PEABODY,229.0,210400,59.0,86398.0,2.0,36.0
4142,MID15,8598.0,"358700,358500,358400","0.02,0.09,0.17",Michelle Ciccolo (D),15th Middlesex,(D),"76,62",Massachusetts Ave opp Bloomfield St,LEXINGTON,155.0,358400,104.0,162855.0,3.0,74.0
4143,ESS09,9271.0,"335302,335100","0.05,0.34",Donald H. Wong (R),9th Essex,(R),136,Pleasant St @ Aborn Ave,WAKEFIELD,305.0,335100,66.0,91596.0,2.0,33.0
4144,NOR15,1367.0,"401000,400900,400800,400700,400500,120700,981800,081100,081001","0.60,1.00,0.76,0.82,0.05,0.00,0.12,0.20,0.12",Tommy Vitolo (D),15th Norfolk,(D),66,Harvard St @ Kent St,BROOKLINE,46.0,400900,5011.0,100097.0,2.0,111.0
4145,SUFF07,11593.0,"010405,080801,080601,080500,080401,080300,071101,070900,070800,080100,081700,081400","0.53,0.36,1.00,1.00,0.96,0.30,0.02,0.33,0.16,0.00,0.15,0.33",Chynah Tyler (D),7th Suffolk,(D),"19,8,47",Ruggles St opp Kerr Way,BOSTON,35.0,80401,5312.0,27011.0,0.0,130.0
4146,SUFF04,30270.0,"981201,060501,981202,060301,060101,060200","0.26,0.22,0.10,0.16,1.00,0.86",David Biele (D),4th Suffolk,(D),11,Columbia Rd @ Farragut Rd,BOSTON,35.0,60101,2242.0,106125.0,2.0,127.0
4147,NOR02,3309.0,"417901,417802,422800,422700","0.04,0.55,0.05,0.00",Tackey Chan (D),2nd Norfolk,(D),"216,214",O'Brien Towers Driveway @ Bicknell St,QUINCY,243.0,417802,174.0,32266.0,1.0,98.0
4148,SUFF09,855.0,"080500,080401,080300,071101,070900,070500,061200,071201,090600,080100","0.51,0.66,0.45,1.00,0.78,0.21,0.02,0.40,0.01,0.72",Jon Santiago (D),9th Suffolk,(D),"9,10,708,8,171",Massachusetts Ave @ Albany St,BOSTON,35.0,80100,4425.0,43065.0,2.0,132.0
4149,MID33,7534.0,"170300,341902,208400,208200,336300","0.05,0.54,0.01,0.04,0.13",Steven Ultrino (D),33rd Middlesex,(D),430,Broadway @ Blue Hill Ave,MALDEN,165.0,341902,705.0,80978.0,2.0,92.0
4150,ESS12,4922.0,"210500,210400,210600","0.21,0.00,0.33",Thomas P. Walsh (D),12th Essex,(D),435,Lynn St @ Rainbow Rd,PEABODY,229.0,210500,126.0,69999.0,2.0,36.0
4151,SUFF06,1735.0,"980300,101101,100200,100100,092400,981100","0.10,0.11,0.50,0.96,0.67,0.07",Russell E. Holmes (D),6th Suffolk,(D),"28,29",Blue Hill Ave @ Westview St,BOSTON,35.0,100100,2374.0,33594.0,1.0,129.0
4152,ESS12,4594.0,"210500,210400,209100,205400","0.16,0.11,0.00,0.04",Thomas P. Walsh (D),12th Essex,(D),"436,434",Lynnfield St opp Bartholomew St,PEABODY,229.0,210500,64.0,84627.0,2.0,36.0
4153,SUFF10,1843.0,"401200,130300,130200,130100,110601","0.02,0.00,0.69,0.20,0.04",Edward F. Coppinger (D),10th Suffolk,(D),51,Weld St @ Maple St,BOSTON,35.0,130100,565.0,109094.0,2.0,133.0
4154,NOR02,3400.0,"418102,418200,416400,417100","0.13,0.10,0.09,0.07",Tackey Chan (D),2nd Norfolk,(D),215,Willard St @ Robertson St,QUINCY,243.0,418200,278.0,90376.0,2.0,98.0
4155,ESS12,4570.0,"210500,210400,209100,205400","0.16,0.11,0.00,0.04",Thomas P. Walsh (D),12th Essex,(D),"436,434",Lynnfield St @ Bartholomew St,PEABODY,229.0,210500,64.0,84627.0,2.0,36.0
4156,MID33,7547.0,"170300,341902,208400,208200,336300","0.05,0.54,0.01,0.04,0.13",Steven Ultrino (D),33rd Middlesex,(D),430,665 Broadway,MALDEN,165.0,341902,705.0,80978.0,2.0,92.0
4157,SUFF10,1887.0,"401200,130200,130100","0.01,0.58,0.28",Edward F. Coppinger (D),10th Suffolk,(D),51,Weld St @ Corey St,BOSTON,35.0,130100,546.0,108188.0,2.0,133.0
4158,ESS12,4942.0,"210500,210400,210600","0.21,0.00,0.33",Thomas P. Walsh (D),12th Essex,(D),435,Lynn St @ Brown St,PEABODY,229.0,210500,126.0,69999.0,2.0,36.0
4159,MID32,9221.0,"341101,336402,341600,336401,341300","0.11,0.05,0.17,0.58,0.10",Paul A. Brodeur (D),32nd Middlesex,(D),"136,137,131",Main St @ Banks Pl,MELROSE,178.0,336401,1116.0,69842.0,2.0,91.0
4160,ESS07,6108.0,"204101,204200,204701,204300,204102","0.46,0.65,0.03,0.55,0.00",Paul F. Tucker (D),7th Essex,(D),"459,455",Lafayette St @ Hancock St,SALEM,258.0,204200,1270.0,47308.0,2.0,31.0
4161,SUFF10,1841.0,"401200,130200,130100","0.00,0.57,0.28",Edward F. Coppinger (D),10th Suffolk,(D),51,Corey St @ Weld St,BOSTON,35.0,130100,534.0,107648.0,2.0,133.0
4162,NOR07,4371.0,"418200,416400,416101","0.02,0.20,0.09",William J. Driscoll (D),7th Norfolk,(D),245,Pleasant St @ Lawrence Rd,MILTON,189.0,416400,146.0,129322.0,3.0,103.0
4163,SUFF13,3084.0,"100800,100601,100500,092200,100700,100603,092101","0.17,1.00,0.18,0.30,0.14,0.14,0.42",Daniel J. Hunt (D),13th Suffolk,(D),"201,19",Adams St opp Lonsdale St,BOSTON,35.0,100601,3395.0,69140.0,2.0,136.0
4164,MID32,5947.0,"341700,341600,336401,336300","0.14,0.39,0.21,0.19",Paul A. Brodeur (D),32nd Middlesex,(D),106,Lebanon St @ Forest St,MELROSE,178.0,336401,979.0,80204.0,2.0,91.0
4165,ESS07,6177.0,"204101,204200,204701,204300,204102","0.45,0.65,0.03,0.56,0.00",Paul F. Tucker (D),7th Essex,(D),"459,455",Lafayette St @ Saltonstall Pkwy,SALEM,258.0,204200,1271.0,47168.0,2.0,31.0
4166,SUFF11,599.0,"110607,110502,110401,110103,110301,981100,110201,981000","0.28,0.04,0.76,0.52,0.29,0.01,0.01,0.47",Elizabeth A. Malia (D),11th Suffolk,(D),"40,35,37,70A,36,51,34E,34,50,30",Washington St @ Mosgrove Ave,BOSTON,35.0,110401,1794.0,60305.0,2.0,134.0
4167,NOR02,3349.0,"418102,418200,416400,417100","0.12,0.10,0.09,0.07",Tackey Chan (D),2nd Norfolk,(D),215,Willard St @ Robertson St,QUINCY,243.0,418200,272.0,91153.0,2.0,98.0
4168,ESS09,9270.0,"335302,335100","0.04,0.36",Donald H. Wong (R),9th Essex,(R),136,Pleasant St @ Sweetser St,WAKEFIELD,305.0,335100,67.0,91520.0,2.0,33.0
4169,MID32,9008.0,"341700,341600,336401,336300","0.13,0.39,0.21,0.19",Paul A. Brodeur (D),32nd Middlesex,(D),106,Lebanon St @ Forest St,MELROSE,178.0,336401,974.0,80330.0,2.0,91.0
4170,SUFF13,485.0,"100800,100601,100500,100400,100300,100200,100100,092400,092300,092200,092000,091900,092101","0.00,0.06,0.96,0.06,0.07,0.01,0.11,0.11,1.00,0.69,0.24,0.12,0.00",Daniel J. Hunt (D),13th Suffolk,(D),23,Washington St @ Southern Ave,BOSTON,35.0,92300,3465.0,51602.0,2.0,136.0
4171,SUFF13,55600.0,"100601,100500,092300,092200,092000,091900,091800,091700,091600,092101","0.01,0.02,0.02,0.82,1.00,0.09,0.02,0.98,0.39,0.45",Daniel J. Hunt (D),13th Suffolk,(D),"15,215,18,19,202,210,17,201",Fields Corner Sta @ Geneva Ave,BOSTON,35.0,92200,3791.0,52629.0,2.0,136.0
4172,ESS07,4459.0,"204200,204702,204701,204500","0.26,0.33,0.13,0.00",Paul F. Tucker (D),7th Essex,(D),"456,450",Highland Ave @ Proctor St,SALEM,258.0,204701,446.0,62045.0,2.0,31.0
4173,MID32,49221.0,"341101,336402,341600,336401,341300","0.10,0.06,0.16,0.59,0.10",Paul A. Brodeur (D),32nd Middlesex,(D),"136,137,131",Main St @ Banks Pl,MELROSE,178.0,336401,1113.0,69737.0,2.0,91.0
4174,SUFF11,639.0,"110607,110502,110401,110103,110301,981100,110201,981000","0.28,0.04,0.75,0.52,0.29,0.01,0.01,0.47",Elizabeth A. Malia (D),11th Suffolk,(D),"40,35,37,70A,36,51,34E,34,50,30",Washington St @ Whipple Ave,BOSTON,35.0,110401,1787.0,60315.0,2.0,134.0
4175,ESS10,7248.0,"206800,206300,206200,206100,206000,205900,205500,205200","0.04,0.12,0.91,0.52,0.15,0.01,0.52,0.34",Daniel H. Cahill (D),10th Essex,(D),"424,450,434",Western Ave @ Nichols Ave,LYNN,163.0,205500,1509.0,47488.0,2.0,34.0
4176,ESS07,14553.0,"204200,204702,204701,204500","0.26,0.33,0.13,0.01",Paul F. Tucker (D),7th Essex,(D),"456,450",Highland Ave opp Proctor St,SALEM,258.0,204701,451.0,62340.0,2.0,31.0
4177,SUFF13,322.0,"100601,100500,092300,092200,092000,091900,091800,091700,091600,092101","0.00,0.02,0.03,0.83,1.00,0.13,0.04,0.98,0.38,0.43",Daniel J. Hunt (D),13th Suffolk,(D),"15,215,18,202,19,210,201",Geneva Ave opp Vinson St,BOSTON,35.0,92200,3787.0,52506.0,2.0,136.0
4178,SUFF10,1842.0,"401200,130200,130100,110601","0.02,0.64,0.24,0.01",Edward F. Coppinger (D),10th Suffolk,(D),51,Weld St @ Ruskin St,BOSTON,35.0,130200,558.0,108899.0,2.0,133.0
4179,MID15,7900.0,"358700,358600","0.14,0.12",Michelle Ciccolo (D),15th Middlesex,(D),62,Bedford St @ Eldred St,LEXINGTON,155.0,358700,91.0,185045.0,3.0,74.0
4180,ESS10,6138.0,"206800,206700,206600,206500,206400,206300,205100,202102","0.17,0.15,0.58,1.00,0.70,0.60,0.00,0.04",Daniel H. Cahill (D),10th Essex,(D),"459,455",Essex St @ Porter St,LYNN,163.0,206400,1720.0,50445.0,2.0,34.0
4181,SUFF10,1886.0,"401200,130200,130100,110601","0.02,0.64,0.24,0.01",Edward F. Coppinger (D),10th Suffolk,(D),51,Weld St @ Avalon Rd,BOSTON,35.0,130200,558.0,108899.0,2.0,133.0
4182,ESS09,9281.0,"335302,335100","0.03,0.36",Donald H. Wong (R),9th Essex,(R),136,Pleasant St @ Sweetser St,WAKEFIELD,305.0,335100,64.0,91458.0,2.0,33.0
4183,SUFF13,8682.0,"100800,100601,100500,092200,100700,100603,092101","0.17,1.00,0.18,0.32,0.13,0.13,0.44",Daniel J. Hunt (D),13th Suffolk,(D),"19,202",Adams St @ Lonsdale St,BOSTON,35.0,100601,3436.0,68837.0,2.0,136.0
4184,MID12,84880.0,"374000,373900","0.37,0.03",Ruth B. Balser (D),12th Middlesex,(D),52,Opp 210 Nahanton St,NEWTON,207.0,374000,205.0,132073.0,3.0,71.0
4185,MID32,49311.0,"335100,335200,334400","0.23,0.16,0.03",Paul A. Brodeur (D),32nd Middlesex,(D),137,North Ave @ Lakeside Office Pk,WAKEFIELD,305.0,335100,111.0,93923.0,2.0,91.0
4186,ESS09,6708.0,"208300,205600,205400","0.14,0.43,0.04",Donald H. Wong (R),9th Essex,(R),429,Garfield Ave @ Washington Ave,SAUGUS,262.0,208300,88.0,55034.0,2.0,33.0
4187,SUFF10,8472.0,"130100,374000,373900","0.37,0.04,0.04",Edward F. Coppinger (D),10th Suffolk,(D),52,Baker St @ Beth El Cemetery,BOSTON,35.0,130100,313.0,111914.0,2.0,133.0
4188,ESS10,6144.0,"206800,206700,206600,206500,206400,206300,205100,202102","0.16,0.15,0.58,1.00,0.71,0.59,0.00,0.04",Daniel H. Cahill (D),10th Essex,(D),"459,455",Essex St opp Porter St,LYNN,163.0,206500,1713.0,50518.0,2.0,34.0
4189,ESS07,6107.0,"204101,204200,204701,204300","0.37,0.71,0.03,0.68",Paul F. Tucker (D),7th Essex,(D),"459,455",Lafayette St @ Gardner St,SALEM,258.0,204200,1358.0,45931.0,2.0,31.0
4190,MID12,85289.0,"374000,373900","0.37,0.04",Ruth B. Balser (D),12th Middlesex,(D),52,210 Nahanton St,NEWTON,207.0,374000,208.0,132743.0,3.0,71.0
4191,SUFF15,1858.0,"110607,110601,110502,110401,110103,981000","0.81,0.19,0.21,0.34,0.09,0.36",Nika Elugardo (D),15th Suffolk,(D),51,112 Walter St opp Cotton St,BOSTON,35.0,110607,1572.0,77757.0,2.0,138.0
4192,SUFF05,478.0,"092400,092300,092200,092000,091900,091800,091700,090200,090100","0.21,0.80,0.40,0.80,1.00,0.29,0.50,0.16,0.49",Liz Miranda (D),5th Suffolk,(D),23,Washington St @ Harvard St,BOSTON,35.0,92000,3817.0,47224.0,2.0,128.0
4193,SUFF10,8557.0,"130100,374000,373900","0.37,0.04,0.05",Edward F. Coppinger (D),10th Suffolk,(D),52,Baker St @ Beth El Cemetery,BOSTON,35.0,130100,316.0,112949.0,2.0,133.0
4194,MID30,8855.0,"331300,333600,332200","0.03,0.19,0.00",Richard M. Haggerty (D),30th Middlesex,(D),134,Main St @ Mountain St,WOBURN,347.0,333600,111.0,93066.0,2.0,89.0
4195,MID30,9142.0,"331300,333600,332200","0.03,0.19,0.00",Richard M. Haggerty (D),30th Middlesex,(D),134,Main St opp Mountain St,WOBURN,347.0,333600,111.0,93066.0,2.0,89.0
4196,SUFF15,1870.0,"110607,110601,110502,110401,110103,981000","0.81,0.19,0.20,0.34,0.09,0.37",Nika Elugardo (D),15th Suffolk,(D),51,Walter St @ Cotton St,BOSTON,35.0,110607,1561.0,77269.0,2.0,138.0
4197,ESS11,6816.0,"206100,206000,205900,205800,205700,205500,205200","0.08,0.45,0.71,0.00,0.22,0.71,0.04",Peter L. Capano (D),11th Essex,(D),435,Bellevue Rd @ Lovers Leap Ave,LYNN,163.0,205900,991.0,59150.0,2.0,35.0
4198,ESS10,7225.0,"206800,206700,206600,206500,206400,206300,202101,202102","0.02,0.06,0.74,0.95,0.64,0.23,0.03,0.13",Daniel H. Cahill (D),10th Essex,(D),456,Timson St @ Empire St,LYNN,163.0,206500,1450.0,51596.0,2.0,34.0
4199,SUFF13,457.0,"100601,100500,100400,100300,100200,100100,092400,092300,092200,092000,091900,092101","0.05,0.93,0.03,0.06,0.01,0.10,0.13,1.00,0.70,0.28,0.15,0.00",Daniel J. Hunt (D),13th Suffolk,(D),23,Washington St @ Kenwood St,BOSTON,35.0,92300,3438.0,51555.0,2.0,136.0
4200,PLYM03,111881.0,"500104,500101","0.01,0.24",Joan Meschino (D),3rd Plymouth,(D),,Nantasket Ave from A St to Y St (FLAG),HULL,142.0,500101,95.0,96668.0,2.0,114.0
4201,SUFF10,1884.0,"401200,130300,130200,130100,110601","0.03,0.01,0.65,0.17,0.12",Edward F. Coppinger (D),10th Suffolk,(D),51,Weld St @ Willow St,BOSTON,35.0,130200,554.0,109795.0,2.0,133.0
4202,NOR01,3150.0,"417400,417300","0.63,0.07",Bruce J. Ayers (D),1st Norfolk,(D),211,Dorchester St opp Pratt Rd,QUINCY,243.0,417300,136.0,92540.0,2.0,97.0
4203,SUFF10,1844.0,"401200,130300,130200,130100,110601","0.03,0.01,0.64,0.17,0.12",Edward F. Coppinger (D),10th Suffolk,(D),51,Weld St @ Willow St,BOSTON,35.0,130200,549.0,109803.0,2.0,133.0
4204,ESS08,4902.0,"202200,202101","0.47,0.23",Lori A. Ehrlich (D),8th Essex,(D),"449,442",Humphrey St @ Orchard Rd,SWAMPSCOTT,291.0,202200,243.0,136948.0,3.0,32.0
4205,SUFF06,1708.0,"980300,101101,100200,100100,092400,981100","0.13,0.06,0.32,0.95,0.75,0.07",Russell E. Holmes (D),6th Suffolk,(D),"28,29",Blue Hill Ave @ Paxton St,BOSTON,35.0,100100,2320.0,31792.0,1.0,129.0
4206,SUFF06,463.0,"092400,092300,092200,092000,091900,091800,091700,090200,090100","0.21,0.77,0.35,0.79,1.00,0.32,0.50,0.20,0.53",Russell E. Holmes (D),6th Suffolk,(D),23,Washington St @ Bowdoin St,BOSTON,35.0,91900,3822.0,46682.0,2.0,129.0
4207,ESS06,7181.0,"217201,217500,217300,217202,217100","0.03,0.03,0.66,0.04,0.01",Jerald A. Parisella (D),6th Essex,(D),451,Cabot St opp Balch St,BEVERLY,30.0,217300,369.0,60723.0,2.0,30.0
4208,ESS11,6788.0,"206100,206000,205900,205700,205500,205200","0.09,0.45,0.70,0.21,0.72,0.04",Peter L. Capano (D),11th Essex,(D),435,Lovers Leap Ave @ Everett St,LYNN,163.0,205500,994.0,58809.0,2.0,35.0
4209,ESS10,6840.0,"206800,206700,206600,206500,206400,206300,202101,202102","0.01,0.05,0.73,0.94,0.64,0.22,0.03,0.14",Daniel H. Cahill (D),10th Essex,(D),456,Timson St @ Empire St,LYNN,163.0,206500,1427.0,51862.0,2.0,34.0
